ATTRIBUTE_ADDGroup	filename	MS_4223	MS_569	MS_5174	MS_602	MS_1099	MS_944	MS_2438	MS_1992	MS_1857	MS_1776	MS_5220	MS_7669	MS_3586	MS_1249	MS_6447	MS_563	MS_6132	MS_11854	MS_7368	MS_10884	MS_7580	MS_9949	MS_11407	MS_7462	MS_11555	MS_11946	MS_12030	MS_7689	MS_10207	MS_12333	MS_10629	MS_7416	MS_11211	MS_11734	MS_7467	MS_10199	MS_10900	MS_10614	MS_10821	MS_7822	MS_9690	MS_11436	MS_8804	MS_9006	MS_11849	MS_12229	MS_7924	MS_10549	MS_11193	MS_11322	MS_8509	MS_11711	MS_10811	MS_10857	MS_6956	MS_9150	MS_9355	MS_10074	MS_11153
-	compound	Amylamine-C5:0	Tyramine-C2:0	Amylamine-C6:0	Putrescine-C6:0	Tyramine-C3:0	Cadaverine-C6:0	Leucine-C4:0	GABA-C6:0	Tyramine-C4:0	Tyramine-C4:0	2-phenethylamine-C6:0	Amylamine-C9:0	Tyramine-C6:0	Tyrosine-C4:0	Leucine-C9:0	Histidine-C9:4	Putrescine-C14:0	Amylamine-C16:0	Putrescine-C16:0	2-phenethylamine-C14:0	Cadaverine-C16:0	Leucine-C14:0	2-phenethylamine-C15:0	Histamine-C16:0	Amylamine-C18:2	Amylamine-C18:1	Amylamine-C18:1	Putrescine-C18:1	Alanine/Sarcosine-C18:1	Amylamine-C18:0	Valine-C16:0	Glutamic acid-C14:0	2-phenethylamine-C16:1	2-phenethylamine-C16:0	Spermidine-C16:0	Leucine-C16:1	Leucine-C16:0	Tyramine-C16:0	Valine-C18:1	Glutamic acid-C16:1	2-phenethylamine-C18:2	2-phenethylamine-C18:2	Glutamic acid-C16:0	Glutamic acid-C16:0	2-phenethylamine-C18:1	2-phenethylamine-C18:0	Spermidine-C18:1	Leucine-C18:2	Leucine-C18:1	Leucine-C18:1	Glutamic acid-C17:1	Leucine-C18:0	Tyramine-C18:1	Phenylalanine-C16:0	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:0	Phenylalanine-C18:1
-	p-value	5.64E-07	3.78E-09	3.63E-06	0.00519697	0.001875244	0.451680924	0.002126132	0.012379675	4.07E-11	1.21E-09	2.62E-22	2.58E-14	6.14E-09	0.040800707	0.003877416	4.67E-07	1.65E-05	6.68E-30	3.77E-15	1.37E-22	4.19E-13	4.56E-09	6.39E-14	6.13E-06	1.46E-13	1.03E-41	1.39E-18	1.23E-12	0.000137909	1.17E-09	1.25E-07	9.39E-09	5.10E-19	3.70E-33	4.36E-10	5.42E-18	2.43E-11	5.87E-11	8.24E-13	5.50E-19	2.90E-11	1.87E-06	1.05E-18	0.003567047	1.69E-42	4.85E-21	7.26E-12	6.39E-07	1.35E-14	8.77E-08	0.000123968	5.45E-06	9.09E-19	2.77E-09	3.23E-06	7.00E-29	1.69E-05	1.96E-06	3.58E-09
advanced	Plate13_25690_Soil_GB9_01_27494	109.89486	0	281.0841	0	6.601648	0	4.5987654	31.236677	5.3826985	7.000503	0	0	0	54.633812	4.1506386	0	0	54.178997	3.268815	3.7573242	0	9.440122	0	0	4.708338	72.50935	0	0	27.716352	45.95327	4.3725014	3.295803	5.249797	34.68504	0	15.215855	16.329103	4.887993	18.92695	9.189016	3.2900286	18.609896	67.88101	0	21.366858	4.280118	4.5857477	10.230692	29.128998	19.242506	9.156626	0	17.879	3.8649426	0	104.79791	6.1555557	87.875885	5.1864624
advanced	Plate13_45938_Soil_GD2_01_27513	0	0	313.45502	0	0	0	0	17.411354	0	0	0	4.1770525	0	0	3.8264139	0	0	248.5609	0	9.002964	0	0	3.2388647	0	0	235.37729	0	0	7.2175016	53.240505	0	8.365193	0	31.13923	3.9231007	0	15.931221	3.9592094	0	0	0	0	48.478947	0	21.205967	0	0	3.3123186	7.722541	7.722541	14.609361	0	3.6099992	8.674679	0	3.7129946	0	122.434235	3.992408
advanced	Plate14_60804_Soil_BG4_01_27923	0	0	0	0	5.3742437	0	3.3747973	12.288191	5.6936	5.6936	0	0	0	30.200521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7869568	9.230357	0	0	0	0	0	0	2.9330277	0	0	0	0	0	47.573257	12.287706	0	0	0	0	0	0	5.8391123	0	0	0	5.4752235	0	0	37.861668	0
advanced	Plate13_45468_Soil_GC11_01_27510	54.21324	0	149.15327	0	5.43042	0	6.048039	43.56292	0	0	0	3.9771352	8.022518	35.14223	3.895493	0	0	82.223976	0	0	0	3.9010339	0	0	0	73.914505	0	0	15.269734	47.867046	0	0	0	9.636042	0	0	6.649085	0	0	0	0	0	56.165512	5.628458	5.9985437	2.3931055	0	0	4.636069	4.636069	6.5232935	3.1541169	3.8042908	4.006343	3.6541355	4.4884934	0	103.92976	3.2606957
advanced	Plate13_43546_Soil_GC6_01_27504	84.31454	30.750229	247.47308	0	11.970757	4.153607	4.097912	14.397148	12.784556	10.555208	16.274967	7.300704	23.15363	42.03917	8.35318	18.112556	0	169.61966	0	5.979724	0	5.2206974	0	0	4.533883	311.88617	0	0	7.6931314	101.149994	18.839016	166.14001	13.024876	52.695652	6.8102193	5.1264424	0	11.177256	4.2109747	328.86673	0	4.180023	1131.7375	19.448175	53.237286	20.38549	0	0	19.18371	20.99123	20.074278	0	23.136229	10.918998	13.4026785	1285.78	22.413172	256.5145	11.972759
advanced	Plate14_60984_Soil_BG11_01_27932	0	0	0	0	0	0	3.3978324	18.187775	6.065144	6.065144	0	0	0	16.89903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9935756	0	0	4.0156403	3.580174	0	0	0	0	0	0	0	0	0	7.9576755	0	0	0	0	0	3.6036272	0	4.6213207	0	0	0	0	0	0	9.730125	0
advanced	Plate13_55100_Soil_GD3_01_27514	16.130836	3.2969964	49.796375	0	7.2575665	0	0	0	3.8124018	3.8124018	0	0	9.017069	72.44207	4.917469	3.930064	0	7.1218143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.197246	0	0	0	0	0	0	0	0	27.904873	0	0	0	0	0	0	4.1725965	3.755989	0	0	0	0	5.909374	3.6515486	47.835106	5.466803
advanced	Plate13_54992_Soil_GB7_01_27492	25.298613	3.284154	98.74672	0	14.609764	0	8.241187	26.170422	7.213934	6.73734	6.784324	0	3.938221	22.91845	0	0	4.56385	168.83238	73.629616	11.625896	136.64824	4.479263	0	19.865612	3.2818174	165.70697	0	65.62214	14.697723	80.18978	27.285908	43.968033	5.7258472	83.43138	3.2114928	8.292633	45.08201	18.46709	28.116287	49.46732	5.22255	3.9330196	155.57814	12.033496	67.6412	17.788818	4.0890355	4.436762	69.883736	22.739758	24.709278	8.234232	9.45534	7.582403	5.663967	122.9322	4.8575344	142.2374	18.171934
advanced	Plate14_61236_Soil_BH8_01_27943	0	0	0	0	0	0	0	6.418478	0	5.8494434	0	0	0	27.078632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1496754	2.1001587	2.973278	0	0	0	0	0	0	0	0	0	0	0	3.257249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.297395	0
advanced	Plate13_25654_Soil_GB2_01_27486	615.9539	0	881.07635	0	12.766207	0	21.600206	38.49851	5.8535695	5.8535695	3.5375118	10.117662	5.6614184	38.463566	4.9420023	0	0	72.12522	0	4.8157825	0	4.731879	0	0	5.7892027	64.363884	0	0	6.8717365	74.88764	7.9615955	14.009095	0	39.318947	3.305149	0	6.436704	0	0	60.440292	0	3.3518739	447.433	22.688074	36.002647	6.6151476	3.6138911	0	14.310071	11.666271	14.761958	0	3.3521762	0	5.865977	101.60274	3.5904243	4.4007354	3.880248
advanced	Plate15_55280_Soil_BB1_01_28105	0	0	3.1696472	0	0	0	0	4.961253	3.3334804	3.3334804	0	0	0	37.84589	0	0	0	22.269737	0	0	0	0	0	0	0	16.481934	0	0	2.7487278	3.9010172	1.8554473	0	0	2.108467	0	0	0	0	0	0	0	0	41.10646	15.908367	1.6010237	0	0	0	0	0	4.4713354	0	0	0	0	25.628197	0	12.473692	4.039898
advanced	Plate15_61436_Soil_BA11_01_28102	0	0	6.529106	0	0	0	0	0	0	0	0	0	0	20.558094	0	0	0	3.383603	0	0	0	0	0	0	0	25.44159	4.927521	0	0	1.5268669	0	0	0	8.403653	0	0	0	0	0	4.480877	0	0	32.36462	11.805569	6.237757	0	0	0	0	0	0	0	0	0	0	41.793503	0	18.561073	0
advanced	Plate12_60644_Soil_GG5_01_28044	72.39076	12.534751	289.58627	0	7.6662626	3.8123825	154.94444	53.41355	41.91061	41.91061	44.534046	115.02534	33.27022	30.350872	10.351959	96.88655	0	1518.5745	0	5.981769	3.9799557	73.29787	5.6500053	0	5.426049	1406.2828	33.694626	0	33.835052	429.8231	171.33844	178.44286	6.6646595	64.31405	6.127348	63.913513	294.27402	56.270935	160.00294	132.39845	12.081953	0	312.2459	12.624699	31.564684	2.3838363	0	3.556055	279.31314	18.307293	27.93849	27.146397	39.916077	64.03117	8.245117	378.12128	0	55.520718	39.0468
advanced	Plate12_60624_Soil_GH8_01_28061	8.116859	0	34.503803	0	3.4826908	0	22.048653	9.38313	0	0	0	15.467447	11.765425	17.024239	0	0	0	296.24683	0	0	0	5.0385017	0	0	0	314.95685	2.3132658	0	5.451944	106.60193	43.237877	32.997513	0	16.484207	0	6.4613233	0	7.914575	0	22.393873	0	0	93.97454	0	9.589468	0	0	0	0	0	3.4467983	2.4219394	0	0	0	69.39448	0	18.116257	0
advanced	Plate15_61418_Soil_BD8_01_28141	0	0	5.7203054	0	0	0	0	0	0	0	0	0	0	17.246693	0	0	0	2.2695923	0	0	0	0	0	0	0	12.126252	0	0	3.0852842	4.2845163	0	3.8871324	0	4.711832	0	0	0	0	0	0	0	0	12.827926	4.7915106	0	0	0	0	0	0	0	0	0	0	0	26.181015	0	5.303647	0
advanced	Plate12_43742_Soil_GH9_01_28062	0	0	3.8896143	0	0	0	0	3.935585	3.5063472	3.5063472	0	0	3.4085464	4.7620463	0	0	0	26.371822	0	0	0	0	0	0	0	8.657447	7.030249	0	4.072094	18.610842	0	0	0	7.8354554	0	0	0	0	3.579595	0	0	0	0	0	0	0	0	0	3.9996588	0	0	0	0	0	0	0	0	0	0
advanced	Plate15_61778_Soil_BC6_01_28124	0	0	39.912388	0	0	0	7.9411097	5.1768947	42.090534	42.090534	12.600933	3.2653685	0	35.18112	0	5.1953235	0	77.9817	3.8245296	1.8683968	0	0	2.5373557	0	0	122.2697	24.812702	0	5.3791094	10.508368	0	30.324875	3.123331	46.394382	0	7.2257223	3.0356665	0	3.5267036	44.875603	0	0	175.46619	17.160503	46.32135	4.685674	9.003207	0	6.7097898	6.7097898	0	0	0	0	0	235.54877	0	44.63792	0
advanced	Plate15_61004_Soil_BD1_01_28133	0	0	0	0	0	0	0	4.8536296	0	0	0	0	0	29.221527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6291656	0	0	0	0	0	0	0	0	0	0	0	0	0	10.904694	0	0	0	0	0	2.8734646	2.8734646	0	0	0	0	0	3.2137792	0	12.979917	0
advanced	Plate13_43366_Soil_GA3_01_27473	51.020462	4.969057	282.06134	0	3.7586594	4.909749	8.201686	47.293255	10.511976	11.8854	6.919254	4.8949356	0	28.261845	5.4423676	0	0	25.260551	0	3.273673	0	4.5162134	0	0	0	27.635231	0	0	4.61576	37.30802	5.9476023	6.426946	0	8.156476	0	0	0	0	3.9658532	4.5023804	4.3598437	0	93.856316	18.011066	2.9788675	3.5027027	3.3028126	0	4.861088	4.861088	0	0	0	8.304802	0	58.848896	0	94.53624	3.2372375
advanced	Plate14_61202_Soil_BH6_01_27940	0	0	0	0	0	0	3.480465	27.418695	0	3.655429	0	0	0	13.130422	0	0	0	0	0	0	0	0	0	0	1.6842172	0	0	0	3.6360276	1.9015923	0	0	0	0	0	0	0	0	0	0	0	0	0	12.987785	0	0	0	0	0	0	0	0	0	0	0	0	0	27.10471	0
advanced	Plate13_43382_Soil_GA8_01_27479	59.193207	0	257.21356	0	14.163178	4.8845215	0	20.717304	5.3204217	5.3204217	3.9480343	0	0	40.585102	0	0	0	69.713715	0	0	0	3.7064023	0	0	0	75.264725	0	0	4.6475763	54.03332	6.631764	27.589748	7.922885	28.32506	5.0668454	0	0	4.3818583	3.7693787	157.65987	0	9.171212	297.28607	11.623101	22.100027	3.7363157	0	3.734559	17.281195	0	33.27749	0	12.507622	5.6025314	18.143948	498.0069	9.877847	150.4175	5.1864624
advanced	Plate15_54920_Soil_BA1_01_28091	0	0	18.3858	0	0	0	3.2423434	14.870661	0	0	0	0	0	21.637512	0	0	0	7.24781	0	0	0	0	0	0	1.4956927	20.443693	0	0	0	5.4921627	5.9995356	4.203704	0	8.365849	0	0	0	13.869814	4.9603806	9.110141	0	0	42.767357	0	2.99229	0	0	0	0	0	0	0	0	0	0	19.764734	0	29.916319	0
advanced	Plate15_61366_Soil_BB6_01_28110	0	0	32.89423	0	0	0	0	13.485165	0	0	18.20879	0	0	14.071433	0	4.4194274	0	11.722196	0	0	0	0	0	0	0	36.13521	6.8292184	0	0	9.029262	3.23753	5.1983166	0	14.749522	0	0	0	0	0	16.46074	0	0	51.16455	9.720235	15.190075	1.9110441	3.5495	0	0	0	0	0	0	0	0	104.85464	3.3093371	17.657993	0
advanced	Plate15_61798_Soil_BB8_01_28113	0	3.3075023	15.354837	0	0	0	16.982864	5.574667	13.8430195	13.8430195	3.6011314	5.2596	0	15.123766	3.7612858	0	0	59.923126	0	3.8896859	0	0	2.037077	0	0	104.540276	15.650609	0	3.8959408	22.648073	0	16.805365	0	26.034615	0	0	0	0	0	25.132277	0	0	103.51176	9.425957	13.53316	1.8437285	0	0	0	0	0	0	0	0	0	180.12813	0	32.432365	0
advanced	Plate15_61438_Soil_BC7_01_28126	0	0	5.586282	0	0	0	8.064504	18.083857	3.4237025	3.4237025	0	0	0	8.007797	2.5249698	0	0	14.062809	0	2.3166175	0	0	0	0	0	46.563812	14.207834	0	3.3130708	10.692207	8.83664	0	0	13.748826	0	0	0	0	0	0	0	0	25.730385	8.498663	3.5384746	1.8666205	0	0	1.403106	0	0	0	0	0	0	49.211624	0	7.8228884	0
advanced	Plate13_45956_Soil_GA11_01_27482	119.41607	12.882048	392.78085	0	9.951359	3.239557	92.25317	18.046503	45.91508	45.91508	48.49411	54.803093	3.838636	67.47759	20.89586	0	0	2195.5479	0	100.95532	0	14.275436	7.355407	0	39.73851	1525.0146	0	0	14.595699	511.74643	31.542175	3.5027382	34.011288	292.24982	0	3.4841347	40.611595	37.595116	28.390297	0	17.49104	5.342123	69.49337	11.551635	176.27473	46.213448	0	4.918519	66.9335	25.549894	6.631764	3.2499046	21.26687	6.6070404	0	8.390144	0	57.140793	5.1193542
advanced	Plate14_45146_Soil_BH7_01_27942	0	0	0	0	4.7953033	0	8.731405	11.955833	0	0	0	0	0	28.361073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67799	0	0	0	0	0	0	0	0	0	0	0	0	6.11613	9.779358	0	0	0	0	0	0	0	0	0	0	0	0	0	42.025013	0
advanced	Plate14_64332_Soil_BH9_01_27944	0	0	3.9503405	0	0	0	3.9438086	19.744223	4.3617253	4.3617253	0	0	0	22.944794	0	0	0	9.471976	0	0	0	0	0	0	0	0	0	0	0	5.331543	0	19.53609	1.7042408	2.076891	0	0	0	0	0	3.496557	0	0	4.071227	0	2.7879333	0	0	0	0	0	3.4175935	0	0	0	0	9.564386	0	47.203327	0
advanced	Plate13_25978_Soil_GA6_01_27476	80.60531	0	327.13864	0	17.11502	0	11.959846	31.623596	6.9200797	6.811171	0	7.9637957	0	32.95203	3.3863983	4.017067	0	307.09232	15.1588545	11.47819	13.386462	29.607027	0	11.553321	3.2200003	273.87634	10.899641	0	86.20491	119.724556	34.800854	48.167984	10.269382	67.77578	55.661797	26.612318	81.197105	29.390875	43.728943	94.83793	7.1127334	8.229755	948.5825	0	41.749527	7.4105816	21.226234	11.240761	115.54191	4.436807	22.737114	3.7989607	12.719701	36.596054	7.7452154	967.6712	153.98685	306.61926	57.31153
advanced	Plate13_45900_Soil_GD10_01_27522	24.203167	0	75.37544	0	10.845967	0	11.729509	9.985188	5.3382807	5.3382807	0	5.10478	0	29.320002	5.685556	0	0	8.57326	0	0	0	0	0	0	0	6.0021067	0	0	0	32.663467	4.916725	0	0	0	0	0	0	17.855474	0	0	0	0	15.643408	4.6377597	0	0	0	0	4.6376657	0	7.6467047	0	3.3040142	0	0	6.7340994	3.3851967	58.088844	0
advanced	Plate15_45632_Soil_BD4_01_28136	0	0	0	0	0	0	0	5.097682	0	0	0	0	0	35.780067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2788134	5.799569	0	0	0	0	0	0	0	0	0	0	0	0	21.136024	9.477226	0	0	0	0	0	0	6.8010283	0	0	0	0	0	0	17.7817	0
advanced	Plate13_54956_Soil_GC8_01_27507	21.043518	0	117.74685	0	5.108465	3.6685982	9.2145	18.631847	6.24515	6.24515	3.896799	0	5.740071	19.797813	7.7815	6.804546	0	71.49073	13.80027	4.057823	40.091812	5.379636	0	7.9100075	3.2746146	77.09731	0	3.7942424	6.356256	57.276443	22.385733	36.576767	4.19789	22.155865	6.0266724	0	33.49843	0	18.021847	38.601307	0	3.4871216	149.98978	38.5502	26.68752	0	0	0	51.186184	7.305894	10.68079	3.7926135	0	6.780051	11.103359	125.10473	0	83.771835	13.234716
advanced	Plate13_43582_Soil_GC5_01_27503	99.68602	23.807037	304.7044	0	3.273438	0	5.9733706	13.76154	9.088028	9.088028	0	0	3.4232247	30.676884	0	0	0	117.50097	3.4496233	7.9649086	3.4532683	3.9935756	4.2611294	3.5669575	0	130.47624	0	3.3816261	13.946701	62.662285	10.865019	79.85929	8.711057	27.328867	36.674053	0	6.4745407	10.01593	13.107433	138.89182	3.3791885	0	1168.1825	0	30.177513	7.790907	0	4.6414747	17.921158	5.134326	10.4705105	0	15.374449	0	26.356794	1259.5796	6.5564904	201.45294	7.0894294
advanced	Plate14_64298_Soil_BD2_01_27879	0	0	0	0	5.259074	0	3.2377706	10.495265	8.3968935	8.3968935	0	0	0	36.190617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.139706	0	0	12.507974	0	0	0	0	0	0	0	0	0	2.3662448	7.1795044	0	0	0	0	0	3.6066449	0	8.325203	0	0	0	0	3.3393466	3.3393466	67.88742	0
advanced	Plate13_45488_Soil_GE2_01_27527	227.50876	176.08557	1281.3289	114.58925	144.92685	68.984886	2341.31	130.83258	739.83856	706.2822	671.86334	987.51953	155.44066	107.5245	72.25444	4.9027977	130.68158	16811.21	423.50232	611.5607	352.72748	513.81537	164.98872	3.4927914	4066.624	18885.611	0	347.71487	762.6414	4316.2803	2307.4473	57.955887	452.1737	1390.3596	84.397995	509.90552	1680.5258	391.2944	1484.4343	43.484386	290.22775	442.80173	274.0595	8.724037	1203.2059	216.75769	42.19739	393.89963	2275.5918	1594.3246	122.87788	143.47552	347.85614	399.65643	46.739395	239.23361	58.41752	342.46057	277.7899
advanced	Plate13_43560_Soil_GF10_01_27550	81.87041	28.569164	248.55716	0	16.863815	0	8.576715	16.771313	32.377075	25.816196	23.41739	8.563934	14.1704445	21.09328	0	14.739467	0	359.1224	0	25.45733	0	16.429153	6.8913393	4.685215	31.273863	438.44846	0	0	44.49879	184.5335	17.344482	193.90324	59.712246	149.7629	13.588295	5.2733383	27.951115	30.165886	18.97791	392.60434	5.915683	6.515931	1515.8694	28.58001	157.53333	7.564918	3.3688822	10.293769	67.74711	6.178296	48.58127	0	53.259678	17.567877	27.199951	1700.1646	0	427.77094	11.774321
advanced	Plate13_43416_Soil_GG5_01_27558	58.36734	0	185.5426	0	8.242672	3.2320707	4.1462536	66.02745	6.5566587	6.5566587	0	0	3.401268	37.688377	4.2610455	3.7679863	0	42.20744	0	0	0	5.229907	0	0	4.507372	27.208103	0	0	8.6633415	30.85175	12.3827	3.8926399	9.343191	14.645899	0	0	5.0506983	0	0	15.43195	0	0	79.25936	10.05631	2.5602922	0	4.602722	0	22.927547	0	5.085058	0	3.3545628	0	0	205.51208	0	52.474182	0
advanced	Plate13_60680_Soil_GF7_01_27547	71.6352	10.684895	241.89183	0	11.050276	0	48.096416	28.240383	21.115433	21.115433	10.220715	32.53368	7.4915266	35.11543	14.082178	81.19759	0	978.46466	0	5.3580465	10.733276	29.227665	11.693023	3.6164246	52.337616	1120.4648	0	0	32.288574	368.02698	82.527534	68.5943	18.772467	52.8761	5.612503	25.357746	160.94792	17.039942	121.4841	88.19698	5.901111	4.669898	367.26776	10.0292	37.584755	12.011769	3.3429537	4.1918635	249.12463	13.51915	9.721902	16.933243	23.996853	32.80574	12.34137	242.53914	0	117.89414	20.435892
advanced	Plate13_43380_Soil_GG10_01_27564	566.66534	4.760353	828.1062	0	7.2786264	0	6.2532425	32.304256	0	0	4.1506805	0	0	13.683708	3.9564056	0	0	4.378724	0	0	0	0	0	0	0	20.130062	0	0	20.098728	26.762384	0	0	0	0	0	0	0	3.9396229	0	0	0	0	10.135631	3.475525	5.4081893	0	0	6.5988007	0	0	8.083385	0	0	0	0	19.083183	0	0	0
advanced	Plate13_43418_Soil_GG11_01_27565	55.689842	4.0156403	163.54259	0	0	0	0	15.103704	4.6130776	4.6130776	0	3.4606283	0	9.852462	0	0	3.2970047	62.372643	0	0	0	11.077865	0	13.416935	4.5556498	92.54741	5.0811563	0	5.4635353	56.92606	0	3.3616884	0	41.832233	4.809314	0	4.3271084	0	4.6496887	9.737248	0	0	109.30088	38.307117	18.041632	3.5419846	4.2285347	9.929149	19.890701	7.8626585	6.514498	0	9.030071	7.1858826	0	281.2386	0	80.96387	8.318903
advanced	Plate13_45504_Soil_GG2_01_27555	30.53488	0	104.50344	0	6.2376556	0	5.003715	22.909536	5.911798	7.755235	0	3.4691799	0	24.609053	0	0	0	80.31939	0	0	0	0	0	0	0	38.65714	0	0	7.452134	52.569153	0	3.9893198	0	11.498806	0	4.2464733	4.4443073	0	4.666211	0	0	0	94.00027	32.368465	2.8035355	3.5111847	0	0	7.5386047	7.5386047	15.446601	0	0	0	3.909266	3.3888016	3.3192887	81.245865	4.173313
advanced	Plate13_25670_Soil_GG7_01_27561	82.9554	0	220.0853	0	3.165176	0	3.2224684	45.82625	7.433234	7.433234	0	0	0	16.158195	0	0	0	221.38438	5.077795	0	34.985523	15.333235	0	25.380898	9.42857	228.95602	0	5.6708364	33.850933	92.89983	21.215973	18.265993	12.28005	17.443115	9.029205	18.131287	43.465294	27.046213	39.03619	53.296085	3.405075	4.526367	442.15274	5.0687313	28.072124	7.283447	9.658028	6.127224	82.18247	4.0918565	0	4.6783447	25.150396	22.646366	0	693.2666	0	219.17557	36.230305
advanced	Plate13_43436_Soil_GG3_01_27556	207.18811	119.48675	345.6829	0	13.848772	0	11.30906	91.601204	59.107616	6.292591	38.89172	18.98656	5.338308	39.802193	5.812736	16.769123	0	802.06177	8.811312	83.70015	11.890165	174.71825	16.135399	20.733212	5.1611123	648.7648	0	4.447802	241.5666	133.22003	66.67397	165.21219	67.151535	262.2106	158.54005	90.830414	80.300285	65.689095	91.154495	605.1045	56.246513	7.0140142	2513.6616	0	243.88104	43.365868	118.42381	27.727596	174.72171	118.94216	22.309908	31.999767	116.56882	51.853447	96.40129	5736.7715	0	422.60693	46.36365
advanced	Plate14_60840_Soil_BC5_01_27868	0	0	0	0	0	0	4.9279833	10.066064	4.09061	4.09061	0	0	0	29.004253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.893173	0	3.8264847	0	0	0	0	0	0	0	0	0	0	0	14.573723	0	0	0	4.163925	0	2.7610736	0	0	0	0	0	0	4.0875835	0	29.843828	0
advanced	Plate14_61222_Soil_BB6_01_27856	0	3.6437974	0	0	0	0	5.8106747	20.231632	11.413411	11.413411	0	0	0	40.630547	0	0	0	0	0	3.309999	0	0	0	0	0	0	0	0	5.502953	0	6.1557884	0	0	2.5222306	0	0	0	0	0	0	0	2.2726543	36.58922	3.2229576	0	0	0	0	0	0	8.830503	0	0	0	0	5.2416153	4.37565	50.117348	4.5799956
advanced	Plate14_61256_Soil_BA7_01_27844	3.646375	0	6.3829765	0	0	0	9.528992	9.460647	3.3652682	0	0	0	0	42.812706	9.510805	0	0	3.107667	0	0	0	0	0	0	0	0	0	0	8.357512	0	4.1656084	0	0	0	0	0	0	0	0	0	0	0	17.056784	0	0	0	0	0	0	0	4.6832867	0	0	2.407816	0	4.973198	0	37.522617	0
advanced	Plate14_60826_Soil_BB7_01_27858	0	0	0	0	0	0	3.99925	11.791507	0	0	0	0	0	32.73812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.073704	0	0	0	0	0	0	0	0	0	0	8.292746	0	0	27.540367	0	0	0	0	0	6.037347	0	7.388092	0	0	0	0	25.007061	0	34.004883	3.4404511
advanced	Plate14_64318_Soil_BA6_01_27842	0	0	0	0	0	0	0	4.7671537	8.312568	6.4913206	0	0	0	20.42914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1779003	0	0	14.098164	4.888796	0	0	0	0	0	0	0	0	0	10.215971	3.4495883	0	0	0	0	0	0	4.0156403	0	0	0	0	0	0	43.126434	0
advanced	Plate14_45164_Soil_BA1_01_27837	0	0	0	0	7.072007	0	0	17.241823	6.516425	3.2522078	0	0	5.5851307	19.926987	4.0391235	0	0	0	0	0	0	0	0	0	0	0	0	0	6.354781	0	0	0	0	0	3.4718199	0	0	0	0	3.4002352	0	0	19.90799	0	0	0	0	0	3.374771	3.374771	4.0730224	0	0	0	0	0	0	20.54235	0
advanced	Plate13_54616_Soil_GH9_01_27578	59.80144	0	186.96075	0	8.378762	0	9.594815	32.72462	9.843164	7.434393	11.563976	4.2424464	0	34.02451	0	0	0	157.32639	0	27.55652	0	0	0	0	21.660984	550.59973	0	8.956737	0	78.34819	0	11.512577	21.238047	51.09002	0	0	16.73503	3.3311043	20.561737	40.864334	6.9520483	11.163464	157.27815	0	178.92624	17.249907	4.8662205	5.077795	12.681881	12.601315	6.1186695	3.9784975	5.3769636	3.7733078	0	194.47304	0	137.25531	0
advanced	Plate13_45598_Soil_GG9_01_27563	26.149654	4.4525332	67.08386	0	11.297087	0	0	12.716823	10.118256	6.075878	0	0	0	21.772604	0	0	0	2.5808787	0	0	0	0	0	0	0	0	0	0	0	23.826904	6.6772933	3.2103496	0	0	3.2806826	0	0	0	0	0	0	0	21.616951	3.9175663	3.065771	0	0	0	3.6321843	0	12.035183	0	0	0	0	4.9288836	4.9288836	44.148327	3.2320707
advanced	Plate13_60682_Soil_GG6_01_27559	78.3558	8.710424	210.2308	0	4.981909	0	50.870102	92.76727	6.485406	6.485406	11.22015	28.07999	5.228504	40.500214	5.3739033	52.409336	0	0	0	10.075741	0	16.06905	0	0	46.007706	0	0	0	38.145473	0	100.699844	49.399666	6.6737747	25.4375	8.235094	29.524775	145.79027	33.492043	105.44469	53.349987	8.768375	0	212.7638	13.232051	0	0	3.5967715	5.457406	217.72345	3.393608	27.1916	25.051193	39.814285	36.75907	4.4352303	167.86221	6.6717443	42.98602	20.213732
advanced	Plate14_61040_Soil_BC9_01_27873	0	0	0	0	0	0	0	15.751771	0	6.238516	0	0	3.42734	17.886412	4.61963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.166294	12.183613	0	0	0	0	0	0	4.946846	0	0	0	0	0	0	17.407463	0
