Compound	Group	Presence	annotation	Tail
Lysine-C12:2	Plants	FALSE	C12:2	Medium
Phenylalanine-C12:2	Humans	TRUE	C12:2	Medium
Phenylalanine-C12:2	Rodents	FALSE	C12:2	Medium
Phenylalanine-C12:2	Microbes	FALSE	C12:2	Medium
Phenylalanine-C12:2	Foods	FALSE	C12:2	Medium
Phenylalanine-C12:2	Plants	FALSE	C12:2	Medium
Tryptamine-C12:2	Humans	FALSE	C12:2	Medium
Tryptamine-C12:2	Rodents	TRUE	C12:2	Medium
Tryptamine-C12:2	Microbes	FALSE	C12:2	Medium
Tryptamine-C12:2	Foods	FALSE	C12:2	Medium
Tryptamine-C12:2	Plants	FALSE	C12:2	Medium
Glutathione-C12:3	Humans	FALSE	C12:3	Medium
Glutathione-C12:3	Rodents	TRUE	C12:3	Medium
Glutathione-C12:3	Microbes	FALSE	C12:3	Medium
Glutathione-C12:3	Foods	FALSE	C12:3	Medium
Glutathione-C12:3	Plants	FALSE	C12:3	Medium
Arginine-C12:4	Humans	FALSE	C12:4	Medium
Arginine-C12:4	Rodents	TRUE	C12:4	Medium
Arginine-C12:4	Microbes	TRUE	C12:4	Medium
Arginine-C12:4	Foods	TRUE	C12:4	Medium
Arginine-C12:4	Plants	TRUE	C12:4	Medium
Arginine-C13:0	Humans	FALSE	C13:0	Long
Arginine-C13:0	Rodents	FALSE	C13:0	Long
Arginine-C13:0	Microbes	TRUE	C13:0	Long
Arginine-C13:0	Foods	FALSE	C13:0	Long
Arginine-C13:0	Plants	FALSE	C13:0	Long
Asparagine-C13:0	Humans	FALSE	C13:0	Long
Asparagine-C13:0	Rodents	FALSE	C13:0	Long
Asparagine-C13:0	Microbes	TRUE	C13:0	Long
Asparagine-C13:0	Foods	FALSE	C13:0	Long
Asparagine-C13:0	Plants	FALSE	C13:0	Long
Glutamic acid-C13:0	Humans	TRUE	C13:0	Long
Glutamic acid-C13:0	Rodents	FALSE	C13:0	Long
Glutamic acid-C13:0	Microbes	TRUE	C13:0	Long
Glutamic acid-C13:0	Foods	FALSE	C13:0	Long
Glutamic acid-C13:0	Plants	FALSE	C13:0	Long
Glutamine-C13:0	Humans	TRUE	C13:0	Long
Glutamine-C13:0	Rodents	FALSE	C13:0	Long
Glutamine-C13:0	Microbes	TRUE	C13:0	Long
Glutamine-C13:0	Foods	FALSE	C13:0	Long
Glutamine-C13:0	Plants	FALSE	C13:0	Long
Leucine-C13:0	Humans	FALSE	C13:0	Long
Leucine-C13:0	Rodents	FALSE	C13:0	Long
Leucine-C13:0	Microbes	TRUE	C13:0	Long
Leucine-C13:0	Foods	FALSE	C13:0	Long
Leucine-C13:0	Plants	FALSE	C13:0	Long
Lysine-C13:0	Humans	FALSE	C13:0	Long
Lysine-C13:0	Rodents	FALSE	C13:0	Long
Lysine-C13:0	Microbes	TRUE	C13:0	Long
Lysine-C13:0	Foods	FALSE	C13:0	Long
Lysine-C13:0	Plants	FALSE	C13:0	Long
Serine-C13:0	Humans	FALSE	C13:0	Long
Serine-C13:0	Rodents	FALSE	C13:0	Long
Serine-C13:0	Microbes	TRUE	C13:0	Long
Serine-C13:0	Foods	FALSE	C13:0	Long
Serine-C13:0	Plants	FALSE	C13:0	Long
Threonine/homoserine-C13:0	Humans	FALSE	C13:0	Long
Threonine/homoserine-C13:0	Rodents	FALSE	C13:0	Long
Threonine/homoserine-C13:0	Microbes	TRUE	C13:0	Long
Threonine/homoserine-C13:0	Foods	FALSE	C13:0	Long
Threonine/homoserine-C13:0	Plants	FALSE	C13:0	Long
Alanine/Sarcosine-C13:1	Humans	FALSE	C13:1	Long
Alanine/Sarcosine-C13:1	Rodents	FALSE	C13:1	Long
Alanine/Sarcosine-C13:1	Microbes	TRUE	C13:1	Long
Alanine/Sarcosine-C13:1	Foods	FALSE	C13:1	Long
Alanine/Sarcosine-C13:1	Plants	FALSE	C13:1	Long
Glutamic acid-C13:1	Humans	FALSE	C13:1	Long
Glutamic acid-C13:1	Rodents	FALSE	C13:1	Long
Glutamic acid-C13:1	Microbes	TRUE	C13:1	Long
Glutamic acid-C13:1	Foods	FALSE	C13:1	Long
Glutamic acid-C13:1	Plants	FALSE	C13:1	Long
Serine-C13:1	Humans	FALSE	C13:1	Long
Serine-C13:1	Rodents	FALSE	C13:1	Long
Serine-C13:1	Microbes	TRUE	C13:1	Long
Serine-C13:1	Foods	FALSE	C13:1	Long
Serine-C13:1	Plants	FALSE	C13:1	Long
Threonine/homoserine-C13:1	Humans	FALSE	C13:1	Long
Threonine/homoserine-C13:1	Rodents	FALSE	C13:1	Long
Threonine/homoserine-C13:1	Microbes	TRUE	C13:1	Long
Threonine/homoserine-C13:1	Foods	FALSE	C13:1	Long
Threonine/homoserine-C13:1	Plants	FALSE	C13:1	Long
2-aminovaleric acid-C14:0	Humans	TRUE	C14:0	Long
2-aminovaleric acid-C14:0	Rodents	FALSE	C14:0	Long
2-aminovaleric acid-C14:0	Microbes	TRUE	C14:0	Long
2-aminovaleric acid-C14:0	Foods	FALSE	C14:0	Long
2-aminovaleric acid-C14:0	Plants	FALSE	C14:0	Long
2-phenethylamine-C14:0	Humans	TRUE	C14:0	Long
2-phenethylamine-C14:0	Rodents	FALSE	C14:0	Long
2-phenethylamine-C14:0	Microbes	FALSE	C14:0	Long
2-phenethylamine-C14:0	Foods	FALSE	C14:0	Long
2-phenethylamine-C14:0	Plants	FALSE	C14:0	Long
Alanine/Sarcosine-C14:0	Humans	TRUE	C14:0	Long
Alanine/Sarcosine-C14:0	Rodents	TRUE	C14:0	Long
Alanine/Sarcosine-C14:0	Microbes	TRUE	C14:0	Long
Alanine/Sarcosine-C14:0	Foods	FALSE	C14:0	Long
Alanine/Sarcosine-C14:0	Plants	FALSE	C14:0	Long
Amylamine-C14:0	Humans	TRUE	C14:0	Long
Amylamine-C14:0	Rodents	FALSE	C14:0	Long
Amylamine-C14:0	Microbes	TRUE	C14:0	Long
Amylamine-C14:0	Foods	FALSE	C14:0	Long
Amylamine-C14:0	Plants	FALSE	C14:0	Long
Arginine-C14:0	Humans	TRUE	C14:0	Long
Arginine-C14:0	Rodents	TRUE	C14:0	Long
Arginine-C14:0	Microbes	FALSE	C14:0	Long
Arginine-C14:0	Foods	FALSE	C14:0	Long
Arginine-C14:0	Plants	FALSE	C14:0	Long
Asparagine-C14:0	Humans	TRUE	C14:0	Long
Asparagine-C14:0	Rodents	TRUE	C14:0	Long
Asparagine-C14:0	Microbes	TRUE	C14:0	Long
Asparagine-C14:0	Foods	FALSE	C14:0	Long
Asparagine-C14:0	Plants	FALSE	C14:0	Long
Citrulline-C14:0	Humans	TRUE	C14:0	Long
Citrulline-C14:0	Rodents	FALSE	C14:0	Long
Citrulline-C14:0	Microbes	TRUE	C14:0	Long
Citrulline-C14:0	Foods	TRUE	C14:0	Long
Citrulline-C14:0	Plants	FALSE	C14:0	Long
GABA-C14:0	Humans	TRUE	C14:0	Long
GABA-C14:0	Rodents	FALSE	C14:0	Long
GABA-C14:0	Microbes	FALSE	C14:0	Long
GABA-C14:0	Foods	FALSE	C14:0	Long
GABA-C14:0	Plants	FALSE	C14:0	Long
Glutamic acid-C14:0	Humans	TRUE	C14:0	Long
Glutamic acid-C14:0	Rodents	FALSE	C14:0	Long
Glutamic acid-C14:0	Microbes	TRUE	C14:0	Long
Glutamic acid-C14:0	Foods	FALSE	C14:0	Long
Glutamic acid-C14:0	Plants	FALSE	C14:0	Long
Glutamine-C14:0	Humans	TRUE	C14:0	Long
Glutamine-C14:0	Rodents	FALSE	C14:0	Long
Glutamine-C14:0	Microbes	TRUE	C14:0	Long
Glutamine-C14:0	Foods	FALSE	C14:0	Long
Glutamine-C14:0	Plants	FALSE	C14:0	Long
Histamine-C14:0	Humans	TRUE	C14:0	Long
Histamine-C14:0	Rodents	FALSE	C14:0	Long
Histamine-C14:0	Microbes	FALSE	C14:0	Long
Histamine-C14:0	Foods	FALSE	C14:0	Long
Histamine-C14:0	Plants	FALSE	C14:0	Long
Histidine-C14:0	Humans	FALSE	C14:0	Long
Histidine-C14:0	Rodents	FALSE	C14:0	Long
Histidine-C14:0	Microbes	TRUE	C14:0	Long
Histidine-C14:0	Foods	TRUE	C14:0	Long
Histidine-C14:0	Plants	FALSE	C14:0	Long
Leucine-C14:0	Humans	TRUE	C14:0	Long
Leucine-C14:0	Rodents	TRUE	C14:0	Long
Leucine-C14:0	Microbes	TRUE	C14:0	Long
Leucine-C14:0	Foods	TRUE	C14:0	Long
Leucine-C14:0	Plants	TRUE	C14:0	Long
Lysine-C14:0	Humans	TRUE	C14:0	Long
Lysine-C14:0	Rodents	TRUE	C14:0	Long
Lysine-C14:0	Microbes	FALSE	C14:0	Long
Lysine-C14:0	Foods	TRUE	C14:0	Long
Lysine-C14:0	Plants	FALSE	C14:0	Long
Methionine-C14:0	Humans	TRUE	C14:0	Long
Methionine-C14:0	Rodents	FALSE	C14:0	Long
Methionine-C14:0	Microbes	TRUE	C14:0	Long
Methionine-C14:0	Foods	TRUE	C14:0	Long
Methionine-C14:0	Plants	FALSE	C14:0	Long
Phenylalanine-C14:0	Humans	TRUE	C14:0	Long
Phenylalanine-C14:0	Rodents	FALSE	C14:0	Long
Phenylalanine-C14:0	Microbes	TRUE	C14:0	Long
Phenylalanine-C14:0	Foods	FALSE	C14:0	Long
Phenylalanine-C14:0	Plants	FALSE	C14:0	Long
Putrescine-C14:0	Humans	TRUE	C14:0	Long
Putrescine-C14:0	Rodents	FALSE	C14:0	Long
Putrescine-C14:0	Microbes	TRUE	C14:0	Long
Putrescine-C14:0	Foods	FALSE	C14:0	Long
Putrescine-C14:0	Plants	TRUE	C14:0	Long
Serine-C14:0	Humans	TRUE	C14:0	Long
Serine-C14:0	Rodents	TRUE	C14:0	Long
Serine-C14:0	Microbes	TRUE	C14:0	Long
Serine-C14:0	Foods	FALSE	C14:0	Long
Serine-C14:0	Plants	TRUE	C14:0	Long
Threonine/homoserine-C14:0	Humans	TRUE	C14:0	Long
Threonine/homoserine-C14:0	Rodents	FALSE	C14:0	Long
Threonine/homoserine-C14:0	Microbes	TRUE	C14:0	Long
Threonine/homoserine-C14:0	Foods	FALSE	C14:0	Long
Threonine/homoserine-C14:0	Plants	FALSE	C14:0	Long
Tryptamine-C14:0	Humans	TRUE	C14:0	Long
Tryptamine-C14:0	Rodents	FALSE	C14:0	Long
Tryptamine-C14:0	Microbes	FALSE	C14:0	Long
Tryptamine-C14:0	Foods	FALSE	C14:0	Long
Tryptamine-C14:0	Plants	FALSE	C14:0	Long
Tryptophan-C14:0	Humans	TRUE	C14:0	Long
Tryptophan-C14:0	Rodents	FALSE	C14:0	Long
Tryptophan-C14:0	Microbes	TRUE	C14:0	Long
Tryptophan-C14:0	Foods	FALSE	C14:0	Long
Tryptophan-C14:0	Plants	FALSE	C14:0	Long
Tyramine-C14:0	Humans	TRUE	C14:0	Long
Tyramine-C14:0	Rodents	FALSE	C14:0	Long
Tyramine-C14:0	Microbes	FALSE	C14:0	Long
Tyramine-C14:0	Foods	FALSE	C14:0	Long
Tyramine-C14:0	Plants	FALSE	C14:0	Long
Tyrosine-C14:0	Humans	TRUE	C14:0	Long
Tyrosine-C14:0	Rodents	TRUE	C14:0	Long
Tyrosine-C14:0	Microbes	TRUE	C14:0	Long
Tyrosine-C14:0	Foods	TRUE	C14:0	Long
Tyrosine-C14:0	Plants	FALSE	C14:0	Long
Alanine/Sarcosine-C14:1	Humans	FALSE	C14:1	Long
Alanine/Sarcosine-C14:1	Rodents	FALSE	C14:1	Long
Alanine/Sarcosine-C14:1	Microbes	TRUE	C14:1	Long
Alanine/Sarcosine-C14:1	Foods	FALSE	C14:1	Long
Alanine/Sarcosine-C14:1	Plants	FALSE	C14:1	Long
Arginine-C14:1	Humans	FALSE	C14:1	Long
Arginine-C14:1	Rodents	TRUE	C14:1	Long
Arginine-C14:1	Microbes	FALSE	C14:1	Long
Arginine-C14:1	Foods	FALSE	C14:1	Long
Arginine-C14:1	Plants	FALSE	C14:1	Long
Asparagine-C14:1	Humans	TRUE	C14:1	Long
Asparagine-C14:1	Rodents	FALSE	C14:1	Long
Asparagine-C14:1	Microbes	TRUE	C14:1	Long
Asparagine-C14:1	Foods	FALSE	C14:1	Long
Asparagine-C14:1	Plants	FALSE	C14:1	Long
Citrulline-C14:1	Humans	TRUE	C14:1	Long
Citrulline-C14:1	Rodents	FALSE	C14:1	Long
Citrulline-C14:1	Microbes	FALSE	C14:1	Long
Citrulline-C14:1	Foods	TRUE	C14:1	Long
Citrulline-C14:1	Plants	FALSE	C14:1	Long
Glutamine-C14:1	Humans	TRUE	C14:1	Long
Glutamine-C14:1	Rodents	FALSE	C14:1	Long
Glutamine-C14:1	Microbes	TRUE	C14:1	Long
Glutamine-C14:1	Foods	FALSE	C14:1	Long
Glutamine-C14:1	Plants	FALSE	C14:1	Long
Leucine-C14:1	Humans	TRUE	C14:1	Long
Leucine-C14:1	Rodents	FALSE	C14:1	Long
Leucine-C14:1	Microbes	TRUE	C14:1	Long
Leucine-C14:1	Foods	TRUE	C14:1	Long
Leucine-C14:1	Plants	FALSE	C14:1	Long
Lysine-C14:1	Humans	FALSE	C14:1	Long
Lysine-C14:1	Rodents	FALSE	C14:1	Long
Lysine-C14:1	Microbes	FALSE	C14:1	Long
Lysine-C14:1	Foods	TRUE	C14:1	Long
Lysine-C14:1	Plants	FALSE	C14:1	Long
Methionine-C14:1	Humans	FALSE	C14:1	Long
Methionine-C14:1	Rodents	FALSE	C14:1	Long
Methionine-C14:1	Microbes	FALSE	C14:1	Long
Methionine-C14:1	Foods	TRUE	C14:1	Long
Methionine-C14:1	Plants	FALSE	C14:1	Long
Phenylalanine-C14:1	Humans	TRUE	C14:1	Long
Phenylalanine-C14:1	Rodents	FALSE	C14:1	Long
Phenylalanine-C14:1	Microbes	TRUE	C14:1	Long
Phenylalanine-C14:1	Foods	TRUE	C14:1	Long
Phenylalanine-C14:1	Plants	FALSE	C14:1	Long
Putrescine-C14:1	Humans	TRUE	C14:1	Long
Putrescine-C14:1	Rodents	FALSE	C14:1	Long
Putrescine-C14:1	Microbes	FALSE	C14:1	Long
Putrescine-C14:1	Foods	FALSE	C14:1	Long
Putrescine-C14:1	Plants	FALSE	C14:1	Long
Serine-C14:1	Humans	FALSE	C14:1	Long
Serine-C14:1	Rodents	FALSE	C14:1	Long
Serine-C14:1	Microbes	TRUE	C14:1	Long
Serine-C14:1	Foods	FALSE	C14:1	Long
Serine-C14:1	Plants	FALSE	C14:1	Long
Taurine-C14:1	Humans	FALSE	C14:1	Long
Taurine-C14:1	Rodents	FALSE	C14:1	Long
Taurine-C14:1	Microbes	FALSE	C14:1	Long
Taurine-C14:1	Foods	TRUE	C14:1	Long
Taurine-C14:1	Plants	FALSE	C14:1	Long
Threonine/homoserine-C14:1	Humans	FALSE	C14:1	Long
Threonine/homoserine-C14:1	Rodents	FALSE	C14:1	Long
Threonine/homoserine-C14:1	Microbes	TRUE	C14:1	Long
Threonine/homoserine-C14:1	Foods	FALSE	C14:1	Long
Threonine/homoserine-C14:1	Plants	FALSE	C14:1	Long
Tyrosine-C14:1	Humans	FALSE	C14:1	Long
Tyrosine-C14:1	Rodents	TRUE	C14:1	Long
Tyrosine-C14:1	Microbes	FALSE	C14:1	Long
Tyrosine-C14:1	Foods	TRUE	C14:1	Long
Tyrosine-C14:1	Plants	FALSE	C14:1	Long
Alanine/Sarcosine-C14:2	Humans	TRUE	C14:2	Long
Alanine/Sarcosine-C14:2	Rodents	FALSE	C14:2	Long
Alanine/Sarcosine-C14:2	Microbes	FALSE	C14:2	Long
Alanine/Sarcosine-C14:2	Foods	FALSE	C14:2	Long
Alanine/Sarcosine-C14:2	Plants	FALSE	C14:2	Long
Alanine/Sarcosine-C14:3	Humans	TRUE	C14:3	Long
Alanine/Sarcosine-C14:3	Rodents	FALSE	C14:3	Long
Alanine/Sarcosine-C14:3	Microbes	FALSE	C14:3	Long
Alanine/Sarcosine-C14:3	Foods	FALSE	C14:3	Long
Alanine/Sarcosine-C14:3	Plants	FALSE	C14:3	Long
Tryptophan-C14:4	Humans	FALSE	C14:4	Long
Tryptophan-C14:4	Rodents	FALSE	C14:4	Long
Tryptophan-C14:4	Microbes	FALSE	C14:4	Long
Tryptophan-C14:4	Foods	TRUE	C14:4	Long
Tryptophan-C14:4	Plants	FALSE	C14:4	Long
2-phenethylamine-C15:0	Humans	TRUE	C15:0	Long
2-phenethylamine-C15:0	Rodents	FALSE	C15:0	Long
2-phenethylamine-C15:0	Microbes	TRUE	C15:0	Long
2-phenethylamine-C15:0	Foods	FALSE	C15:0	Long
2-phenethylamine-C15:0	Plants	FALSE	C15:0	Long
Alanine/Sarcosine-C15:0	Humans	TRUE	C15:0	Long
Alanine/Sarcosine-C15:0	Rodents	TRUE	C15:0	Long
Alanine/Sarcosine-C15:0	Microbes	TRUE	C15:0	Long
Alanine/Sarcosine-C15:0	Foods	FALSE	C15:0	Long
Alanine/Sarcosine-C15:0	Plants	TRUE	C15:0	Long
Arginine-C15:0	Humans	FALSE	C15:0	Long
Arginine-C15:0	Rodents	FALSE	C15:0	Long
Arginine-C15:0	Microbes	TRUE	C15:0	Long
Arginine-C15:0	Foods	FALSE	C15:0	Long
Arginine-C15:0	Plants	FALSE	C15:0	Long
Asparagine-C15:0	Humans	TRUE	C15:0	Long
Asparagine-C15:0	Rodents	TRUE	C15:0	Long
Asparagine-C15:0	Microbes	TRUE	C15:0	Long
Asparagine-C15:0	Foods	FALSE	C15:0	Long
Asparagine-C15:0	Plants	FALSE	C15:0	Long
Cadaverine-C15:0	Humans	TRUE	C15:0	Long
Cadaverine-C15:0	Rodents	FALSE	C15:0	Long
Cadaverine-C15:0	Microbes	TRUE	C15:0	Long
Cadaverine-C15:0	Foods	FALSE	C15:0	Long
Cadaverine-C15:0	Plants	FALSE	C15:0	Long
Citrulline-C15:0	Humans	TRUE	C15:0	Long
Citrulline-C15:0	Rodents	FALSE	C15:0	Long
Citrulline-C15:0	Microbes	TRUE	C15:0	Long
Citrulline-C15:0	Foods	FALSE	C15:0	Long
Citrulline-C15:0	Plants	FALSE	C15:0	Long
Glutamic acid-C15:0	Humans	TRUE	C15:0	Long
Glutamic acid-C15:0	Rodents	FALSE	C15:0	Long
Glutamic acid-C15:0	Microbes	TRUE	C15:0	Long
Glutamic acid-C15:0	Foods	FALSE	C15:0	Long
Glutamic acid-C15:0	Plants	FALSE	C15:0	Long
Glutamine-C15:0	Humans	TRUE	C15:0	Long
Glutamine-C15:0	Rodents	TRUE	C15:0	Long
Glutamine-C15:0	Microbes	TRUE	C15:0	Long
Glutamine-C15:0	Foods	FALSE	C15:0	Long
Glutamine-C15:0	Plants	FALSE	C15:0	Long
Histidine-C15:0	Humans	FALSE	C15:0	Long
Histidine-C15:0	Rodents	FALSE	C15:0	Long
Histidine-C15:0	Microbes	TRUE	C15:0	Long
Histidine-C15:0	Foods	FALSE	C15:0	Long
Histidine-C15:0	Plants	FALSE	C15:0	Long
Leucine-C15:0	Humans	TRUE	C15:0	Long
Leucine-C15:0	Rodents	TRUE	C15:0	Long
Leucine-C15:0	Microbes	TRUE	C15:0	Long
Leucine-C15:0	Foods	TRUE	C15:0	Long
Leucine-C15:0	Plants	FALSE	C15:0	Long
Lysine-C15:0	Humans	TRUE	C15:0	Long
Lysine-C15:0	Rodents	TRUE	C15:0	Long
Lysine-C15:0	Microbes	TRUE	C15:0	Long
Lysine-C15:0	Foods	FALSE	C15:0	Long
Lysine-C15:0	Plants	FALSE	C15:0	Long
Methionine-C15:0	Humans	FALSE	C15:0	Long
Methionine-C15:0	Rodents	TRUE	C15:0	Long
Methionine-C15:0	Microbes	TRUE	C15:0	Long
Methionine-C15:0	Foods	FALSE	C15:0	Long
Methionine-C15:0	Plants	FALSE	C15:0	Long
Ornithine-C15:0	Humans	FALSE	C15:0	Long
Ornithine-C15:0	Rodents	FALSE	C15:0	Long
Ornithine-C15:0	Microbes	TRUE	C15:0	Long
Ornithine-C15:0	Foods	FALSE	C15:0	Long
Ornithine-C15:0	Plants	FALSE	C15:0	Long
Phenylalanine-C15:0	Humans	TRUE	C15:0	Long
Phenylalanine-C15:0	Rodents	TRUE	C15:0	Long
Phenylalanine-C15:0	Microbes	TRUE	C15:0	Long
Phenylalanine-C15:0	Foods	FALSE	C15:0	Long
Phenylalanine-C15:0	Plants	FALSE	C15:0	Long
Putrescine-C15:0	Humans	TRUE	C15:0	Long
Putrescine-C15:0	Rodents	FALSE	C15:0	Long
Putrescine-C15:0	Microbes	FALSE	C15:0	Long
Putrescine-C15:0	Foods	FALSE	C15:0	Long
Putrescine-C15:0	Plants	FALSE	C15:0	Long
Serine-C15:0	Humans	TRUE	C15:0	Long
Serine-C15:0	Rodents	TRUE	C15:0	Long
Serine-C15:0	Microbes	TRUE	C15:0	Long
Serine-C15:0	Foods	FALSE	C15:0	Long
Serine-C15:0	Plants	FALSE	C15:0	Long
Threonine/homoserine-C15:0	Humans	FALSE	C15:0	Long
Threonine/homoserine-C15:0	Rodents	FALSE	C15:0	Long
Threonine/homoserine-C15:0	Microbes	TRUE	C15:0	Long
Threonine/homoserine-C15:0	Foods	FALSE	C15:0	Long
Threonine/homoserine-C15:0	Plants	FALSE	C15:0	Long
Tryptamine-C15:0	Humans	TRUE	C15:0	Long
Tryptamine-C15:0	Rodents	FALSE	C15:0	Long
Tryptamine-C15:0	Microbes	FALSE	C15:0	Long
Tryptamine-C15:0	Foods	FALSE	C15:0	Long
Tryptamine-C15:0	Plants	FALSE	C15:0	Long
Tryptophan-C15:0	Humans	FALSE	C15:0	Long
Tryptophan-C15:0	Rodents	FALSE	C15:0	Long
Tryptophan-C15:0	Microbes	TRUE	C15:0	Long
Tryptophan-C15:0	Foods	FALSE	C15:0	Long
Tryptophan-C15:0	Plants	FALSE	C15:0	Long
Tyramine-C15:0	Humans	TRUE	C15:0	Long
Tyramine-C15:0	Rodents	FALSE	C15:0	Long
Tyramine-C15:0	Microbes	TRUE	C15:0	Long
Tyramine-C15:0	Foods	FALSE	C15:0	Long
Tyramine-C15:0	Plants	FALSE	C15:0	Long
Tyrosine-C15:0	Humans	FALSE	C15:0	Long
Tyrosine-C15:0	Rodents	TRUE	C15:0	Long
Tyrosine-C15:0	Microbes	TRUE	C15:0	Long
Tyrosine-C15:0	Foods	FALSE	C15:0	Long
Tyrosine-C15:0	Plants	FALSE	C15:0	Long
Valine-C15:0	Humans	TRUE	C15:0	Long
Valine-C15:0	Rodents	FALSE	C15:0	Long
Valine-C15:0	Microbes	TRUE	C15:0	Long
Valine-C15:0	Foods	FALSE	C15:0	Long
Valine-C15:0	Plants	FALSE	C15:0	Long
Alanine/Sarcosine-C15:1	Humans	FALSE	C15:1	Long
Alanine/Sarcosine-C15:1	Rodents	FALSE	C15:1	Long
Alanine/Sarcosine-C15:1	Microbes	TRUE	C15:1	Long
Alanine/Sarcosine-C15:1	Foods	FALSE	C15:1	Long
Alanine/Sarcosine-C15:1	Plants	FALSE	C15:1	Long
Asparagine-C15:1	Humans	FALSE	C15:1	Long
Asparagine-C15:1	Rodents	FALSE	C15:1	Long
Asparagine-C15:1	Microbes	TRUE	C15:1	Long
Asparagine-C15:1	Foods	FALSE	C15:1	Long
Asparagine-C15:1	Plants	FALSE	C15:1	Long
Glutamic acid-C15:1	Humans	TRUE	C15:1	Long
Glutamic acid-C15:1	Rodents	FALSE	C15:1	Long
Glutamic acid-C15:1	Microbes	TRUE	C15:1	Long
Glutamic acid-C15:1	Foods	FALSE	C15:1	Long
Glutamic acid-C15:1	Plants	FALSE	C15:1	Long
Glutamine-C15:1	Humans	TRUE	C15:1	Long
Glutamine-C15:1	Rodents	FALSE	C15:1	Long
Glutamine-C15:1	Microbes	TRUE	C15:1	Long
Glutamine-C15:1	Foods	FALSE	C15:1	Long
Glutamine-C15:1	Plants	FALSE	C15:1	Long
Leucine-C15:1	Humans	TRUE	C15:1	Long
Leucine-C15:1	Rodents	FALSE	C15:1	Long
Leucine-C15:1	Microbes	TRUE	C15:1	Long
Leucine-C15:1	Foods	FALSE	C15:1	Long
Leucine-C15:1	Plants	FALSE	C15:1	Long
Serine-C15:1	Humans	FALSE	C15:1	Long
Serine-C15:1	Rodents	FALSE	C15:1	Long
Serine-C15:1	Microbes	TRUE	C15:1	Long
Serine-C15:1	Foods	FALSE	C15:1	Long
Serine-C15:1	Plants	FALSE	C15:1	Long
Threonine/homoserine-C15:1	Humans	FALSE	C15:1	Long
Threonine/homoserine-C15:1	Rodents	FALSE	C15:1	Long
Threonine/homoserine-C15:1	Microbes	TRUE	C15:1	Long
Threonine/homoserine-C15:1	Foods	FALSE	C15:1	Long
Threonine/homoserine-C15:1	Plants	FALSE	C15:1	Long
Alanine/Sarcosine-C15:2	Humans	FALSE	C15:2	Long
Alanine/Sarcosine-C15:2	Rodents	FALSE	C15:2	Long
Alanine/Sarcosine-C15:2	Microbes	TRUE	C15:2	Long
Alanine/Sarcosine-C15:2	Foods	FALSE	C15:2	Long
Alanine/Sarcosine-C15:2	Plants	FALSE	C15:2	Long
Glutathione-C15:4	Humans	FALSE	C15:4	Long
Glutathione-C15:4	Rodents	TRUE	C15:4	Long
Glutathione-C15:4	Microbes	FALSE	C15:4	Long
Glutathione-C15:4	Foods	FALSE	C15:4	Long
Glutathione-C15:4	Plants	FALSE	C15:4	Long
Histidine-C15:4	Humans	TRUE	C15:4	Long
Histidine-C15:4	Rodents	FALSE	C15:4	Long
Histidine-C15:4	Microbes	FALSE	C15:4	Long
Histidine-C15:4	Foods	FALSE	C15:4	Long
Histidine-C15:4	Plants	FALSE	C15:4	Long
2-aminovaleric acid-C16:0	Humans	TRUE	C16:0	Long
2-aminovaleric acid-C16:0	Rodents	TRUE	C16:0	Long
2-aminovaleric acid-C16:0	Microbes	TRUE	C16:0	Long
2-aminovaleric acid-C16:0	Foods	FALSE	C16:0	Long
2-aminovaleric acid-C16:0	Plants	TRUE	C16:0	Long
2-phenethylamine-C16:0	Humans	TRUE	C16:0	Long
2-phenethylamine-C16:0	Rodents	TRUE	C16:0	Long
2-phenethylamine-C16:0	Microbes	FALSE	C16:0	Long
2-phenethylamine-C16:0	Foods	TRUE	C16:0	Long
2-phenethylamine-C16:0	Plants	TRUE	C16:0	Long
Alanine/Sarcosine-C16:0	Humans	TRUE	C16:0	Long
Alanine/Sarcosine-C16:0	Rodents	TRUE	C16:0	Long
Alanine/Sarcosine-C16:0	Microbes	TRUE	C16:0	Long
Alanine/Sarcosine-C16:0	Foods	FALSE	C16:0	Long
Alanine/Sarcosine-C16:0	Plants	FALSE	C16:0	Long
Amylamine-C16:0	Humans	TRUE	C16:0	Long
Amylamine-C16:0	Rodents	TRUE	C16:0	Long
Amylamine-C16:0	Microbes	TRUE	C16:0	Long
Amylamine-C16:0	Foods	TRUE	C16:0	Long
Amylamine-C16:0	Plants	TRUE	C16:0	Long
Arginine-C16:0	Humans	TRUE	C16:0	Long
Arginine-C16:0	Rodents	TRUE	C16:0	Long
Arginine-C16:0	Microbes	TRUE	C16:0	Long
Arginine-C16:0	Foods	TRUE	C16:0	Long
Arginine-C16:0	Plants	TRUE	C16:0	Long
Asparagine-C16:0	Humans	TRUE	C16:0	Long
Asparagine-C16:0	Rodents	TRUE	C16:0	Long
Asparagine-C16:0	Microbes	TRUE	C16:0	Long
Asparagine-C16:0	Foods	TRUE	C16:0	Long
Asparagine-C16:0	Plants	TRUE	C16:0	Long
Aspartic acid-C16:0	Humans	FALSE	C16:0	Long
Aspartic acid-C16:0	Rodents	FALSE	C16:0	Long
Aspartic acid-C16:0	Microbes	FALSE	C16:0	Long
Aspartic acid-C16:0	Foods	FALSE	C16:0	Long
Aspartic acid-C16:0	Plants	TRUE	C16:0	Long
