Compound_Name	Clostridium hathewayi DSM 13479	Clostridium sp M62 1	Ruminococcus gnavus ATCC 29149	Ruminococcus torques ATCC 27756	Ruminococcus lactaris ATCC 29176	Coprococcus eutactus ATCC 27759	Coprococcus comes ATCC 27758	Clostridium scindens ATCC 35704	Clostridium hylemonae DSM 15053	Blautia hansenii DSM 20583	Blautia hydrogenotrophica DSM 10507	Clostridium asparagiforme DSM 15981	Clostridium bolteae ATCC BAA-613	Dorea formicigenerans ATCC 27755	Dorea longicatena DSM 13814	Butyrivibrio crossotus DSM 2876	Clostridium nexile DSM 1787	Eubacterium eligens ATCC 27750	Bryantella formatexigens DSM 14469	Clostridium saccharolyticum WM1	Eubacterium hallii DSM 3353	Eubacterium rectale ATCC 33656	Roseburia inulinivorans DSM 16841	Anaerostipes caccae DSM 14662	Clostridium methylpentosum DSM 5476	Clostridium leptum DSM 753	Ruminococcus gauvreauii DSM 19829	Oscillibacter sp KLE 1728	Anaerotruncus colihominis DSM 17241	Bacteroides pectinophilus ATCC 43243	Intestinimonas butyriciproducens DSM 26588	Eubacterium ventriosum ATCC 27560	Catenibacterium mitsuokai DSM 15897	Clostridium spiroforme DSM 1552	Holdemania filiformis DSM 12042	Granulicatella adiacens ATCC 49175	Lactobacillus ruminis ATCC 25644	Acidaminococcus fermentans DSM 20731	Acidaminococcus intestini sp D21	Collinsella stercoris DSM 13279	Collinsella aerofaciens ATCC 25986	Bifidobacterium breve DSM 20213	Bifidobacterium catenulatum DSM 16992	Bifidobacterium pseudocatenulatum DSM 20438	Bacteroides cellulosilyticus DSM 14838	Bacteroides finegoldii DSM 17565	Bacteroides xylanisolvens DSMZ 18836	Bacteroides stercoris ATCC 43183	Bacteroides fragilis 3 1 12	Bacteroides thetaiotaomicron VPI-5482	Bacteroides uniformis ATCC 8492	Bacteroides caccae ATCC 43185	Bacteroides eggerthii DSM 20697	Bacteroides sp D2	Bacteroides ovatus ATCC 8483	Bacteroides rodentium DSM 26882	Bacteroides intestinalis DSM 17393	Bacteroides plebeius DSM 17135	Bacteroides dorei 5 1 36 D4	Bacteroides vulgatus ATCC 8482	Butyricimonas virosa DSM 23226	Odoribacter splanchnicus DSM 20712	Prevotella buccae D17	Prevotella buccalis ATCC 35310	Parabacteroides merdae ATCC 43184	Parabacteroides sp D13	Parabacteroides distasonis ATCC 8503	Parabacteroides johnsonii DSM 18315	Alistipes finegoldii DSM 17242	Alistipes putredinis DSM 17216	Akkermansia muciniphila ATCC BAA-835
Methionine-C4:0	15.02458743	25.3711501	17.06435333	16.97829609	17.76297713	19.15958563	19.99597277	17.10859822	18.54909568	16.35972589	16.00986127	0	18.85977705	18.33291466	16.04004919	16.18088531	18.44460929	15.27469384	16.33874663	16.37615168	18.53774458	24.61025467	18.90213439	16.43376823	17.80621007	19.20783026	15.79837401	17.63176813	21.62993856	19.24015307	0	18.16284131	17.67929656	17.61663111	18.60892974	18.20033329	16.61792369	20.90296122	22.33470183	17.61190013	19.50996622	18.89805465	0	17.90909537	16.86019816	17.48984878	17.94787772	19.66851117	19.34781484	17.7879243	19.23963271	18.37192029	19.45410607	18.2139168	16.46444021	19.12092213	17.17235422	19.594247	19.37264702	20.06815241	17.01764179	23.3404199	19.38764504	21.00318857	17.17837172	16.8986021	17.985442	16.72085919	18.44288246	18.07455001	17.01082436
Phenylalanine-C4:0	0.081712189	4.476973639	0.405682158	0.352122858	0.252730211	0.577735088	0.957576141	0.093146135	0.484591105	0.257218668	0.355505981	-0.15881558	0.057095293	0.344178994	0.307983202	-0.052065304	0.513230063	-0.015358192	0.446815561	0.132573736	0.633026549	2.023993283	0.497006238	0.117961414	0.8495569	0.501228503	0.136714886	0.027411208	0.581823615	0.689470175	0.080002375	0.3272413	0.341940102	0.022703768	0.475913876	0.165405232	-0.045483966	0.661400358	1.12637531	0.878992894	0.389305302	0.522652667	0.174560329	0.169891736	0.149529152	0.497655306	-0.346708726	0.211500124	0.313944464	0.189748393	0.414210242	0.61253395	0.287874451	0.135236329	0.062992673	0.220856939	0.004008002	0.754946096	0.284009262	0.294057094	-0.17750471	1.452099063	0.602128848	1.139511008	0.585875959	0.032105841	0.257676627	0.077347406	0.63551583	0.222753813	0.508083492
Tryptophan-C4:0	-0.029998982	5.315537897	0.294929198	0.196144142	0.269024228	0.462538333	2.051223939	-0.238565966	0.160384599	0.051166445	0.24656685	-0.288296591	-0.00786965	0.175104456	-0.030667008	-0.089413929	0.364975345	-0.063532428	0.291269939	0.045413916	0.575095607	2.946184838	0.425060913	0.204797975	0.525812513	0.657485584	0.017942867	-0.136346725	1.188625359	0.334675962	0.246589612	0.068037108	0.011628831	0.001735306	0.297281246	0.046776339	-0.131449836	4.389027845	3.678708396	0.672476605	0.265125724	0.427235237	0.15273715	-0.147079826	0.028394393	0.463682054	-0.411791537	0.376710998	0.140642689	0.070545186	0.385142785	0.532280458	0.156281654	-0.035976654	-0.047052123	0.087395237	-0.070766758	0.737021559	0.19053831	0.147080877	-0.331272972	3.683015989	0.40701007	0.885071925	0.51957068	-0.16183801	0.05230572	0.194025018	0.642270513	-0.024430131	0.454486009
Tyrosine-C4:0	0.162087694	1.636016696	0.261141202	0.128484358	-0.115819366	0.397301919	1.069384666	0.31472863	0.075686639	-0.174633287	0.146896755	-0.107241521	-0.023419566	0.158778441	-0.101633071	-0.169261574	0.273426005	-0.319403145	0.304803701	0.096943187	0.314472882	0.849060106	0.305332157	0.041944041	0.306536402	0.235940658	0.12335185	-0.035451556	0.309869414	0.652477339	0.118155192	0.219897094	0.170002878	-0.152076513	0.37406888	0.10779994	-0.00335547	0.282272767	0.689828193	0.621802577	0.399703966	0.431712841	0.043495661	0.225855963	-0.1323581	0.348446167	-0.022983939	0.028301352	0.430983836	0.079313753	0.307570519	0.180954272	0.187137886	0.083324546	0.072262244	0.212071591	0.022911538	0.400998475	0.329363087	0.356836319	0.027238315	1.480848196	0.346418221	1.477831012	0.150560927	0.179215138	0.200977698	0.03798528	0.09047363	-0.290762044	0.315500341
Tyrosine-C4:0	0	0	0	0	0	0	13.60579577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.34576096	0	0	0	0	0	0	0	0	22.10327908	0	0	0	0	0	0	14.08491786	0	0	0	13.83210636	0	0	0	0	0	0	0	13.78100745	0	0	0	20.03721712	14.94507088	15.54720177	0	0	0	0	0	0	0
2-phenethylamine-C5:0	0	12.10128965	13.26783503	0	0	15.5352058	15.59403163	0	15.36260481	0	14.08636938	0	0	0	0	0	15.49604297	0	14.3316229	0	14.76013004	0	12.83471201	0	13.68176038	15.69049121	0	0	14.97714196	0	0	12.38076516	0	0	15.18368605	0	0	23.70267746	0	16.1567216	0	15.07073608	0	0	0	14.24744597	0	0	0	0	11.90302301	16.29657217	0	0	0	0	0	16.82639363	0	0	0	0	15.25181568	15.12796076	14.78756663	0	0	0	15.87516332	0	14.87769101
Leucine-C5:0	0.191351408	1.776676995	0.484695146	0.35793479	0.078625785	0.56987528	0.502342366	0.000791505	0.450354846	0.128629671	0.525943969	-0.218834353	0.05074738	0.126403848	0.207864477	-0.075315688	0.384009422	-0.168176587	0.588250857	0.133542678	0.915480136	0.52775237	0.603011322	-0.022448674	0.625985301	0.743706788	0.411253888	-0.005342085	0.485115768	0.595386654	-0.114878197	0.113764442	0.667864606	0.05975024	0.4740988	-0.368688915	-0.166655605	0.060518601	-0.126071003	1.352722934	0.841702006	0.43186789	0.273522413	0.241503532	0.110900619	0.588773229	0.245666503	0.247140904	1.3351802	0.043916512	0.937792486	0.98004296	0.537805852	-0.01996882	0.199466227	0.270904293	0.095083191	1.332054732	0.775291447	0.351145816	-0.132969842	2.69661358	0.44170476	2.021006778	0.673510943	0.140446008	0.305484779	0.65879213	0.897138276	0.314936607	0.739719079
Leucine-C5:0	-0.258565725	3.8759213	0.611407655	0.116978011	-0.230838494	1.196658346	0.509621486	-0.346138684	1.654363698	-0.44287263	0.449434536	-0.078630545	1.841091739	0.255831289	0.020300275	-0.31883849	0.532238581	0.727974036	0.315134288	-0.542809507	1.44120725	2.254018325	1.971764252	0.148941105	1.252938712	0.357110883	0.063647432	-0.035099131	0.100491027	0.499554803	-0.149262805	0.688387685	1.596055175	-0.722303158	1.713346568	0.135068273	-0.402386178	0.283833018	0.048112744	0.871526604	0.330131204	0.074421627	-0.07057611	-0.296229905	0.079450021	0.28405356	-0.81526671	0.045164317	0.537178828	-0.294188386	0.015359112	0.598394042	0.108670255	0.084514347	0.014358652	-0.258473067	-0.499717147	1.507798498	-0.095194883	0.232929777	1.268387727	2.850596153	1.287773901	2.105353983	0.082112584	0.286738593	0.392926494	0.225010045	0.778047125	0.315946073	1.069668704
Methionine-C5:0	0	20.78016208	0	0	0	15.89391442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.55949904	21.13825677	0	0	0	15.7352689	0	0	0	16.059687	0	0	0	0	0	0	0	0	0	0	16.21302581	0	0	0	0	0	0	16.86059738	17.93536375	15.15517814	17.30473401	14.27775524	16.46511111	13.51720432	0	15.27734887	0	16.25181533	13.81366858	17.75115926	0	18.50725175	0	16.21419204	0	16.6629956	0	13.41070653	0	0	0
Methionine-C5:0	14.64000656	20.09275526	14.34716848	0	0	16.74532873	16.56633244	15.57408341	0	0	0	0	15.49040631	0	0	14.05716153	0	14.28203464	0	0	16.67553699	19.12909613	0	0	0	16.98175127	16.35433152	15.63697031	0	16.9712503	0	0	0	14.38390662	0	17.07660263	0	0	17.45044871	16.40242304	17.16758142	15.97776892	0	15.8935793	15.89584702	15.14849902	16.62747033	16.67443726	17.77403404	15.78683745	16.72568352	16.56329214	16.4383182	16.15974192	16.42216967	16.22820023	16.64640071	16.88029912	16.4041935	16.42666811	15.99420566	20.89773971	17.50638182	17.37318803	16.28084023	15.23818385	15.95599106	16.25658972	16.55458125	0	0
Phenylalanine-C5:0	0.280720548	5.266140527	0.676458572	0.662693165	0.467147082	0.728397689	0.673976525	0.058555166	0.789500917	0.492183302	1.234098319	-0.092133348	0.207276949	0.458515146	0.531421019	0.108053315	0.605522986	0.001142924	0.736071339	0.122970514	0.836304439	3.43057771	0.619772534	0.341460845	4.229981778	1.000340172	0.395356407	0.278686181	0.774505583	2.318978316	0.008998241	0.238236595	1.138115104	-0.001294358	0.525896018	0.420416545	-0.225500941	0.45629083	0.043032573	0.839814386	0.60310034	0.375071961	0.387450452	0.492246646	0.297043622	0.579939946	-0.04315254	0.626584983	0.599943275	0.260737762	0.701583668	0.696734057	0.188152387	0.276237705	0.06720106	0.142484736	0.281437671	1.01438675	0.464002105	0.374702021	-0.171623013	2.751986392	0.342263377	2.497414656	0.719804498	0.856962449	0.345333977	0.209359271	0.828779497	0.52283155	0.473540429
Threonine/homoserine-C5:0	-0.070812116	0.206090896	0.175579394	0.393124729	0.555707128	-0.324146396	0.375823469	0.641203885	-0.45007517	0.507399733	0.724327134	-0.336676422	-0.317344051	0.531682146	0.384867123	0.354182688	0.949317116	0.432056503	0.398084585	0.349420009	-0.141805518	0.825737358	-1.217603628	0.165641384	-0.630082658	0.25302777	-0.046701664	0.206229712	0.714356109	0.062245734	0.13288916	0.903143284	0.733538235	0.661264688	-0.328385624	0.442272189	0.539114877	0.391577384	0.43096911	1.161500866	-0.038663055	0.799963179	0.275357859	0.33069622	0.022790979	0.50201964	-0.259621887	0.144913663	-0.006826129	0.295704723	-0.033734295	0.307178193	-0.096997347	0.294371558	-0.057994702	0.006452189	-0.265760952	0.525262986	0.013659687	0.234947082	-0.87576492	1.237174305	0.865088591	1.110074042	0.411384916	0.185109132	0.283876829	0.202970741	0.713467185	0.344637178	0.659430828
Tryptophan-C5:0	0.372448348	5.789814128	0.677096963	1.381124256	0.515301339	2.102539621	1.61721054	0.442083943	1.042894193	1.091927144	0.340120337	-0.34067133	-0.31300376	0.124579338	0.795191424	-0.656292885	-0.097487329	-0.973545825	1.201112341	0.829987796	1.529070751	4.958526035	0.99565165	0.344327995	2.634317953	1.92739604	0.509679231	-0.080026894	1.223332444	1.501787912	0.297316946	-0.702600944	1.061689134	-0.815037062	1.309459632	0.469323004	-0.197498903	3.406415275	0.564674033	1.700517345	0.885508503	0.053324305	-14.2847988	-0.501623184	0.668871786	1.296908211	0.329925706	1.058973756	0.622030928	-0.354261263	2.231612492	1.224300523	0.676130023	0.217295371	-0.033225338	1.337903102	0.10256246	2.72357516	0.675082108	0.716436192	0.277350648	6.771915407	1.275815736	2.945615691	1.258288828	0.294742333	1.647646082	1.209945614	1.664197863	0.65382148	1.024257131
Arginine-C6:0	0.056615059	0.108110876	0.421126049	0.144086012	0.203737189	0.262560112	0.490084829	0.075461931	0.350316872	0.192656152	0.392745013	-0.165305219	-0.049226277	0.271545393	0.295280849	-0.035075408	0.518647207	-0.112243358	0.297740833	0.008977668	0.407394521	0.211245409	0.306435685	-0.159262556	0.595525085	0.214753703	-0.001429427	-0.123852639	0.340726363	0.0311486	-0.046412486	0.204463668	0.153339307	0.056601912	0.474443854	0.114124557	-0.118013524	-0.166329695	-0.559255368	0.478889398	-0.130669683	0.467085218	0.279366084	0.111312085	-0.208799886	0.45170089	-0.508206617	-0.315238227	-0.163769615	0.005315151	-0.106342051	0.25539042	-0.067419783	-0.157022204	-0.111958671	-0.209975542	-0.243080361	0.269581646	-0.074372496	-0.126154754	-0.286436104	0.644607914	0.328324491	0.814770857	0.469973635	-0.19941834	-0.12555612	0.058355353	0.507753666	0.108846189	0.41610572
Tryptophan-C6:0	0.084986129	0.244714778	0.5668398	0.410232581	0.31833724	0.682425729	0.556854909	-0.034373774	0.623027408	0.336613285	0.706178033	-0.285782454	-0.038418886	0.224603973	0.180039669	-0.072588838	0.542557686	-0.039818667	0.646768754	-0.015926861	0.712118607	0.362164119	0.649133472	-0.036519517	0.613264634	0.49552977	-0.13995651	-0.104015807	0.64375199	0.091333817	-0.078258439	0.262411555	0.165251915	-0.016140422	0.614260535	-7.04E-06	-0.010802447	-1.528692593	0.038176061	0.664975252	0.154345008	0.599952877	-0.120321733	-0.121371356	-0.178538464	0.644654645	-0.615850282	-0.094611784	0.138985748	0.017203274	0.219909072	0.542467677	0.010906982	-0.060756981	-0.188854926	0.013671998	-0.272751916	0.5984587	-0.110751145	-0.09482496	-0.481378005	0.120824879	0.524583126	0.630683947	0.70732418	-0.038093786	-0.14547795	-0.111910968	0.682318466	0.419856295	0.585850848
Tyrosine-C6:0	-0.272677259	0.341767297	0.246701125	0.303386885	0.338807452	0.590415166	0.549500582	0.062443599	0.507178159	0.389081371	-0.455186163	-0.380460839	-0.107450075	0.199388079	0.34692939	-0.001522316	0.426066738	-0.064834607	0.426273755	0.100351366	0.722467606	0.089726556	0.411350389	0.143763235	0.958192475	0.509251602	-0.132541205	-0.109077795	0.412224262	0.504166681	-0.021829527	0.274926015	0.183389185	0.099607312	0.542100047	0.234098243	-0.062688072	-0.043553199	-0.007380626	0.967617208	0.183787269	0.472167809	0.411229079	0.158565822	0.083937911	0.6516661	-0.504272172	0.05213528	0.268774644	0.170804453	0.349993193	0.671581495	0.32386244	0.120918185	0.156266328	0.282057092	-0.062128361	0.830427472	0.321655656	0.332252075	-0.240171353	0.247261033	0.771195604	0.941571615	0.587610123	0.064232017	0.263477852	-0.225763947	0.556721073	0.431180797	0.465904432
Arginine-C8:0	-0.04235047	0.509164734	0.710425959	0.338300547	0.340077087	0.86463085	0.805902859	0.083053681	0.418648709	0.523624635	0.312032468	-0.20981252	-0.028285761	0.101649429	0.332422948	-0.24241102	0.302558823	-0.289509072	0.528189855	-0.033460062	0.8959282	0.345714639	0.357484191	-0.15942134	0.625519354	0.758041354	-0.100822475	-0.083919712	0.466269928	0.970938181	-0.078836074	0.189207641	0.128581221	-0.0853154	0.484185839	0.026636718	-0.061892613	-0.286359671	-0.728081363	0.79350188	0.594699112	0.369895491	0.251653904	-0.045680244	0.060418325	0.864627045	-0.307718749	0.270712261	0.027114781	0.14741569	0.682547186	0.874472734	0.54693141	0.028505952	0.127319931	0.413283732	-0.089124877	1.084842369	0.568362442	0.522439529	-0.283098545	0.853204034	0.724911036	1.065185608	0.647339062	0.214215326	0.141481122	0.360754179	0.70164464	0.404001009	0.600632823
Leucine-C8:0	-0.918143556	-0.49951795	-0.284597727	0.144609209	-0.735806781	-0.588630839	-0.432084341	0.116265541	-0.495118187	-0.33232881	0.459325648	-1.419859715	-1.098264105	0.317146973	-0.772369337	-1.375866191	-0.270009493	-0.02764186	-0.528933214	0.06047695	-0.485126753	-0.556936926	-0.496535221	-0.060020471	-0.630786617	-0.836075695	-0.384149866	-0.745688984	0.454711592	-1.072882848	-1.69203123	-0.729011148	-3.113212364	-0.887854666	-0.283961785	0.104826732	-1.047836972	-0.420351284	-0.091248584	-0.585260092	-0.828122345	-0.575937762	-1.341563021	-1.824445333	-0.633662183	-0.36381873	-1.66185925	-1.842274216	-3.322471465	-1.09347879	-1.185610044	-0.81643391	-0.961206614	-0.937420899	-1.16508868	-1.798488781	-1.331474493	-0.58592189	-1.126359383	-1.009854209	-1.517516296	-0.179719745	0.247140326	0.531762271	0.452596671	-1.245888679	-0.665348104	-0.726844384	-0.291197589	-0.481937765	0.415248946
Lysine-C8:0	0.273038544	0.108527727	0.523613248	0.357245629	0.147194069	0.684459402	0.655610963	0.035661414	0.559536131	0.390476908	0.497602538	-0.173967963	-0.021163666	-3.480117405	0.446978428	0.109984197	0.543381444	-0.042477919	0.563690978	0.334292448	0.821916814	0.412691936	0.524761933	0.080439611	0.532318211	0.579740071	0.132119956	0.087997503	0.663505548	0.479983664	0.20275941	0.260395914	0.294897665	0.024383002	0.607673431	0.173158412	0.089525801	-0.056627115	-3.634647588	0.803718201	0.426253154	0.666971654	0.580793214	0.062992567	0.047191019	0.80474371	-0.263050876	0.031869045	0.197704695	0.0012323	0.345039932	0.629038594	0.211889877	0.214667719	0.255199577	0.204273327	0.058565238	0.7682794	0.103569457	0.291715341	-0.293024495	0.504538172	0.719455674	1.068623491	0.77204831	0.102145315	0.140038779	0.225228596	0.650383325	-0.032374019	0.405569326
Phenylalanine-C8:0	-1.643819431	-1.263494196	-0.430309476	0.119964497	-0.9302187	-1.738640684	-1.099041223	-0.426428817	-1.214516619	-0.897320158	-0.520421428	-2.930857446	-2.030724045	-0.654541744	-0.934934589	-1.361056932	-0.381982524	-0.007863037	0.256536247	-0.277589093	-1.189578007	-0.824869731	-1.34458965	-0.198977231	-1.044759096	-2.278455831	-0.011886286	-0.936124966	0.338622503	-1.538662077	-1.513236648	-0.914381872	-5.845061081	-1.137565616	-1.070729203	0.075375922	-1.485470641	-1.007012402	0.032497042	-0.494393574	-1.122555528	-0.658747168	-1.134030529	-1.527396241	-0.899758899	-0.55538198	-2.117208942	-3.571414505	-4.920763273	-1.918653261	-1.89017148	-1.555951279	-1.316162248	-1.332728884	-1.998077877	-2.7945436	-1.822121253	-1.154320708	-1.333353854	-1.468931578	-2.550523236	-1.225243358	0.441095716	0.234549778	-0.828926199	-4.053400279	-1.916546067	-3.924452135	-0.518111286	-0.9478433	0.459249301
Tyrosine-C8:0	-1.410412644	-0.239178473	0.466026621	0.424982288	0.183504772	-0.103138249	0.322538569	0.030604061	0.027952477	0.302703389	-0.32102957	-2.925427953	-0.85637617	-0.059549521	0.271747642	-0.492039744	0.509640122	-0.085883676	0.545855738	-0.648580933	0.10527116	0.271717954	-0.130454734	-0.135028156	0.263569805	-0.095784185	-0.018709842	-0.363309491	0.568172932	-0.246248918	-0.589100724	0.168841629	-0.710259496	-0.056074532	0.157621821	-0.017830871	-0.304157353	-0.294139639	-0.180581911	0.529600511	0.078070987	0.591095656	-0.161522947	-0.783132411	-0.301702319	0.444868426	-1.021653321	-1.262903847	-0.747910602	-0.375701286	-0.750981039	0.007875952	-0.135166152	-0.323323677	-0.443973736	-1.279322668	-0.580633074	0.028673987	-0.211601577	-0.490493801	-1.276929908	-0.472025638	0.491683202	0.674514177	-0.090241302	-0.575700989	-0.467518451	-1.673086698	0.492862515	0.224555592	0.474274768
Arginine-C10:0	-0.214568417	-0.11437145	0.430839923	0.190443296	0.20133883	-5.382044768	0.343758519	-0.039675931	0.440599188	0.122136442	0.397868809	-0.472458628	-0.154128139	0.131546299	0.133765901	-0.167392919	0.395948432	-0.055527761	0.361564639	-0.058785263	0.607621642	0.070543254	0.391348652	-0.13540165	0.606019563	-7.66288603	-0.282454489	-0.529896675	0.383607409	0.099050279	-1.956707521	0.143588416	0.133561726	-0.164427802	0.486980295	0.001203751	-0.512287998	-0.335253787	-1.450312774	0.707086362	-1.509406925	0.394093779	0.219355518	-0.090193529	-0.134308752	-0.271582219	-1.83695852	-21.55629185	-21.55629185	-2.180021735	-21.55629185	-5.282315346	-5.970872125	-0.767718398	-0.81028746	-21.55629185	-0.207615209	-8.970591522	-3.504236105	-5.240009199	-0.700037505	-0.227947547	0.447305508	0.757043144	0.554190724	-0.236072764	-0.133391242	-0.060215047	0.643120316	0.13132133	0.395594411
Lysine-C10:0	0.084675481	-0.114574683	0.656692763	0.343070877	0.27510228	-2.910059337	0.612441164	0.090966775	0.612595577	0.362473404	0.565829375	-0.318047852	-0.060601641	-2.517668411	0.431718403	-0.077185329	0.614785116	0.042635216	0.615664336	0.141533488	0.655900108	0.267634122	0.585206293	-0.041695323	0.623526655	-3.953633504	0.034166095	-0.203675533	0.644553192	-0.228816511	-0.4989727	0.216985084	0.224392221	-0.079776774	0.666847945	0.091941347	-0.106805664	-0.212569194	-2.624446431	0.723409609	-0.883284521	0.644961354	0.369518762	-0.031506894	-0.017709146	0.139606022	-1.235613458	-21.26015624	-3.176906824	-1.194445833	-6.338535749	-2.281895567	-3.602651852	-0.413817248	-0.522468229	-21.26015624	-0.326433177	-3.587212886	-2.227854735	-3.638673597	-0.469975893	-0.193834253	0.485593978	0.894519687	0.699277213	-0.112755003	-0.091025517	-0.183588397	0.532787279	0.190538268	0.640411937
Lysine-C12:0	-1.18074132	-2.856209895	0.375077416	0.138055569	-0.286768148	-18.51984638	-0.056516369	0.133584254	-0.168838956	-0.220762482	0.182288757	-0.707985551	-1.418073376	-1.785655096	-0.536915232	-0.842951832	0.567558279	0.058338141	0.237711123	0.198299616	0.012354056	-0.210392453	-0.088550277	-0.185822699	-1.04419974	-18.51984638	-0.356474552	-4.988882191	0.584566379	-2.586395952	-18.51984638	-0.463596563	-0.565695461	-0.336939658	-0.535479326	-0.106149248	-2.072469926	-0.334633768	-4.514947308	0.34280378	-18.51984638	-0.065532726	-0.339454853	-0.801787133	-2.760411632	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-18.51984638	-1.495217567	-18.51984638	-18.51984638	-18.51984638	-1.887846544	-0.505025004	0.118711891	0.780513219	0.273154136	-1.078490085	-1.523314634	-0.636033179	-0.33786066	0.322115011	0.366687931
Lysine-C10:1	0.056458106	0.070570224	0.332179211	0.10139376	0.236164953	0.301767032	0.299986515	0.004919109	0.317444531	0.072267717	0.46982694	-0.341224124	-0.210294341	-1.157788098	0.030280163	-0.096370232	0.538570636	0.126771268	0.453314562	-0.028792185	0.676783713	-0.079532929	0.382847282	-0.142864905	0.508731452	0.03522505	-0.150150042	-0.181027698	0.393899397	0.317476218	-0.259202478	-0.008437365	0.022595762	-0.119197713	0.407140053	-0.116649961	-0.303521608	-0.937332266	-0.933924509	1.452398676	-0.149027157	0.282183589	0.062815388	-0.14053613	-0.140736088	0.53199336	-0.671988408	-1.138359436	-0.347236977	-0.337274284	-0.150692069	0.175568992	-0.232022467	-0.038142883	-0.200580226	-0.604827911	-0.363468478	0.536936957	-0.277843565	-0.275268027	-0.497582899	0.015087344	0.485104496	2.423381778	0.501968587	-0.165060544	-0.042346718	-0.037690617	0.460458591	0.032670966	0.541147579
Ornithine-C17:1	0	14.60133459	13.96764812	0	13.09738562	0	15.06918572	12.90389295	15.55926291	0	14.41288901	13.40638367	12.66308005	15.23082034	0	13.65722738	14.23989015	0	13.65077516	14.29328214	15.29080662	14.84491202	14.08610035	0	14.46663833	0	0	12.43089065	15.53892665	15.38207734	0	12.56108886	14.39978483	12.43847064	15.28266462	0	13.53107028	14.7413007	14.14679998	16.22476225	13.92610114	12.1758196	0	13.77102437	15.77572845	14.40422579	0	13.30967338	13.21573022	12.88127966	0	0	0	0	12.7214502	0	0	0	0	0	15.22644706	22.70312612	14.7792012	15.40858357	14.89416091	14.5906205	14.18793592	14.14544055	15.13473778	0	15.54969021
Leucine-C9:4	-0.08478963	0.220569341	0.291267573	0.295741573	0.194216507	0.365682263	0.479633475	0.080085425	0.502267153	0.278943961	-0.300264234	-0.591068277	-0.141720263	0.177337685	0.297104649	-0.188781572	0.40402796	-0.088653986	0.595493187	-0.108635284	0.584408258	0.388858662	0.490766452	-0.083319171	4.181129704	0.092743962	-0.042517089	-0.266512752	0.549668479	1.899086481	-0.090530444	0.21115108	-1.14320118	-0.109216731	0.504909807	0.00044507	-0.156187101	-0.491856925	-0.061841466	0.53673873	0.073178373	0.629556264	0.271978291	-0.024234152	-0.201681315	0.557078084	-0.806583381	-0.856622692	-0.560769125	-0.191853988	0.088727512	0.493075411	0.044362751	-0.280217758	-0.348296971	-0.233983554	-0.56842973	0.587147634	-0.054828736	-0.193169556	-0.706946155	-0.12565366	0.534891494	1.314062671	0.453373839	-0.817337699	-0.180018518	-0.820484499	0.542090892	0.196707499	0.5296481
Methionine-C9:4	13.05403208	12.81221652	0	0	0	14.67341978	0	0	0	0	0	12.71955781	0	0	0	12.83494394	0	0	0	0	14.58712228	0	0	12.66712463	20.29586563	14.02234726	12.89102523	0	0	18.80711651	12.64259531	0	0	0	0	0	0	0	0	18.42494685	14.90550789	0	13.83153675	0	12.29004103	0	12.25314384	14.398818	0	13.73949853	15.48651985	13.96743284	12.97929782	13.72481033	14.54864653	15.07185445	0	15.46056276	0	15.27571192	12.72238213	14.56231091	0	19.52573313	13.58502062	14.18267884	12.96217077	14.49047552	0	0	0
