filename	ATTRIBUTE_SampleType	ATTRIBUTE_ADDGroup
QC Start_RA2_01_28089.mzXML	QC_Soil	
QC End_RA2_01_27949.mzXML	QC_Soil	
QC Start_RA2_01_27835.mzXML	QC_Soil	
QC_End_RA2_01_27583.mzXML	QC_Soil	
QC_Start_RA2_01_27467.mzXML	QC_Soil	
QC End_RA2_01_28073.mzXML	QC_Soil	
QC Start_RA2_01_27957.mzXML	QC_Soil	
QC_RA2_01_27589.mzXML	QC_Soil	
QC_End_RA2_01_27826.mzXML	QC_Soil	
QC_End_Start_RA2_01_27706.mzXML	QC_Soil	
QC Mix_End_RA2_01_26327.mzXML	QC_Soil	
QC Start_RA2_01_26330.mzXML	QC_Skin	
QC End_RA2_01_26445.mzXML	QC_Skin	
QC_EndPlate3_RA2_01_26554.mzXML	QC_Skin	
QC_MidPlate3_RA2_01_26510.mzXML	QC_Skin	
QC_StartPlate3_RA2_01_26446.mzXML	QC_Skin	
QC End_RA2_01_27316.mzXML	QC_Skin	
QC Start_RA2_01_27200.mzXML	QC_Skin	
QC Start_Rerun_RA2_01_26558.mzXML	QC_Skin	
QCEnd_RA2_01_26689.mzXML	QC_Skin	
QC End_RA2_01_26914.mzXML	QC_Skin	
QC Start_RA2_01_26699.mzXML	QC_Skin	
QC_End_RA2_01_27012.mzXML	QC_Skin	
QC_End_RA2_01_27128.mzXML	QC_Skin	
QC End_RA2_01_27444.mzXML	QC_Skin	
QC Start_RA2_01_27320.mzXML	QC_Skin	
QC Start_RA2_01_26934.mzXML	QC_Skin	
QC Start_RA2_01_26228.mzXML	QC_Skin	
Blank _RA1_01_26365.mzXML	Blank_QC	
Blank _RA1_01_26379.mzXML	Blank_QC	
Blank _RA1_01_26422.mzXML	Blank_QC	
Blank _RA1_01_26437.mzXML	Blank_QC	
Blank No Injection_RA1_01_26329.mzXML	Blank_QC	
Blank No Injection_RA1_01_26347.mzXML	Blank_QC	
Blank_RA1_01_26393.mzXML	Blank_QC	
Blank_RA1_01_26407.mzXML	Blank_QC	
Resuspension_RA1_01_26447.mzXML	Blank_QC	
Blank_RA1_01_26516.mzXML	Blank_QC	
Blank_RA1_01_26532.mzXML	Blank_QC	
Blank No Injection_RA1_01_27201.mzXML	Blank_QC	
Blank No Injection_RA1_01_27208.mzXML	Blank_QC	
Blank No Injection_RA1_01_27222.mzXML	Blank_QC	
Blank No Injection_RA1_01_27236.mzXML	Blank_QC	
Blank No Injection_RA1_01_27238.mzXML	Blank_QC	
Blank No Injection_RA1_01_27251.mzXML	Blank_QC	
Blank No Injection_RA1_01_27307.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27199.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27265.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27279.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27293.mzXML	Blank_QC	
Blank No Injection_RA1_01_26628.mzXML	Blank_QC	
Blank No Injection_RA1_01_26643.mzXML	Blank_QC	
Blank No Injection_RA1_01_26658.mzXML	Blank_QC	
Blank No Injection_RA1_01_26672.mzXML	Blank_QC	
Blank No Injection_RA1_01_26688.mzXML	Blank_QC	
Blank_RA1_01_26557.mzXML	Blank_QC	
Blank_RA1_01_26559.mzXML	Blank_QC	
Blank_RA1_01_26567.mzXML	Blank_QC	
Blank_RA1_01_26581.mzXML	Blank_QC	
Blank_RA1_01_26583.mzXML	Blank_QC	
Blank_RA1_01_26584.mzXML	Blank_QC	
Blank_RA1_01_26597.mzXML	Blank_QC	
Blank_RA1_01_26611.mzXML	Blank_QC	
Blank_RA1_01_26620.mzXML	Blank_QC	
Blank_RA1_01_26710.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27958.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27964.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27978.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27991.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28005.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28019.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28032.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28046.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28059.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28078.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28079.mzXML	Blank_QC	
Blank Non Injection_RA1_01_28087.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27956.mzXML	Blank_QC	
Blank No Injection_RA1_01_27466.mzXML	Blank_QC	
Blank No Injection_RA1_01_27477.mzXML	Blank_QC	
Blank No Injection_RA1_01_27491.mzXML	Blank_QC	
Blank No Injection_RA1_01_27505.mzXML	Blank_QC	
Blank No Injection_RA1_01_27518.mzXML	Blank_QC	
Blank No Injection_RA1_01_27532.mzXML	Blank_QC	
Blank No Injection_RA1_01_27546.mzXML	Blank_QC	
Blank No Injection_RA1_01_27560.mzXML	Blank_QC	
Blank No Injection_RA1_01_27575.mzXML	Blank_QC	
Blank No Injection_RA1_01_27584.mzXML	Blank_QC	
Blank No Injection_RA1_01_27585.mzXML	Blank_QC	
Blank No Injection_RA1_01_27587.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27468.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27833.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27834.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27836.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27843.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27857.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27870.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27884.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27898.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27912.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27926.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27928.mzXML	Blank_QC	
Blank Non Injection_RA1_01_27941.mzXML	Blank_QC	
Blank Resuspension_RA1_01_27953.mzXML	Blank_QC	
Blank No Injection_RA2_01_28088.mzXML	Blank_QC	
Blank No Injection_RA2_01_28090.mzXML	Blank_QC	
Blank No Injection_RA2_01_28097.mzXML	Blank_QC	
Blank No Injection_RA2_01_28111.mzXML	Blank_QC	
Blank No Injection_RA2_01_28125.mzXML	Blank_QC	
Blank No Injection_RA2_01_28139.mzXML	Blank_QC	
Blank No Injection_RA2_01_28153.mzXML	Blank_QC	
Blank No Injection_RA2_01_28167.mzXML	Blank_QC	
Blank No Injection_RA2_01_28181.mzXML	Blank_QC	
Blank No Injection_RA2_01_28196.mzXML	Blank_QC	
Blank No Injection_RA2_01_28209.mzXML	Blank_QC	
Blank No Injection_RA2_01_28210.mzXML	Blank_QC	
Blank No Injection_RA2_01_28212.mzXML	Blank_QC	
Blank No Injection_RA2_01_28219.mzXML	Blank_QC	
Blank No Injection_RA2_01_28233.mzXML	Blank_QC	
Blank No Injection_RA2_01_28247.mzXML	Blank_QC	
Blank No Injection_RA2_01_28256.mzXML	Blank_QC	
Blank No Injection_RA2_01_28262.mzXML	Blank_QC	
Blank No Injection_RA2_01_28276.mzXML	Blank_QC	
Blank No Injection_RA2_01_28284.mzXML	Blank_QC	
Blank No Injection_RA2_01_28291.mzXML	Blank_QC	
Blank No Injection_RA2_01_28305.mzXML	Blank_QC	
Blank No Injection_RA2_01_28319.mzXML	Blank_QC	
Blank No Injection_RA2_01_28332.mzXML	Blank_QC	
Blank No Injection_RA2_01_28340.mzXML	Blank_QC	
Blank No Injection_RA2_01_28341.mzXML	Blank_QC	
Blank No Injection_RA1_01_28496.mzXML	Blank_QC	
Blank No Injection_RA1_01_28498.mzXML	Blank_QC	
Blank No Injection_RA1_01_28506.mzXML	Blank_QC	
Blank No Injection_RA1_01_28507.mzXML	Blank_QC	
Blank No Injection_RA1_01_28520.mzXML	Blank_QC	
Blank No Injection_RA1_01_28534.mzXML	Blank_QC	
Blank No Injection_RA1_01_28548.mzXML	Blank_QC	
Blank No Injection_RA1_01_28562.mzXML	Blank_QC	
Blank No Injection_RA1_01_28576.mzXML	Blank_QC	
