filename	SampleType	Mouse_group	Bacteria	BodyPart	Bacteria_Family	Bacteria_Order	Bacteria_Class	Bacteria_Phyllum
Bacteroides_thetatiotaomicron_ATCC29741_SI-3.mzML	Mus musculus	monocolonized	Bacteroides thetatiotaomicron ATCC29741	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_uniformis_AO9_CO-1.mzML	Mus musculus	monocolonized	Bacteroides uniformis AO9	colon	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_uniformis_AO9_CO-2.mzML	Mus musculus	monocolonized	Bacteroides uniformis AO9	colon	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_uniformis_AO9_CO-3.mzML	Mus musculus	monocolonized	Bacteroides uniformis AO9	colon	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_uniformis_AO9_SI-1.mzML	Mus musculus	monocolonized	Bacteroides uniformis AO9	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_uniformis_AO9_SI-2.mzML	Mus musculus	monocolonized	Bacteroides uniformis AO9	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_uniformis_AO9_SI-3.mzML	Mus musculus	monocolonized	Bacteroides uniformis AO9	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_vulgatus_ATCC8482_CO-1.mzML	Mus musculus	monocolonized	Bacteroides vulgatus ATCC8482	colon	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_vulgatus_ATCC8482_CO-2.mzML	Mus musculus	monocolonized	Bacteroides vulgatus ATCC8482	colon	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_vulgatus_ATCC8482_CO-3.mzML	Mus musculus	monocolonized	Bacteroides vulgatus ATCC8482	colon	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_vulgatus_ATCC8482_SI-1.mzML	Mus musculus	monocolonized	Bacteroides vulgatus ATCC8482	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_vulgatus_ATCC8482_SI-2.mzML	Mus musculus	monocolonized	Bacteroides vulgatus ATCC8482	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bacteroides_vulgatus_ATCC8482_SI-3.mzML	Mus musculus	monocolonized	Bacteroides vulgatus ATCC8482	small intestine	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota
Bifidobacterium_adolescentis_Strain_L2-32__CO-1.mzML	Mus musculus	monocolonized	Bifidobacterium adolescentis Strain L2-32 	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_adolescentis_Strain_L2-32__CO-2.mzML	Mus musculus	monocolonized	Bifidobacterium adolescentis Strain L2-32 	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_adolescentis_Strain_L2-32__CO-3.mzML	Mus musculus	monocolonized	Bifidobacterium adolescentis Strain L2-32 	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_adolescentis_Strain_L2-32__SI-1.mzML	Mus musculus	monocolonized	Bifidobacterium adolescentis Strain L2-32 	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_adolescentis_Strain_L2-32__SI-2.mzML	Mus musculus	monocolonized	Bifidobacterium adolescentis Strain L2-32 	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_adolescentis_Strain_L2-32__SI-3.mzML	Mus musculus	monocolonized	Bifidobacterium adolescentis Strain L2-32 	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_breve_Strain_EX336960VC19_CO-1.mzML	Mus musculus	monocolonized	Bifidobacterium breve Strain EX336960VC19	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_breve_Strain_EX336960VC19_CO-2.mzML	Mus musculus	monocolonized	Bifidobacterium breve Strain EX336960VC19	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_breve_Strain_EX336960VC19_CO-3.mzML	Mus musculus	monocolonized	Bifidobacterium breve Strain EX336960VC19	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_breve_Strain_EX336960VC19_SI-1.mzML	Mus musculus	monocolonized	Bifidobacterium breve Strain EX336960VC19	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_breve_Strain_EX336960VC19_SI-2.mzML	Mus musculus	monocolonized	Bifidobacterium breve Strain EX336960VC19	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_breve_Strain_EX336960VC19_SI-3.mzML	Mus musculus	monocolonized	Bifidobacterium breve Strain EX336960VC19	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_longum_strain_44_CO-1.mzML	Mus musculus	monocolonized	Bifidobacterium longum strain 44	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_longum_strain_44_CO-2.mzML	Mus musculus	monocolonized	Bifidobacterium longum strain 44	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_longum_strain_44_CO-3.mzML	Mus musculus	monocolonized	Bifidobacterium longum strain 44	colon	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_longum_strain_44_SI-1.mzML	Mus musculus	monocolonized	Bifidobacterium longum strain 44	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_longum_strain_44_SI-2.mzML	Mus musculus	monocolonized	Bifidobacterium longum strain 44	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Bifidobacterium_longum_strain_44_SI-3.mzML	Mus musculus	monocolonized	Bifidobacterium longum strain 44	small intestine	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota
Campylobacter_jejuni_Strain_AS-84-79_CO-1.mzML	Mus musculus	monocolonized	Campylobacter jejuni Strain AS-84-79	colon	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Campylobacter_jejuni_Strain_AS-84-79_CO-2.mzML	Mus musculus	monocolonized	Campylobacter jejuni Strain AS-84-79	colon	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Campylobacter_jejuni_Strain_AS-84-79_SI-1.mzML	Mus musculus	monocolonized	Campylobacter jejuni Strain AS-84-79	small intestine	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Campylobacter_jejuni_Strain_AS-84-79_SI-2.mzML	Mus musculus	monocolonized	Campylobacter jejuni Strain AS-84-79	small intestine	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Closhidium_histolytica_AO25_CO-1.mzML	Mus musculus	monocolonized	Closhidium histolytica AO25	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Closhidium_histolytica_AO25_CO-2.mzML	Mus musculus	monocolonized	Closhidium histolytica AO25	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Closhidium_histolytica_AO25_CO-3.mzML	Mus musculus	monocolonized	Closhidium histolytica AO25	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Closhidium_histolytica_AO25_SI-1.mzML	Mus musculus	monocolonized	Closhidium histolytica AO25	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Closhidium_histolytica_AO25_SI-2.mzML	Mus musculus	monocolonized	Closhidium histolytica AO25	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Closhidium_histolytica_AO25_SI-3.mzML	Mus musculus	monocolonized	Closhidium histolytica AO25	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_perfringes_ATCC13124_CO-1.mzML	Mus musculus	monocolonized	Clostridium perfringes ATCC13124	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_perfringes_ATCC13124_CO-2.mzML	Mus musculus	monocolonized	Clostridium perfringes ATCC13124	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_perfringes_ATCC13124_CO-3.mzML	Mus musculus	monocolonized	Clostridium perfringes ATCC13124	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_perfringes_ATCC13124_SI-1.mzML	Mus musculus	monocolonized	Clostridium perfringes ATCC13124	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_perfringes_ATCC13124_SI-2.mzML	Mus musculus	monocolonized	Clostridium perfringes ATCC13124	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_perfringes_ATCC13124_SI-3.mzML	Mus musculus	monocolonized	Clostridium perfringes ATCC13124	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_ramosum_AO31_CO-1.mzML	Mus musculus	monocolonized	Clostridium ramosum AO31	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_ramosum_AO31_CO-2.mzML	Mus musculus	monocolonized	Clostridium ramosum AO31	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_ramosum_AO31_CO-3.mzML	Mus musculus	monocolonized	Clostridium ramosum AO31	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_ramosum_AO31_SI-1.mzML	Mus musculus	monocolonized	Clostridium ramosum AO31	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_ramosum_AO31_SI-2.mzML	Mus musculus	monocolonized	Clostridium ramosum AO31	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_ramosum_AO31_SI-3.mzML	Mus musculus	monocolonized	Clostridium ramosum AO31	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_scindens_ATCC35704_CO-1.mzML	Mus musculus	monocolonized	Clostridium scindens ATCC35704	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_scindens_ATCC35704_CO-2.mzML	Mus musculus	monocolonized	Clostridium scindens ATCC35704	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_scindens_ATCC35704_CO-3.mzML	Mus musculus	monocolonized	Clostridium scindens ATCC35704	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_scindens_ATCC35704_SI-1.mzML	Mus musculus	monocolonized	Clostridium scindens ATCC35704	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_scindens_ATCC35704_SI-2.mzML	Mus musculus	monocolonized	Clostridium scindens ATCC35704	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_scindens_ATCC35704_SI-3.mzML	Mus musculus	monocolonized	Clostridium scindens ATCC35704	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sordelli_AO32_CO-1.mzML	Mus musculus	monocolonized	Clostridium sordelli AO32	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sordelli_AO32_CO-2.mzML	Mus musculus	monocolonized	Clostridium sordelli AO32	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sordelli_AO32_CO-3.mzML	Mus musculus	monocolonized	Clostridium sordelli AO32	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sordelli_AO32_SI-1.mzML	Mus musculus	monocolonized	Clostridium sordelli AO32	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sordelli_AO32_SI-2.mzML	Mus musculus	monocolonized	Clostridium sordelli AO32	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sordelli_AO32_SI-3.mzML	Mus musculus	monocolonized	Clostridium sordelli AO32	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sporogenes_ATCC_15579_CO-1.mzML	Mus musculus	monocolonized	Clostridium sporogenes ATCC 15579	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sporogenes_ATCC_15579_CO-2.mzML	Mus musculus	monocolonized	Clostridium sporogenes ATCC 15579	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sporogenes_ATCC_15579_CO-3.mzML	Mus musculus	monocolonized	Clostridium sporogenes ATCC 15579	colon	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sporogenes_ATCC_15579_SI-1.mzML	Mus musculus	monocolonized	Clostridium sporogenes ATCC 15579	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sporogenes_ATCC_15579_SI-2.mzML	Mus musculus	monocolonized	Clostridium sporogenes ATCC 15579	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Clostridium_sporogenes_ATCC_15579_SI-3.mzML	Mus musculus	monocolonized	Clostridium sporogenes ATCC 15579	small intestine	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Collinsella_aerofaciens_strain_DSM_3979_CO-2.mzML	Mus musculus	monocolonized	Collinsella aerofaciens strain DSM 3979	colon	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota
Collinsella_aerofaciens_strain_DSM_3979_CO-3.mzML	Mus musculus	monocolonized	Collinsella aerofaciens strain DSM 3979	colon	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota
Collinsella_aerofaciens_strain_DSM_3979_SI-1.mzML	Mus musculus	monocolonized	Collinsella aerofaciens strain DSM 3979	small intestine	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota
Collinsella_aerofaciens_strain_DSM_3979_SI-2.mzML	Mus musculus	monocolonized	Collinsella aerofaciens strain DSM 3979	small intestine	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota
Collinsella_aerofaciens_strain_DSM_3979_SI-3.mzML	Mus musculus	monocolonized	Collinsella aerofaciens strain DSM 3979	small intestine	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota
Collinsella_aerofaciens_strain_SM_3979_CO-1.mzML	Mus musculus	monocolonized	Collinsella aerofaciens strain DSM 3979	colon	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota
Enterococcus_faecalis_SF19_CO-1.mzML	Mus musculus	monocolonized	Enterococcus faecalis SF19	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_SF19_CO-2.mzML	Mus musculus	monocolonized	Enterococcus faecalis SF19	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_SF19_CO-3.mzML	Mus musculus	monocolonized	Enterococcus faecalis SF19	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_SF19_SI-1.mzML	Mus musculus	monocolonized	Enterococcus faecalis SF19	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_SF19_SI-2.mzML	Mus musculus	monocolonized	Enterococcus faecalis SF19	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_SF19_SI-3.mzML	Mus musculus	monocolonized	Enterococcus faecalis SF19	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_TX0104_CO-1.mzML	Mus musculus	monocolonized	Enterococcus faecalis TX0104	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_TX0104_CO-2.mzML	Mus musculus	monocolonized	Enterococcus faecalis TX0104	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_TX0104_CO-3.mzML	Mus musculus	monocolonized	Enterococcus faecalis TX0104	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_TX0104_SI-1.mzML	Mus musculus	monocolonized	Enterococcus faecalis TX0104	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_TX0104_SI-2.mzML	Mus musculus	monocolonized	Enterococcus faecalis TX0104	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_TX0104_SI-3.mzML	Mus musculus	monocolonized	Enterococcus faecalis TX0104	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_V583_CO-1.mzML	Mus musculus	monocolonized	Enterococcus faecalis V583	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_V583_CO-2.mzML	Mus musculus	monocolonized	Enterococcus faecalis V583	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_V583_CO-3.mzML	Mus musculus	monocolonized	Enterococcus faecalis V583	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_V583_SI-1.mzML	Mus musculus	monocolonized	Enterococcus faecalis V583	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_V583_SI-2.mzML	Mus musculus	monocolonized	Enterococcus faecalis V583	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecalis_V583_SI-3.mzML	Mus musculus	monocolonized	Enterococcus faecalis V583	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecium_TX1330_CO-1.mzML	Mus musculus	monocolonized	Enterococcus faecium TX1330	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecium_TX1330_CO-2.mzML	Mus musculus	monocolonized	Enterococcus faecium TX1330	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecium_TX1330_CO-3.mzML	Mus musculus	monocolonized	Enterococcus faecium TX1330	colon	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecium_TX1330_SI-1.mzML	Mus musculus	monocolonized	Enterococcus faecium TX1330	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecium_TX1330_SI-2.mzML	Mus musculus	monocolonized	Enterococcus faecium TX1330	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Enterococcus_faecium_TX1330_SI-3.mzML	Mus musculus	monocolonized	Enterococcus faecium TX1330	small intestine	Enterococcaceae	Lactobacillales	Bacilli	Bacillota
Escherichia_coli_Nissle_1917_CO-1.mzML	Mus musculus	monocolonized	Escherichia coli Nissle 1917	colon	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Escherichia_coli_Nissle_1917_CO-2.mzML	Mus musculus	monocolonized	Escherichia coli Nissle 1917	colon	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Escherichia_coli_Nissle_1917_CO-3.mzML	Mus musculus	monocolonized	Escherichia coli Nissle 1917	colon	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Escherichia_coli_Nissle_1917_SI-1.mzML	Mus musculus	monocolonized	Escherichia coli Nissle 1917	small intestine	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Escherichia_coli_Nissle_1917_SI-2.mzML	Mus musculus	monocolonized	Escherichia coli Nissle 1917	small intestine	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Escherichia_coli_Nissle_1917_SI-3.mzML	Mus musculus	monocolonized	Escherichia coli Nissle 1917	small intestine	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Faecalibacterium_Prausnitzii_ATCC_27768_CO-1.mzML	Mus musculus	monocolonized	Faecalibacterium Prausnitzii ATCC 27768	colon	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Faecalibacterium_Prausnitzii_ATCC_27768_CO-2.mzML	Mus musculus	monocolonized	Faecalibacterium Prausnitzii ATCC 27768	colon	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Faecalibacterium_Prausnitzii_ATCC_27768_CO-3.mzML	Mus musculus	monocolonized	Faecalibacterium Prausnitzii ATCC 27768	colon	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Faecalibacterium_Prausnitzii_ATCC_27768_SI-1.mzML	Mus musculus	monocolonized	Faecalibacterium Prausnitzii ATCC 27768	small intestine	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Faecalibacterium_Prausnitzii_ATCC_27768_SI-2.mzML	Mus musculus	monocolonized	Faecalibacterium Prausnitzii ATCC 27768	small intestine	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Faecalibacterium_Prausnitzii_ATCC_27768_SI-3.mzML	Mus musculus	monocolonized	Faecalibacterium Prausnitzii ATCC 27768	small intestine	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota
Fusicatenibacter_saccharivorans_DSM_26062_CO-1.mzML	Mus musculus	monocolonized	Fusicatenibacter saccharivorans DSM 26062	colon	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Fusicatenibacter_saccharivorans_DSM_26062_CO-2.mzML	Mus musculus	monocolonized	Fusicatenibacter saccharivorans DSM 26062	colon	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Fusicatenibacter_saccharivorans_DSM_26062_CO-3.mzML	Mus musculus	monocolonized	Fusicatenibacter saccharivorans DSM 26062	colon	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Fusicatenibacter_saccharivorans_DSM_26062_SI-1.mzML	Mus musculus	monocolonized	Fusicatenibacter saccharivorans DSM 26062	small intestine	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Fusicatenibacter_saccharivorans_DSM_26062_SI-2.mzML	Mus musculus	monocolonized	Fusicatenibacter saccharivorans DSM 26062	small intestine	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Fusicatenibacter_saccharivorans_DSM_26062_SI-3.mzML	Mus musculus	monocolonized	Fusicatenibacter saccharivorans DSM 26062	small intestine	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Fusobacterium_mortiforum_CO-1.mzML	Mus musculus	monocolonized	Fusobacterium varium AO16	colon	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Fusobacterium_mortiforum_CO-2.mzML	Mus musculus	monocolonized	Fusobacterium varium AO16	colon	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Fusobacterium_mortiforum_CO-3.mzML	Mus musculus	monocolonized	Fusobacterium varium AO16	colon	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Fusobacterium_mortiforum_SI-1.mzML	Mus musculus	monocolonized	Fusobacterium varium AO16	small intestine	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Fusobacterium_mortiforum_SI-2.mzML	Mus musculus	monocolonized	Fusobacterium varium AO16	small intestine	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Fusobacterium_mortiforum_SI-3.mzML	Mus musculus	monocolonized	Fusobacterium varium AO16	small intestine	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota
Klebsiella_sp_4_1_44FAA_CO-1.mzML	Mus musculus	monocolonized	Klebsiella sp 4 1 44FAA	colon	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Klebsiella_sp_4_1_44FAA_CO-2.mzML	Mus musculus	monocolonized	Klebsiella sp 4 1 44FAA	colon	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Klebsiella_sp_4_1_44FAA_CO-3.mzML	Mus musculus	monocolonized	Klebsiella sp 4 1 44FAA	colon	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Klebsiella_sp_4_1_44FAA_SI-1.mzML	Mus musculus	monocolonized	Klebsiella sp 4 1 44FAA	small intestine	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Klebsiella_sp_4_1_44FAA_SI-2.mzML	Mus musculus	monocolonized	Klebsiella sp 4 1 44FAA	small intestine	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Klebsiella_sp_4_1_44FAA_SI-3.mzML	Mus musculus	monocolonized	Klebsiella sp 4 1 44FAA	small intestine	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Lachnospiraceae_sp_Strain_2_1_58FAA_CO-1.mzML	Mus musculus	monocolonized	Lachnospiraceae sp Strain 2 1 58FAA	colon	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Lachnospiraceae_sp_Strain_2_1_58FAA_CO-2.mzML	Mus musculus	monocolonized	Lachnospiraceae sp Strain 2 1 58FAA	colon	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Lachnospiraceae_sp_Strain_2_1_58FAA_CO-3.mzML	Mus musculus	monocolonized	Lachnospiraceae sp Strain 2 1 58FAA	colon	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Lachnospiraceae_sp_Strain_2_1_58FAA_SI-1.mzML	Mus musculus	monocolonized	Lachnospiraceae sp Strain 2 1 58FAA	small intestine	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Lachnospiraceae_sp_Strain_2_1_58FAA_SI-2.mzML	Mus musculus	monocolonized	Lachnospiraceae sp Strain 2 1 58FAA	small intestine	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Lachnospiraceae_sp_Strain_2_1_58FAA_SI-3.mzML	Mus musculus	monocolonized	Lachnospiraceae sp Strain 2 1 58FAA	small intestine	Lachnospiraceae	Lachnospirales	Clostridia	Bacillota
Lactobacillus_acidophilus_ATCC_832_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus acidophilus ATCC 832	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_acidophilus_ATCC_832_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus acidophilus ATCC 832	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_acidophilus_ATCC_832_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus acidophilus ATCC 832	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_acidophilus_ATCC_832_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus acidophilus ATCC 832	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_ATCC_33323_CO-1.mzML	Mus musculus	monocolonized	Lactobacillus gasseri ATCC 33323	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_ATCC_33323_CO-2.mzML	Mus musculus	monocolonized	Lactobacillus gasseri ATCC 33323	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_ATCC_33323_CO-3.mzML	Mus musculus	monocolonized	Lactobacillus gasseri ATCC 33323	colon	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_ATCC_33323_SI-1.mzML	Mus musculus	monocolonized	Lactobacillus gasseri ATCC 33323	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_ATCC_33323_SI-2.mzML	Mus musculus	monocolonized	Lactobacillus gasseri ATCC 33323	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Lactobacillus_gasseri_ATCC_33323_SI-3.mzML	Mus musculus	monocolonized	Lactobacillus gasseri ATCC 33323	small intestine	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
