ATTRIBUTE_antibiotics_YN	filename	MS_718	MS_614	MS_1557	MS_3957	MS_4136	MS_485	MS_4039	MS_9983	MS_840	MS_15981	MS_13814	MS_10645	MS_30185	MS_23517	MS_29852	MS_23461	MS_30388	MS_30838	MS_28632	MS_30065	MS_23805	MS_25563	MS_29013	MS_27931	MS_28897	MS_29738	MS_23556	MS_30215	MS_24526	MS_26131	MS_22498	MS_28514	MS_25616	MS_29459	MS_26934	MS_30091	MS_29005	MS_24489	MS_23873	MS_23840	MS_28750	MS_28944	MS_29727	MS_30179	MS_28483	MS_29435	MS_30085	MS_26700	MS_27625	MS_29509	MS_27861
-	compound	Putrescine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Valine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Methionine-C2:0	Phenylalanine-C2:0	3-methylhistidine-C2:0	Leucine-C5:0	Phenylalanine-C4:0	Tyrosine-C5:0	Amylamine-C16:0	Asparagine-C14:0	Amylamine-C18:2	Putrescine-C18:2	Amylamine-C18:1	Amylamine-C18:0	Valine-C16:0	2-phenethylamine-C16:0	Spermidine-C16:1	Spermidine-C16:0	Leucine-C16:0	Valine-C18:2	Valine-C18:1	2-phenethylamine-C18:2	Lysine-C16:0	2-phenethylamine-C18:1	Spermidine-C18:2	Spermidine-C18:1	Spermidine-C18:1	Leucine-C18:2	Aspartic acid-C18:2	Leucine-C18:1	Aspartic acid-C18:1	Leucine-C18:0	Phenylalanine-C16:0	Lysine-C18:1	Lysine-C18:1	Arginine-C16:0	Methionine-C18:1	Leucine-C20:3	Leucine-C20:2	Leucine-C20:1	Phenylalanine-C18:2	Phenylalanine-C18:1	Phenylalanine-C18:0	Tyrosine-C18:2	Tyrosine-C18:1	Phenylalanine-C20:3	Tryptophan-C18:2
-	p-values	1.05E-10	4.20E-02	4.85E-06	1.48E-06	1.33E-07	7.13E-05	6.71E-18	5.53E-02	4.18E-01	0.25751565	7.38E-05	0.849536312	6.82E-01	1.00E+00	1.00E+00	2.02E-15	9.54E-01	1.27E-01	0.003170903	1	5.19E-07	2.05E-05	3.34E-08	0.010332066	2.20E-03	1.00E+00	0.489581178	3.22E-02	1.17E-10	1.49E-09	0.000141743	0.177597735	1.16E-02	7.18E-04	0.015294796	3.57E-10	9.40E-06	1.36E-01	2.00E-02	5.07E-06	7.43E-12	0.001808343	9.78E-02	8.06E-02	5.97E-01	6.52E-03	1.38E-07	6.58E-05	9.93E-04	6.24E-03	5.82E-07
-	adjusted p-values	5.34E-09	1.00E+00	2.47E-04	7.53E-05	6.76E-06	3.64E-03	3.42E-16	1.00E+00	1.00E+00	1	3.76E-03	1	1.00E+00	1	1.00E+00	1.03E-13	1.00E+00	1.00E+00	0.161716066	1	2.65E-05	0.001047203	1.70E-06	0.526935391	1.12E-01	1.00E+00	1	1.00E+00	5.95E-09	7.61E-08	0.007228891	1	0.590255526	3.66E-02	0.780034571	1.82E-08	4.79E-04	1.00E+00	1.00E+00	0.000258654	3.79E-10	0.092225473	1.00E+00	1	1.00E+00	3.32E-01	7.05E-06	0.003357906	5.07E-02	3.18E-01	2.97E-05
No	SS18_RB6_01_7326	0	51.104748	0	0	0	10.137821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7886887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
No	SS249_RF3_01_7596	0	0	0	209.2573	9.832254	44.543865	586.85706	0	60.56011	0	89.84529	0	0	0	0	2.857129	0	0	0	0	0	0	210.2011	25.265259	57.48113	0	96.73211	0	20.714424	121.38816	0	124.45366	0	210.78961	4.2549877	69.20205	53.853065	98.25	86.691605	114.26353	196.84915	0	0	0	86.0776	155.21175	31.992035	183.09697	231.85764	0	10.309236
No	SS253_RF7_01_7600	0	0	0	197.59508	73.72574	34.39903	816.6429	0	64.54494	0	229.45924	0	0	0	0	0	0	0	0	0	385.1814	745.52075	462.86884	54.454987	104.22699	0	325.31943	0	429.01938	1366.6432	0	0	89.40541	376.604	2.8769436	170.40529	230.46404	253.91774	166.58423	308.49194	135.85056	0	0	0	0	322.93686	44.26434	72.20435	194.04755	2.8911338	14.118478
No	SS290_RA11_01_7644	0	0	0	0	0	71.75409	226.22258	0	40.74002	0	0	0	0	0	0	0	0	0	0	0	0	0	42.860092	2.5450773	10.605774	0	88.99925	0	61.36097	117.84808	0	21.749495	0	97.97866	0	0	0	106.535225	69.070465	28.498655	18.227236	0	0	0	0	31.607937	20.114405	12.630243	18.120565	0	6.5883207
No	SS286_RA7_01_7640	0	0	0	65.58328	0	88.632614	271.6517	0	52.37027	0	0	0	0	0	0	0	0	0	0	0	0	0	61.320198	17.757605	16.73888	0	65.855804	0	75.45199	142.85475	0	43.451202	0	179.63579	0	0	0	109.35972	70.69569	10.925104	42.293377	0	0	0	35.722797	97.622925	9.150482	56.582363	23.930937	0	4.3903027
No	SS275_RH5_01_7624	0	0	3.5087986	246.78893	51.907944	49.435974	907.06323	0	182.49612	0	321.14862	0	0	0	0	0	10.480721	82.96009	0	0	153.9933	180.17883	109.536255	10.264966	64.9081	0	129.86313	0	234.2896	662.96155	206.45575	43.912346	0	416.1662	3.5323572	65.10693	0	195.08977	53.370857	47.455227	437.4338	0	0	32.807293	57.043495	257.6551	74.31892	84.688	34.936398	2.7204561	24.058414
No	SS282_RA3_01_7636	48.922066	0	0	27.712217	0	99.39789	171.51768	0	170.94427	0	0	0	0	0	0	0	11.072715	0	0	0	0	0	15.621364	3.53726	28.583843	0	75.20982	0	20.36436	39.21208	0	0	0	116.223175	0	0	0	131.44724	116.90874	65.83823	34.65226	0	0	0	70.39426	168.98077	18.072416	37.654514	50.973995	0	8.3652115
No	SS262_RG4_01_7610	170.84665	0	2.7550042	305.92188	0	150.00581	691.0263	162.79817	130.24419	0	191.87546	0	0	0	0	0	0	0	0	0	0	0	166.8879	23.02626	33.521324	0	141.61201	0	88.13666	116.20695	0	99.05333	0	487.22495	0	118.69958	91.87138	100.72547	38.34974	45.249992	86.68816	16.02932	0	0	72.47242	242.76352	55.926308	41.00293	16.672945	6.844142	16.314058
No	SS280_RA1_01_7634	53.19003	0	0	123.56901	0	99.559616	82.65693	0	246.49069	0	188.20683	0	0	0	0	2.6014295	0	0	0	0	0	0	12.090559	2.5844564	8.60641	0	74.37672	0	17.909126	0	0	0	0	51.15458	0	0	0	81.92335	74.21315	19.451996	26.367949	0	0	0	46.836357	62.26595	17.9422	37.791878	69.40656	0	15.723694
No	SS254_RF8_01_7601	0	0	0	206.49606	83.81714	67.6643	1014.8856	78.35497	75.515594	0	0	0	0	0	0	0	18.682457	0	0	0	986.82916	1666.8065	861.86945	71.85858	175.20738	0	396.25497	3.4880676	1619.4469	3463.2131	95.41841	0	36.662857	489.18124	16.198053	543.5935	328.72632	376.62015	0	637.8495	253.091	57.880474	0	0	0	277.976	73.22421	57.900013	98.233505	2.9000092	20.09928
No	SS265_RG7_01_7613	87.14589	0	3.310883	101.97898	17.145344	523.04865	337.5317	98.08243	488.62473	0	658.25146	0	0	0	0	0	0	0	98.3952	0	0	0	164.6558	43.249603	90.5913	0	248.30234	0	85.29999	69.709785	265.87985	80.41291	0	266.2477	0	70.54805	104.42385	277.7737	95.2127	143.45618	58.669968	23.16367	0	0	168.56218	192.20924	93.306694	49.154472	56.112236	0	42.844887
No	SS266_RG8_01_7614	1827.8971	0	54.312355	392.1485	0	476.02203	649.776	204.2983	267.48697	0	0	0	0	0	0	20.220146	0	0	0	0	0	0	56.82827	18.02929	97.40497	0	171.30275	0	116.60315	76.1707	53.917946	56.14072	0	243.42496	0	0	0	117.48203	73.00894	12.279671	82.88125	0	0	0	76.927284	100.15985	39.900604	44.549217	32.993626	0	28.497723
No	SS264_RG6_01_7612	34.172516	0	16.102638	313.46173	55.564922	97.7278	450.514	106.78991	232.61598	0	467.92325	0	0	0	0	0	20.970312	0	0	0	57.211494	0	202.37729	66.20587	83.33704	0	150.57332	0	75.074486	147.30223	233.2456	205.22183	0	470.61124	0	85.35388	141.71997	407.85785	188.82587	174.93373	137.89853	0	0	0	173.45401	348.0916	84.673096	109.292496	106.022705	5.3495946	40.045906
No	SS284_RA5_01_7638	0	0	0	121.49242	0	79.28475	309.07574	0	49.630035	0	0	0	0	0	0	0	0	0	0	0	0	0	34.670948	2.648695	6.808245	0	36.70073	0	24.840244	118.19747	0	0	0	25.199211	0	0	0	76.66886	51.787712	6.612725	48.294125	0	0	0	0	15.359546	4.1093025	4.5471153	8.235972	0	2.630484
No	SS270_RG12_01_7618	360.2192	0	8.046082	339.1098	33.66443	329.95676	513.849	245.78044	224.65186	0	560.55084	0	0	0	0	6.1501436	12.492592	0	0	0	0	0	153.0657	76.643776	284.45645	0	189.23541	0	195.95491	162.53915	279.58133	386.76862	0	813.10913	0	85.45128	124.66523	217.05292	150.67245	38.32374	122.83196	20.66375	0	0	333.68973	524.3501	63.981888	49.4514	92.86026	0	36.875458
No	SS236_RE2_01_7582	33.365524	0	29.507538	212.62505	18.002975	56.600037	506.75107	0	78.609955	0	0	0	0	0	0	6.459392	28.673828	0	303.1435	0	0	0	792.7304	223.7115	466.48688	0	368.1242	0	132.37215	280.18567	0	927.79846	0	1910.6207	5.0048847	79.44808	266.62918	564.2461	271.98694	103.37131	132.39163	52.03826	32.428806	32.97008	366.24924	641.427	25.656103	105.52165	247.58943	0	71.17374
No	SS292_RB1_01_7647	0	0	0	0	10.368991	39.766582	261.74463	0	114.503525	0	0	0	0	0	0	0	0	0	0	0	0	110.63048	39.448025	0	3.0184956	0	27.44553	0	53.092094	117.86537	129.86812	0	0	21.08022	0	76.84772	0	42.04825	10.291643	56.657066	54.97668	0	0	0	0	16.538052	37.231285	2.5891285	3.6467552	0	0
No	SS252_RF6_01_7599	10.047588	0	0	108.001335	70.374344	46.31823	579.90466	0	133.03671	0	0	0	0	0	0	0	0	0	135.665	0	245.34587	400.73227	311.64337	38.87014	47.910755	0	78.211044	0	297.7155	1076.5519	34.37005	185.5238	0	476.45184	0	107.57179	49.679344	158.73354	124.44825	191.86093	68.58366	0	0	0	89.69116	242.21284	40.389473	88.0101	104.256714	0	29.745594
No	SS267_RG9_01_7615	813.392	0	34.838238	739.7195	14.546756	442.08115	1237.537	564.2972	191.86046	352.36005	438.61813	123.85641	0	0	0	55.057716	3.0057406	0	0	0	0	0	90.30733	46.467754	91.33475	0	217.05527	0	52.698513	213.41188	68.399086	260.5729	0	284.83432	0	0	84.75519	181.3902	133.76328	28.946796	55.817783	9.042901	0	0	167.06873	277.76273	76.51789	57.72254	72.12109	2.8573875	17.029442
No	SS288_RA9_01_7642	7.764278	0	0	79.75606	0	32.625683	379.9105	0	59.60759	0	78.79645	0	0	0	0	0	0	0	0	0	0	0	88.72136	32.586525	35.796066	0	63.620014	0	50.36488	80.3977	0	77.993866	0	190.21608	0	0	53.048492	91.22577	69.788895	24.850344	67.13816	0	0	0	51.36654	65.7459	16.286064	52.424763	32.445972	0	14.314774
No	SS278_RH8_01_7627	38.341114	0	0	258.76047	0	169.52644	398.1678	99.08301	122.60074	0	355.19623	0	0	0	0	0	0	0	0	0	0	0	120.52146	2.9878807	9.997225	0	127.984886	0	55.820187	105.224625	0	0	0	154.0593	0	96.11772	0	174.50652	125.13892	138.33188	61.306183	0	0	0	43.420612	66.42198	36.79052	66.64742	47.122887	0	17.941635
No	SS300_RB9_01_7655	52.08776	0	3.0167508	91.41332	76.160324	78.01248	91.57019	0	149.61304	0	306.6635	0	0	0	0	0	0	0	0	0	0	0	49.441113	0	24.072842	0	90.07857	0	42.566757	44.260315	0	0	0	34.820194	0	65.69409	0	78.71191	2.4911354	52.267323	38.20457	8.915792	0	0	0	8.830626	28.13295	14.787228	7.5797553	0	5.8881626
No	SS289_RA10_01_7643	0	0	0	172.43607	0	18.743927	454.90027	0	15.799745	0	0	0	0	0	0	0	0	0	0	0	0	0	12.949569	0	10.815622	0	139.26604	0	4.0837708	0	0	65.763626	0	115.33888	0	0	122.07175	218.8067	149.69565	448.93906	42.159695	0	0	0	555.8295	732.9053	48.240265	211.52237	318.1212	0	3.288086
No	SS306_RC3_01_7662	18.1095	0	0	35.474613	0	89.985	0	0	101.527176	0	0	0	0	0	0	0	0	0	0	0	0	0	88.67279	13.66666	46.16818	0	99.62718	0	35.431236	53.962288	0	92.40115	0	268.3415	0	0	0	60.35697	0	5.5873756	66.83455	0	0	0	65.19872	94.03955	48.37957	10.853794	21.570755	0	9.790461
No	SS308_RC5_01_7664	67.39242	0	0	117.38311	0	39.77953	396.59537	0	63.221256	0	0	0	0	0	0	0	0	0	0	0	0	0	72.06212	11.444604	15.01255	0	70.488464	0	26.201344	24.597155	0	67.52432	0	64.00989	0	44.513023	0	66.78284	12.977474	16.825924	73.56292	0	0	0	40.517166	35.39489	25.861662	6.5041747	14.751203	0	5.6315846
No	SS291_RA12_01_7645	0	0	0	157.95854	0	4.1410527	336.05423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1630225	0	2.9551077	0	33.813835	0	5.810623	0	0	0	0	24.356674	0	0	0	45.636925	30.37627	113.834785	33.422657	0	0	0	194.28008	206.41003	14.276212	119.0309	151.90508	0	0
No	SS305_RC2_01_7661	63.767	0	3.0364141	74.80643	23.414501	125.23038	0	0	309.3553	0	0	0	0	0	0	0	0	0	0	0	0	0	72.07764	10.011383	82.02661	0	69.1254	0	69.00783	47.97431	42.11005	0	0	171.2068	0	0	0	71.27345	0	0	48.97355	0	0	0	0	78.595345	7.849117	3.0505352	10.022419	0	3.2454424
No	SS273_RH3_01_7622	26.236504	88.872986	0	0	39.11573	45.381485	0	0	216.0005	0	286.164	0	0	0	0	0	0	0	0	0	70.96573	0	5.8361087	3.029498	0	0	14.697521	0	2.4854193	0	0	0	0	3.9367094	0	0	0	26.530066	0	0	141.1618	0	0	0	0	2.8041096	7.271576	28.54834	2.749484	0	0
No	SS315_RC12_01_7671	14.3636	0	0	0	18.568438	55.915165	0	0	1175.2192	0	0	0	0	0	0	0	0	0	0	0	0	0	109.92147	5.2100663	24.852161	0	52.633152	0	2.6818	0	0	23.11832	0	188.46051	0	43.382362	0	43.31388	0	8.75936	29.738794	0	0	0	0	39.85416	23.375439	38.866215	8.959937	0	8.1664505
No	SS311_RC8_01_7667	129.14807	0	3.0184312	66.29993	0	39.84491	370.78265	0	224.87035	0	0	0	0	0	0	0	0	0	0	0	0	0	104.90023	2.8696117	13.467948	0	159.79964	0	14.360726	32.311176	0	29.73096	0	87.37029	0	72.48699	44.103516	35.976078	0	40.018456	20.078667	0	0	0	0	47.220993	25.000286	11.028734	9.820866	2.5298553	0
No	SS304_RC1_01_7660	54.327675	0	0	75.36595	30.666655	25.098864	185.20442	0	268.56415	0	0	0	0	0	0	0	0	0	0	0	0	0	58.88968	5.233816	28.042261	0	85.874054	0	23.091848	0	0	0	0	126.33733	0	54.388985	0	52.422073	47.829414	34.49833	30.439842	0	0	0	0	36.37369	7.8268976	12.982157	15.71163	0	9.784393
No	SS298_RB7_01_7653	43.255486	0	2.7180095	61.50729	150.70958	123.254616	326.24237	0	115.948006	0	357.44257	0	0	0	0	0	0	0	0	0	152.22333	0	157.47527	8.863998	42.038437	0	102.69151	0	57.038773	198.9131	144.42584	35.190376	0	244.30066	0	124.22797	37.828033	152.45856	81.688805	235.31407	192.06296	0	0	0	0	66.70702	49.57776	52.623505	8.696928	0	7.1605377
No	SS281_RA2_01_7635	0	0	0	169.49646	0	5.4429126	435.6137	0	60.60036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.151886	0	5.8040648	0	0	0	0	9.816111	0	0	0	112.42279	83.0452	142.58191	2.619629	0	0	0	56.668316	46.75815	9.942976	51.74302	57.56006	0	0
No	SS277_RH7_01_7626	93.784256	0	14.216303	568.8294	9.274603	544.5643	473.14893	202.58255	259.23102	0	119.46509	0	0	0	0	9.271297	68.067665	165.31407	251.55328	0	0	194.38998	264.7752	242.82114	467.05057	0	238.47302	0	131.3696	201.77841	76.676155	1200.5073	0	1421.2352	0	0	118.38806	375.0103	260.19632	43.64782	62.761715	19.024284	33.89192	0	515.6648	387.11908	8.204617	190.98672	305.10257	0	109.76245
No	SS269_RG11_01_7617	215.09254	0	11.5263605	249.16527	46.723316	397.29892	561.1954	99.32634	130.99606	0	519.1655	0	0	0	0	6.9313936	0	0	78.940605	0	0	0	138.804	37.89146	81.958206	0	144.3959	0	206.42574	204.97786	0	174.19415	0	358.03058	0	64.42319	153.18495	123.38104	98.67888	75.46186	69.052826	0	0	0	229.82124	399.47034	81.06322	74.618996	146.819	0	47.2557
No	SS294_RB3_01_7649	0	0	0	54.334297	18.629791	110.75849	84.073875	0	112.98693	0	0	0	0	0	0	0	0	0	0	0	0	0	114.28887	0	15.51399	0	85.162094	0	23.955627	35.86117	103.66462	0	0	73.20562	0	67.91823	0	83.565834	29.876476	60.790104	26.576912	0	0	0	0	27.205061	44.027596	13.196212	13.189551	0	3.575409
No	SS307_RC4_01_7663	16.403849	0	0	92.4833	0	62.593807	114.60289	0	115.04013	0	0	0	0	0	0	0	0	0	0	0	0	0	39.061653	25.71805	40.07458	0	40.291847	0	8.247559	0	0	82.99897	0	171.39752	0	0	0	53.871563	17.411674	10.683946	50.661736	0	0	0	55.933037	79.89414	14.554889	2.9503584	9.816963	0	6.266678
No	SS287_RA8_01_7641	0	0	0	257.66446	0	20.07653	577.5876	0	24.943323	0	0	0	0	0	0	0	0	0	0	0	0	0	29.113144	24.112114	62.753593	0	66.73061	0	15.405474	0	0	124.524185	0	226.4849	0	0	170.26529	168.26953	120.87315	428.6292	205.06932	0	0	0	1036.5164	1062.9628	58.615192	461.1533	640.7602	0	11.494974
No	SS250_RF4_01_7597	0	0	0	138.64966	40.111034	50.56447	725.0093	0	37.367363	0	0	0	0	0	0	0	0	0	119.33704	0	0	0	455.52002	61.42189	86.781944	0	97.398895	0	73.73862	344.23413	36.32896	464.14334	0	1234.1359	0	108.18602	172.5534	141.10956	122.63616	34.85162	87.6772	57.887	0	0	129.21652	366.766	34.98127	84.07446	77.59163	2.8795805	46.98745
No	SS211_RC1_01_7555	0	0	0	175.40898	41.322987	27.98394	744.3739	0	53.625774	0	0	0	0	0	0	0	0	0	0	0	972.1424	1835.9128	651.0264	172.46158	460.8406	0	120.22107	9.513933	1596.5854	4740.531	149.14189	0	84.64182	410.2507	6.99527	1251.0092	374.49405	241.91924	53.461548	108.28053	517.22644	54.870007	0	34.393246	0	305.49677	362.94693	179.19263	210.48271	2.7288437	29.899775
No	SS214_RC4_01_7558	0	0	3.8167577	483.02475	104.76025	70.826675	1092.0612	119.41847	81.368935	1226.8513	405.85687	0	0	0	0	2.6778767	3.1708755	0	212.11458	0	1007.626	2142.997	1735.714	213.26538	753.5462	0	141.95088	2.5989747	1606.2908	3981.3906	101.25246	358.3234	94.23808	484.32065	2.5903473	1227.3986	992.378	142.72714	103.95441	38.374245	665.51166	382.2053	32.17978	24.694353	84.98462	914.6952	379.60068	318.52426	238.30783	5.690384	14.226932
No	SS255_RF9_01_7602	0	0	2.805367	0	51.67569	119.724144	308.5525	0	138.27089	0	0	0	0	0	0	0	0	0	0	0	221.14647	0	91.48687	0	16.277609	0	145.49443	0	30.268616	21.06064	367.60925	0	0	74.10174	0	48.846165	0	114.32332	80.68699	10.550892	126.622986	0	0	0	0	35.87916	9.955036	4.9335337	2.7093015	0	9.35836
No	SS213_RC3_01_7557	0	0	3.9215565	355.25974	116.89896	96.05078	1534.9194	68.25707	123.96519	269.72394	273.93066	0	0	0	0	0	0	0	0	0	485.004	1149.5256	415.00925	43.860256	104.04558	0	188.13594	0	822.1884	2234.562	66.42219	206.50821	0	773.6093	0	278.0356	179.20068	122.711105	85.73629	171.33652	213.54367	48.00536	0	0	54.693855	313.57266	66.84412	82.33617	70.06026	0	16.720423
No	SS223_RD1_01_7568	0	0	0	219.9728	57.988266	17.444733	784.32886	0	21.579151	0	0	0	0	0	0	0	0	0	0	0	69.26543	0	279.93655	74.90602	129.8763	0	108.5656	0	235.0181	259.66373	0	186.80946	38.980442	613.44	2.5708952	65.59429	75.97297	395.4213	261.43524	81.73803	208.2456	0	0	0	44.091824	302.25378	32.82568	92.55597	190.81091	0	12.744756
No	SS215_RC5_01_7559	15.692888	0	20.322113	299.46695	72.36608	61.044777	1717.0061	90.86482	149.68549	0	334.78854	0	0	0	0	0	0	0	0	0	203.94087	341.7068	104.52711	23.629364	22.977463	0	86.568054	0	280.05954	663.53577	35.34674	67.229355	0	193.92365	0	44.589916	0	38.576164	38.576164	301.04294	107.52421	0	0	0	51.400566	91.42827	14.886432	24.466259	10.947842	0	14.302906
No	SS230_RD8_01_7575	28.119228	150.27129	0	0	6.1823063	84.06425	105.90463	0	61.867275	0	0	0	0	0	0	0	0	0	209.92117	0	107.49465	0	493.6018	81.63263	365.99646	0	182.13208	0	53.735218	72.861855	166.3933	464.14926	0	1703.5183	0	197.25633	188.7738	304.00262	70.202675	24.986778	267.94147	29.433891	26.08073	0	205.68683	424.4782	62.30734	72.38054	77.22391	6.320396	132.06712
No	SS187_RA1_01_7529	347.7504	0	45.49843	352.65717	6.012726	80.83105	784.9576	87.000595	64.14997	0	0	0	0	0	0	51.494823	13.229697	0	1183.4409	0	88.125305	501.4804	5399.4033	417.16107	5843.266	0	830.379	25.741192	239.84937	945.3538	63.38938	1215.4875	66.23512	7621.157	23.348372	6198.1665	2356.3186	909.235	385.64014	103.403114	816.1768	1534.8458	845.09894	1472.2124	369.58734	3060.684	1404.6963	153.80305	368.17035	104.04706	111.7966
No	SS231_RD9_01_7576	0	0	0	48.670944	0	103.55359	260.04504	0	26.761492	0	0	0	0	0	0	0	0	0	0	0	101.654724	0	79.78199	0	11.08804	0	107.214386	0	59.70404	104.17342	0	0	48.88309	179.2267	0	76.535416	0	110.83765	38.42624	0	89.991875	0	0	0	0	45.127377	28.329268	4.7611313	16.596283	0	2.8573875
No	SS228_RD6_01_7573	39.145874	26.250221	0	0	16.996986	49.42211	256.1	0	118.45159	0	334.92017	0	0	0	0	0	10.949245	0	98.00917	0	109.15225	0	284.99182	133.20808	318.30087	0	180.89954	0	27.824661	14.138687	90.40585	555.05475	0	906.9977	0	50.274956	101.99516	325.5882	44.386684	9.131312	196.86223	0	0	0	148.18231	222.13806	25.817577	34.99262	69.04187	0	19.037975
No	SS204_RB6_01_7547	0	0	2.6997633	189.0883	44.632195	62.142883	965.6819	0	178.558	0	276.03485	0	0	0	0	0	0	0	142.02766	0	40.104233	248.98537	555.2993	41.299816	145.17262	0	103.85161	0	93.419876	233.54608	0	45.03037	0	644.90234	0	304.84344	242.12076	146.4879	138.20659	244.87923	149.05142	32.205513	0	0	0	333.2067	81.169624	128.85114	170.10544	2.6874485	23.282223
No	SS210_RB12_01_7553	49.451706	0	26.14332	302.36594	123.046936	59.341972	1122.2292	109.78964	158.46527	0	338.75018	0	0	0	0	2.9146194	0	0	127.4203	0	234.49402	816.14294	308.47186	19.234707	42.593166	0	38.8852	0	584.06793	1923.2456	25.200743	57.828323	0	377.12415	0	79.959755	76.06275	154.68005	158.51154	191.23082	52.51705	0	0	0	0	183.99689	22.621777	74.56929	137.93695	0	5.875956
No	SS225_RD3_01_7570	15.902847	36.763992	0	0	27.13833	40.149372	92.31792	0	11.453207	0	0	0	0	0	0	0	0	0	0	0	65.52325	99.32345	322.0962	5.951271	115.96392	0	107.53012	0	41.61615	128.1622	0	0	0	562.14624	0	65.78148	180.639	57.75643	7.8608003	3.6417007	38.44214	7.9604588	0	0	0	305.68747	29.11005	3.9767303	69.61771	20.706676	2.6814866
No	SS229_RD7_01_7574	0	72.26137	0	78.34878	0	2.9543722	247.1186	0	56.359154	0	0	0	0	0	0	0	0	0	0	0	0	0	88.96098	4.096806	29.69172	0	64.995056	0	32.420403	49.653336	0	0	91.88154	194.31491	0	40.109722	0	86.53659	45.710094	8.910518	99.543884	0	0	0	0	58.017532	23.783585	12.147994	16.917881	0	3.295723
No	SS188_RA2_01_7530	0	0	0	336.84937	2.7158008	57.633617	1152.4181	104.43957	76.1703	321.24652	381.42474	0	0	0	0	0	3.7337618	0	0	0	153.48543	165.16084	335.6525	95.85319	235.40276	0	196.72319	0	181.44562	350.18027	101.83873	363.70364	0	1356.7515	3.0211868	46.31037	113.93999	219.60388	177.50717	304.39505	66.32584	0	0	0	114.408775	443.10785	4.7924247	15.187462	62.22619	0	32.4309
No	SS208_RB10_01_7551	0	0	0	280.4279	30.456808	39.13332	1163.0542	106.511986	117.037834	0	272.63696	0	0	0	0	0	0	0	0	0	182.6217	479.42188	204.26888	13.160276	32.494217	0	108.60789	0	272.00012	833.00446	0	44.663063	0	338.77133	0	70.226036	43.519524	203.62004	201.91605	146.96452	112.72904	0	0	0	0	144.60603	24.686632	66.31376	31.227554	0	4.677257
No	SS219_RC9_01_7563	0	0	31.10079	315.9405	91.28958	217.89813	1189.3414	77.98377	139.70929	0	297.2397	0	0	0	0	0	2.9069796	0	87.50434	0	223.00464	362.51236	342.48535	37.037598	128.19229	0	106.49997	0	328.48773	1284.8243	0	51.552948	0	501.81314	2.657258	88.222305	144.35802	96.20329	90.26797	123.87672	173.6289	50.198883	0	0	0	257.3522	57.702614	47.382442	55.85885	0	18.13414
No	SS216_RC6_01_7560	6.0204034	0	11.480829	453.80383	38.299416	30.269577	1595.661	99.36361	95.95679	0	349.2934	0	0	0	0	0	12.553887	57.750282	0	0	203.63216	563.6428	288.88925	72.121704	222.14902	0	75.27194	2.5626926	470.041	1613.0443	0	40.782112	0	615.8744	2.5309157	123.90353	124.43513	364.80304	109.338	451.8764	196.44603	51.80763	0	44.26499	0	280.1657	22.784138	80.01535	97.921524	4.1062474	19.07965
No	SS247_RF1_01_7594	32.408333	0	2.6827483	51.18395	8.612434	15.836908	0	0	82.02949	0	0	0	0	0	0	0	15.633635	0	0	0	0	0	261.2604	54.444893	284.0091	0	73.56251	0	14.628223	0	0	419.54028	0	1098.6492	0	68.22256	78.47469	101.64826	101.64826	46.54059	55.45614	0	0	0	153.25035	350.24817	23.651047	43.560635	52.072193	0	23.488018
No	SS221_RC11_01_7565	0	0	3.4762077	90.83904	40.05475	30.618847	773.0408	0	104.725876	0	0	0	0	0	0	0	0	0	0	0	101.136986	207.00697	225.42824	25.975471	40.23381	0	164.44711	0	138.40631	411.18634	0	54.431717	0	298.2437	0	71.66011	0	69.03731	71.2635	52.827972	120.11235	29.387611	0	0	50.855885	130.92249	30.208694	64.836464	107.29649	0	5.6209965
No	SS251_RF5_01_7598	0	0	0	154.17384	54.01869	57.474514	981.8936	67.992584	81.76943	0	0	0	0	0	0	0	0	0	0	0	175.09312	397.5963	116.82576	6.6838775	13.970876	0	50.479458	0	198.72011	747.40106	0	0	12.727744	181.49059	0	60.7295	0	102.07326	102.07326	303.13116	138.54773	0	0	0	0	96.927284	47.81226	87.12871	24.12109	0	7.117697
No	SS274_RH4_01_7623	58.9947	0	0	199.41135	3.2789898	79.60447	179.18796	0	435.09613	0	356.32953	0	0	0	0	0	0	0	119.64549	0	0	0	340.00427	24.161926	43.83846	0	69.52901	0	15.694559	0	41.349106	88.79172	66.34046	536.2031	0	145.69978	116.19754	95.036156	70.071075	24.213823	145.39203	24.590136	0	0	54.15438	203.36061	67.60359	79.855576	21.352243	0	33.71862
No	SS272_RH2_01_7621	38.712646	0	310.91623	70.90964	3531.9473	57.59795	530.2081	0	121.80618	0	343.3993	0	0	0	0	0	0	0	0	0	119.05192	195.21402	190.31645	18.409103	124.17098	0	189.01747	0	67.9896	100.32604	0	34.55029	0	259.49683	3.5636759	52.48639	45.041832	224.95241	41.944256	20.05026	70.5835	0	0	0	0	95.939514	44.199245	7.003586	26.266047	4.258893	4.2899313
