ATTRIBUTE_ADDGroup	filename	MS_482	MS_513	MS_1040	MS_786	MS_1945	MS_1595	MS_1496	MS_4153	MS_6091	MS_2871	MS_1053	MS_5008	MS_475	MS_4871	MS_9453	MS_5865	MS_8665	MS_6023	MS_7675	MS_9086	MS_5929	MS_9203	MS_9522	MS_6098	MS_7969	MS_9850	MS_8453	MS_5898	MS_8942	MS_9357	MS_5940	MS_8145	MS_8680	MS_8430	MS_8604	MS_6227	MS_7729	MS_9099	MS_7031	MS_9439	MS_9753	MS_6327	MS_8388	MS_8927	MS_6828	MS_9383	MS_8429	MS_8640	MS_5531	MS_7295	MS_8016	MS_8880
-	compound	Tyramine-C2:0	Putrescine-C6:0	Tyramine-C3:0	Cadaverine-C6:0	Leucine-C4:0	GABA-C6:0	Tyramine-C4:0	2-phenethylamine-C6:0	Amylamine-C9:0	Tyramine-C6:0	Tyrosine-C4:0	Leucine-C9:0	Histidine-C9:4	Putrescine-C14:0	Amylamine-C16:0	Putrescine-C16:0	2-phenethylamine-C14:0	Cadaverine-C16:0	Leucine-C14:0	2-phenethylamine-C15:0	Histamine-C16:0	Amylamine-C18:2	Amylamine-C18:1	Putrescine-C18:1	Alanine/Sarcosine-C18:1	Amylamine-C18:0	Valine-C16:0	Glutamic acid-C14:0	2-phenethylamine-C16:1	2-phenethylamine-C16:0	Spermidine-C16:0	Leucine-C16:1	Leucine-C16:0	Tyramine-C16:0	Valine-C18:1	Glutamic acid-C16:1	2-phenethylamine-C18:2	2-phenethylamine-C18:2	Glutamic acid-C16:0	2-phenethylamine-C18:1	2-phenethylamine-C18:0	Spermidine-C18:1	Leucine-C18:2	Leucine-C18:1	Glutamic acid-C17:1	Leucine-C18:0	Tyramine-C18:1	Phenylalanine-C16:0	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:0	Phenylalanine-C18:1
-	p-value	1.06E-07	2.06E-03	1.01E-04	0.090006289	2.08E-05	0.00282311	1.13E-05	5.86E-20	3.35E-14	5.17E-05	4.74E-03	1.34E-03	7.93E-05	0.00021938	8.58E-29	6.49E-15	7.55E-21	9.92E-14	2.50E-06	2.87E-10	2.82E-10	1.51E-09	1.03E-41	1.23E-12	7.48E-05	5.19E-10	1.64E-05	3.86E-05	1.04E-13	2.21E-32	1.61E-10	1.46E-15	1.64E-11	8.47E-11	1.15E-10	7.11E-16	3.00E-11	5.57E-05	1.47E-12	3.26E-40	9.02E-21	1.96E-09	3.48E-04	7.08E-08	2.95E-05	1.75E-01	3.49E-13	5.85E-06	5.88E-06	2.72E-28	1.88E-06	4.07E-06
-	adjusted p-value	1.89E-07	2.23E-03	1.20E-04	0.091771118	2.93E-05	0.002995953	1.67E-05	3.81E-19	1.45E-13	6.73E-05	4.93E-03	1.48E-03	9.59E-05	0.000253505	1.12E-27	3.07E-14	6.55E-20	3.88E-13	4.19E-06	6.23E-10	6.23E-10	3.02E-09	5.36E-40	3.99E-12	9.26E-05	1.08E-09	2.36E-05	5.15E-05	3.88E-13	3.83E-31	3.80E-10	7.60E-15	4.73E-11	2.20E-10	2.84E-10	4.11E-15	8.21E-11	7.06E-05	4.49E-12	8.49E-39	6.70E-20	3.78E-09	3.94E-04	1.31E-07	4.04E-05	1.75E-01	1.21E-12	8.99E-06	8.99E-06	2.83E-27	3.26E-06	6.61E-06
Day0	Plate17_54794_Soil_BA10_01_28356	0	0	0	0	0	0	0	0	0	0	19.22655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1716843	0	0	0	0	0	2.7904873	0	0	0	0	0	2.3740947	0
Day0	Plate18_61958_Soil_GB6_01_28519	0	0	0	0	0	0	0	0	0	0	1.8371595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1677351	0
Day0	Plate14_64930_Soil_BH10_01_27945	4.421131	0	3.903635	0	3.4018185	25.692482	5.485027	0	0	0	41.119267	4.0370445	0	0	0	0	0	0	0	0	0	0	0	0	6.2605977	4.5214577	0	0	5.6133337	1.7811823	0	2.552954	0	0	0	0	0	2.8276968	11.048322	0	0	0	0	0	3.653655	0	0	0	0	0	35.419533	0
Day0	Plate13_44014_Soil_GB6_01_27490	3.360495	0	9.242595	0	5.3929577	32.74514	14.922184	0	0	0	91.765305	0	4.388274	0	8.870045	0	0	0	0	19.03432	0	0	3.9410248	0	6.3919907	20.21361	7.1255465	3.8829625	0	0	0	0	0	0	0	0	0	4.735186	0	4.0099325	0	3.2452984	4.562231	0	33.6902	4.458742	0	0	6.4010696	3.9203534	0	0
Day0	Plate15_61258_Soil_BG6_01_28180	0	0	4.343954	0	4.2495203	5.0990877	6.0543823	0	0	0	37.652145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7970314	0	0	0	0	0	0	0	0	0	0	0	0	9.551201	0	0	0	0	0	3.5909843	0	0	0	0	0	13.723661	0
Day0	Plate18_45170_Soil_GA10_01_28510	0	0	0	0	0	2.3454964	0	0	0	0	2.491126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Day0	Plate10_64730_Soil_BF5_01_27783	0	0	3.553535	0	8.625956	8.625956	4.1948767	0	0	0	22.550167	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7044663	2.8746223	3.223989	46.85374	0	0	0	0	0	0	0	0	0	7.360628	23.697342	0	0	0	5.2256584	3.0927095	9.9922905	0	0	0	0	0	35.960976	3.515222
Day0	Plate10_64568_Soil_BF3_01_27781	0	0	3.6113026	4.239006	9.120605	18.87849	3.47923	0	0	0	21.12888	0	0	0	0	0	3.284216	0	3.572031	0	0	4.7614164	0	0	3.7626648	8.539194	0	48.67323	0	0	0	3.5002515	0	0	0	0	0	0	13.556705	0	0	3.9328556	0	3.4007692	12.897565	0	0	0	0	3.5853174	85.45366	3.9500608
Day0	Plate16_61652_Soil_GB6_01_28232	0	0	0	0	0	2.6954463	0	0	0	0	8.053848	0	0	0	0	0	0	0	0	0	0	0	0	0	2.343349	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4913404	0	0	0	0	0	0	1.6327562	0	0	0	0	2.8785925	0
Day0	Plate16_64174_Soil_GB11_01_28238	0	0	3.7903032	0	0	3.9338615	0	1.8295054	0	0	12.388195	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4830022	0	0	12.214813	0	1.1804533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.385147	0	5.1314125	0
Day0	Plate12_61814_Soil_GB5_01_27976	0	0	0	0	7.785671	3.5337389	4.3991904	0	0	0	12.345171	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2196126	2.9037743	0	0	0	0	0	0	0	0	0	0	0	1.7678156	10.011526	0	0	0	0	0	4.485306	0	0	0	0	0	12.623106	0
Day0	Plate10_61452_Soil_BH7_01_27818	0	0	6.295321	0	4.147521	44.684105	4.9954176	0	0	0	58.785072	0	0	0	0	0	0	0	3.7406445	0	0	0	0	0	4.588133	3.3984575	4.0424824	0	0	2.0658512	0	0	0	0	0	0	0	2.9681754	21.504955	0	0	0	0	4.8380947	4.9717426	2.7486563	0	0	0	4.189034	45.94272	3.995428
Day0	Plate15_63668_Soil_BG1_01_28175	0	0	3.5935392	0	3.7406256	7.7108293	4.066353	0	0	0	21.338375	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8009357	0	0	24.8038	0	0	0	0	0	0	0	0	0	2.0340157	3.3819401	0	0	3.5225964	0	0	5.217414	0	0	0	0	0	39.81127	0
Day0	Plate13_60502_Soil_GD4_01_27515	0	0	8.30727	0	6.2846045	40.662098	5.7912264	0	4.6393566	4.9337444	43.432243	0	0	0	3.1607733	0	0	0	3.3182015	0	0	0	4.0410533	0	14.9721155	31.084175	4.99643	8.531461	0	0	3.6254568	0	4.7929554	0	3.3569152	3.9300287	0	34.736042	63.48168	0	0	0	3.693425	5.0379725	10.671946	3.471003	0	3.3686337	0	27.74194	59.55482	5.5362015
Day0	Plate11_43452_Soil_GF9_01_27671	0	0	7.1541367	3.4679883	4.341548	16.6203	5.103114	0	0	3.4322133	13.791088	0	0	0	12.104824	0	0	0	0	0	0	0	0	0	5.941269	28.14439	3.532505	3.8789105	6.237736	0	0	0	4.755247	0	0	3.5472348	0	0	205.71152	0	0	0	5.949774	4.0982857	17.677456	2.8720279	0	0	0	7.8947835	98.89367	4.705204
Day0	Plate13_43652_Soil_GE9_01_27535	0	0	10.090129	0	6.2723517	19.789072	3.541249	0	0	0	27.188185	3.2876587	0	0	7.4858093	0	0	0	11.32346	0	0	0	0	0	4.3454456	27.450905	5.3738484	5.6667976	0	0	0	0	6.133004	0	0	0	0	16.404945	119.91002	0	0	4.9036636	4.061163	0	28.189442	8.947618	3.3182015	0	3.881625	4.0597196	89.02979	6.413213
Day0	Plate11_45828_Soil_Rerun_GE10_01_27667	0	0	6.412386	0	5.54602	30.183989	4.203768	0	0	0	39.012512	0	0	0	3.4053416	0	0	0	0	0	0	0	0	0	5.9946194	19.931519	3.2267144	0	0	0	0	0	0	0	0	4.5687065	3.8581	1.8353548	76.90379	0	0	0	0	2.0502505	10.164989	2.6214237	0	0	3.5547779	0	38.48761	2.210151
Day0	Plate13_43814_Soil_GE5_01_27530	3.5623374	0	18.14243	3.6712203	9.979843	41.437363	18.947906	0	0	4.2595353	50.941208	3.4630466	0	0	4.449925	0	0	0	4.2224836	0	0	0	0	0	14.810534	18.259426	0	3.501495	0	3.7209053	4.9760494	0	0	4.560612	0	4.436762	0	7.2017536	55.55729	3.4866333	3.4026213	0	4.5371037	5.626464	34.52881	3.1747475	3.8304944	0	4.15654	5.113979	102.31844	4.17133
Day0	Plate14_60696_Soil_BE4_01_27895	0	0	5.3855553	0	3.583722	10.313192	13.514263	0	0	4.0052795	57.029392	0	0	0	0	0	0	0	0	0	0	0	0	0	4.949812	1.9868588	0	0	3.8785887	0	0	0	0	0	0	0	0	2.311265	28.354858	0	0	0	0	0	8.58079	0	0	0	0	3.9203477	44.790432	0
Day0	Plate13_55188_Soil_GE3_01_27528	4.632781	0	9.137854	4.3975925	7.2176104	22.131771	18.56719	0	5.30439	3.816496	109.1476	4.6278496	3.218352	0	12.5984	0	0	0	9.227554	0	0	3.583374	0	0	5.349646	27.249716	5.4169817	6.135607	4.0270147	0	3.2103496	4.4789305	8.526769	0	4.6458855	0	3.5846786	14.298212	43.89329	0	0	3.3147054	0	5.9219913	23.813833	5.569624	0	0	6.201788	23.310862	88.89724	5.6420517
Day0	Plate13_54994_Soil_GF4_01_27543	4.1785593	0	6.165736	0	6.6757846	27.130085	4.735234	0	0	0	27.230145	0	0	0	7.8672237	0	0	0	0	0	0	0	2.4876833	0	7.0400476	18.07532	3.7142754	0	0	0	0	3.7506485	0	0	0	0	0	10.845024	102.94149	0	0	0	0	6.9447985	31.749527	0	0	0	0	13.319215	86.546265	5.5846386
Day0	Plate17_45400_Soil_BD6_01_28394	0	0	0	0	0	11.456699	0	0	0	0	5.1903	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1751428	0	0	0	0	0	0	0	0	0	0	0	0	0	8.874821	0	0	0	0	0	6.1280885	0	0	0	0	0	3.9797974	0
Day0	Plate14_60896_Soil_BC6_01_27869	0	0	7.717	4.2224836	0	28.810272	11.739372	0	0	3.4706025	76.96786	0	6.6245136	0	0	0	0	0	0	0	0	0	0	0	5.1031656	2.5297642	2.650081	0	0	0	0	0	0	0	0	0	0	2.7527122	31.53748	0	0	3.724823	0	0	0	0	0	0	0	5.547961	16.076862	0
Day0	Plate14_65124_Soil_BD7_01_27885	4.2997746	0	5.1030035	0	6.782939	32.515038	7.3478975	0	0	0	28.972355	3.4202647	0	0	0	0	0	0	0	0	0	0	0	0	4.2393637	1.5137787	3.828535	64.61214	0	0	3.3369935	0	0	0	0	0	0	3.9077814	3.599863	0	0	0	0	0	4.5724893	0	0	2.3524451	0	0	56.217503	2.3080182
Day0	Plate11_43272_Soil_GC7_01_27626	0	0	21.035236	0	4.0770226	11.870051	6.3041677	0	0	0	15.840804	3.4691799	0	0	6.4393597	0	0	0	0	0	0	3.8645325	2.4734197	0	8.245089	17.05406	5.674038	4.7233105	5.510708	0	0	3.4541082	0	27.98073	0	3.9134612	0	9.848103	158.91583	0	0	0	3.6306145	7.606539	33.322586	2.50662	0	0	0	8.714596	109.83636	2.415091
Day0	Plate17_54636_Soil_BE4_01_28407	0	0	0	0	0	7.958901	3.492815	0	0	0	5.460005	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3418233	0	0	0	0	0	0	0	0	0	0	0	0	1.0628979	13.154231	0	0	0	0	0	4.2915373	0	0	0	0	0	1.6835682	0
Day0	Plate10_25812_Soil_BC8_01_27744	0	0	22.393082	6.6411095	5.357196	17.472445	6.4929	0	0	0	22.803848	4.911543	0	0	0	0	0	0	4.1933913	0	0	0	0	0	6.298999	9.389551	0	0	0	0	0	0	0	0	0	0	0	11.050527	24.5944	0	0	0	0	4.6715117	13.846011	1.8675041	0	0	0	0	61.256744	0
Day0	Plate13_45524_Soil_GC10_01_27509	5.151988	0	15.170511	0	28.511276	26.132994	8.392118	0	0	4.430142	52.23282	0	4.0817547	0	19.273113	0	0	0	3.827813	0	4.5759845	0	3.2464528	0	10.786594	22.456509	3.4875546	4.025588	0	4.4118567	5.359949	3.218352	5.51326	3.8843787	0	3.6607876	4.436819	17.906796	45.169304	0	0	0	3.569458	5.9517646	14.278682	0	3.5200238	4.004266	4.851307	6.0267334	151.15318	5.9518147
Day0	Plate12_64368_Soil_GD9_01_28081	0	0	3.6280086	0	5.0993986	17.22202	4.155084	0	0	3.5275161	43.329132	4.4352055	0	0	0	0	0	0	0	0	0	0	0	0	2.8053946	1.3370132	1.7119803	0	0	0	0	0	0	0	0	0	0	1.4247751	11.571598	0	0	0	0	0	3.438305	2.5999546	0	0	0	0	5.15903	0
Day0	Plate18_62064_Soil_GE9_01_28565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Day0	Plate14_45686_Soil_BB3_01_27853	0	0	5.7933083	0	4.82436	37.347435	6.3629827	0	0	0	62.96302	0	0	0	0	0	0	0	3.430995	0	0	0	0	0	10.77089	0	2.6484604	0	0	0	0	0	0	0	0	0	0	5.1811333	58.465103	0	0	0	0	5.4394913	7.0600033	2.3666897	0	0	0	0	51.901123	0
Day0	Plate12_55550_Soil_GG2_01_28041	0	0	11.276865	0	31.54706	49.58322	8.047594	0	0	3.2958198	19.758827	0	0	0	0	0	0	0	0	0	0	0	1.3402643	0	2.4731731	0	0	0	0	0	0	0	0	0	0	0	0	2.133876	22.761044	0	0	0	0	1.2914686	8.070557	0	0	0	0	0	14.006028	0
Day0	Plate12_25222_Soil_Rerun_GH3_01_28085	0	0	0	0	0	0	0	0	0	0	14.86138	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6804366	1.3204708	0	0	0	0	0	0	0	0	0	0	0	0	14.693143	0	0	0	0	0	0	0	0	0	0	0	17.214725	0
Day0	Plate15_61094_Soil_BF11_01_28172	0	0	0	0	0	9.671091	3.5808916	0	0	0	26.076088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0241802	0	0	0	0	1.8551273	25.10252	0	0	3.2080958	0	0	4.5322723	0	0	0	0	0	13.8453665	0
Day0	Plate10_25416_Soil_BA6_01_27713	3.6657393	0	9.175425	0	4.1889915	6.095868	4.343208	0	0	0	11.604498	0	0	0	0	0	0	0	0	0	0	0	0	0	6.213348	5.2839437	0	0	0	0	0	0	0	0	0	0	0	0	34.181953	0	0	0	0	4.0829372	9.477405	2.0253234	0	0	0	3.2908533	52.304615	3.3935008
Day0	Plate10_25724_Soil_BB3_01_27724	0	0	6.590886	3.6670327	6.9841146	17.129267	7.095015	0	0	0	56.750443	3.3405569	3.690691	0	2.5538054	0	0	0	3.8366961	0	0	0	0	0	4.286636	11.304142	2.742342	0	0	0	0	0	0	0	3.2137792	3.5350654	4.525106	4.4362907	74.63772	0	0	3.6133325	2.8013659	11.203757	30.2996	0	0	0	0	0	60.10136	2.380163
early	Plate14_65144_Soil_BE9_01_27901	0	0	10.33759	4.7733307	13.564063	18.305992	14.203625	0	0	3.275206	24.782404	3.337027	4.9524918	0	0	0	0	0	0	0	0	0	0	0	5.3380785	3.7575326	2.87551	35.156353	0	0	0	0	0	0	0	0	0	0	5.4516234	0	0	0	3.0706406	1.6163979	9.080825	0	0	0	0	3.3086538	50.58574	0
early	Plate16_65126_Soil_GB10_01_28237	0	0	0	0	4.8317423	13.746804	3.3863983	0	0	0	38.274338	0	0	0	0	0	0	0	0	0	0	0	0	0	3.169735	0	0	26.621645	0	0	0	0	0	0	4.584968	0	0	0	4.3142376	0	0	0	0	0	7.072506	0	0	2.352966	0	0	12.931597	1.9223263
early	Plate11_25742_Soil_GG6_01_27681	0	0	4.7537117	3.7781396	11.645073	30.030312	6.732923	0	0	0	10.853182	0	0	0	4.5742826	0	0	0	0	0	0	0	0	0	3.450815	18.851646	0	6.6427307	0	3.5186052	0	0	0	0	0	11.684039	0	2.4271805	467.9421	0	0	0	3.0349236	4.2224836	12.368928	0	0	0	3.635855	8.0493145	4.5576477	5.226411
early	Plate12_61976_Soil_GA3_01_27961	0	0	5.1156206	3.2464335	8.3798275	10.174055	9.221104	0	0	0	10.051332	0	3.42319	0	0	0	0	0	0	0	0	0	0	0	3.3014774	2.345848	0	6.9217434	1.9193573	0	3.2697515	0	0	0	0	0	0	1.3667679	6.4945517	0	0	0	0	0	0	1.8992548	0	0	0	0	11.681752	3.5792732
early	Plate12_60516_Soil_GA1_01_27959	0	0	6.513628	0	0	13.030068	3.3156633	0	0	0	22.532635	3.0913668	3.8772202	0	0	0	0	0	0	0	0	0	0	0	4.171777	0	0	0	0	0	0	2.564311	0	0	0	0	0	3.7034812	8.346571	0	0	0	0	0	0	0	0	0	4.5014143	0	8.348444	0
early	Plate12_64786_Soil_GA10_01_28067	0	0	13.71939	0	4.431922	17.119795	4.2288566	0	0	0	9.382397	0	0	0	0	0	0	0	0	0	0	0	0	0	4.523512	0	1.8202331	25.032438	0	0	0	0	0	0	0	0	0	3.0837154	4.8999786	0	0	0	0	0	12.057722	0	0	0	0	0	25.398144	0
early	Plate12_55390_Soil_GF3_01_28069	0	0	6.047725	0	6.638596	9.070707	6.8942714	0	0	3.3358335	5.622754	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7806573	7.0461035	0	0	0	0	0	0	0	0	0	0	0	0	13.324863	0	0	3.3121452	0	0	0	0	0	0	0	0	15.418776	0
early	Plate11_61454_Soil_GG4_01_27679	0	0	6.6160088	4.624585	8.546349	14.635459	4.1433372	0	0	4.236002	12.889842	0	0	0	4.2194924	0	0	0	5.5046206	0	0	0	6.705916	0	6.946644	14.284069	0	0	0	0	0	0	0	0	0	0	0	0	45.130814	2.7691956	0	0	0	0	8.01384	2.7968478	0	0	0	24.880005	37.0784	2.8650784
early	Plate16_64190_Soil_GD11_01_28267	0	0	0	0	0	6.856185	0	0	0	0	9.604968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8974018	0	25.096443	0	0	0	0	0	0	0	0	0	0	7.8254886	0	0	0	0	2.7525187	3.0052428	0	0	0	0	0	15.708531	0
early	Plate11_44028_Soil_GF10_01_27672	0	0	5.8445177	0	5.4852133	22.426802	8.738883	0	0	0	44.018566	3.6639318	0	0	3.2046967	0	2.2536728	0	0	0	0	0	2.8629494	0	4.848996	6.578267	4.534734	2.785266	4.2943854	0	0	3.2194953	0	0	0	0	0	8.02755	17.765738	0	0	0	0	1.7889714	3.861735	0	0	2.8023338	0	6.4449387	10.213263	0
early	Plate14_61076_Soil_BE11_01_27903	0	0	11.46994	0	0	20.383057	9.34605	0	0	0	29.20359	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8328886	0	0	0	0	0	0	0	0	0	0	0	0	5.2306128	23.758919	0	0	0	0	1.6824317	13.21894	0	0	0	0	0	62.918934	4.5028753
early	Plate13_64404_Soil_GD7_01_27519	0	0	18.837372	0	8.807462	18.232069	25.20412	0	7.334593	3.3676548	35.78521	3.2664952	0	0	16.538214	0	4.7032833	0	3.765335	0	0	0	3.6463795	0	5.861044	35.595722	3.3792229	0	5.385314	0	4.1550627	0	4.174082	0	4.0256696	3.4630466	3.339365	8.439569	16.099243	0	0	0	0	5.8984914	27.751225	0	0	0	0	4.161013	48.79547	4.4649935
early	Plate11_25472_Soil_GH6_01_27695	0	0	6.9916306	3.8553824	6.1849117	24.983616	4.225509	0	0	0	34.793972	0	0	0	27.608395	0	0	0	3.465535	0	0	2.2535253	23.590662	0	5.7339916	12.203547	3.1090188	0	3.1651258	7.5589514	0	0	0	0	5.680991	4.1904206	3.4159648	0	59.899258	2.8467875	0	0	0	0	7.141453	1.9354925	0	1.9536958	0	4.9873	23.358694	3.9203534
early	Plate11_43274_Soil_GH5_01_27694	0	0	4.8966713	0	4.3911486	15.317598	3.6592908	0	0	0	28.604347	3.2452655	0	0	2.4393182	0	0	0	0	0	0	0	0	0	3.4718199	14.918365	0	0	0	0	0	0	0	0	0	0	3.2498717	9.098993	43.261044	0	0	0	0	4.1095734	6.9968386	0	3.4171748	0	0	3.6476684	39.56496	0
early	Plate16_61634_Soil_GD7_01_28263	0	0	0	0	0	14.399336	0	0	0	2.5480056	8.430538	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1695883	0	0	0	0	0	0	0	0	0	0	0	0	0	8.682262	0	0	0	0	0	0	0	0	0	0	0	6.773311	0
early	Plate11_64116_Soil_GG10_01_27686	4.482141	0	23.489544	0	12.670631	26.341526	6.7493143	0	0	0	50.102253	0	4.0156603	0	3.815627	0	0	0	0	0	0	0	2.4624825	0	20.46082	23.377012	0	48.495678	0	10.156174	3.6712017	2.9937387	0	0	0	5.3219643	0	4.2194796	16.052895	0	0	0	2.1657972	2.6645331	15.56311	0	0	2.9529948	0	0	57.445877	3.6865458
early	Plate12_54814_Soil_GF5_01_28030	0	0	0	0	3.6696382	11.509447	3.364215	0	0	0	28.216866	0	0	0	0	0	0	0	0	0	0	0	0	0	8.899984	2.5285358	2.7221775	3.751192	0	0	0	0	0	0	0	0	0	4.5063543	20.200449	0	0	0	0	0	4.5612154	0	0	0	0	0	50.101704	1.1827397
early	Plate13_45848_Soil_GA7_01_27478	4.2603207	0	8.633451	3.8982239	7.8852406	29.459772	5.7427464	3.3990252	0	0	31.236536	0	0	0	12.546875	0	0	0	4.75205	0	0	3.811452	0	0	0	39.365993	5.184679	6.206194	0	3.8811493	3.3616884	7.988653	3.764	0	0	3.9494362	4.4885387	4.18745	151.48666	0	0	0	3.7781205	5.5126047	21.228617	0	4.153586	0	4.5670877	7.8988724	249.77582	5.6950693
early	Plate13_45094_Soil_GB4_01_27488	3.585929	0	12.540535	5.1103315	8.501519	19.129917	20.549063	0	0	0	42.542988	3.3098555	0	0	13.215721	0	0	0	0	0	0	0	4.7669263	0	7.789537	31.450832	4.9332404	4.5242195	0	7.4929676	0	0	0	0	3.2172415	0	3.680314	4.9001427	96.76526	4.4242687	0	0	3.256814	4.7319274	40.139168	6.403064	0	3.6099992	4.0391235	6.480849	108.45414	5.3921843
early	Plate17_55590_Soil_BC1_01_28375	0	0	0	0	0	17.338085	4.074985	0	0	0	24.007904	0	3.45289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.891335	9.84436	0	0	0	0	0	0	0	0	0	0	0	2.479507	0
early	Plate12_25834_Soil_Rerun_GH2_01_28084	0	0	4.720969	0	5.2027135	5.2027135	3.8761175	0	0	0	12.731569	0	3.9743147	0	0	0	0	0	0	0	0	0	0	0	3.1768417	5.1682296	2.1339107	0	3.691821	2.13208	0	0	0	0	3.214056	0	0	0	52.874622	0	0	0	0	0	4.4459896	0	0	0	0	0	12.888901	0
early	Plate17_63595_Soil_BC5_01_28379	0	0	4.8783116	0	3.8218646	0	13.5744295	0	0	0	4.6612544	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4316788	0	0	0	0	0	0	0	0	0	0	0	0	1.8794143	16.658688	0	0	0	0	0	0	0	0	0	0	0	1.9236631	0
early	Plate14_63650_Soil_BE1_01_27892	0	0	4.5767775	3.4407415	4.9725785	19.951544	8.337117	0	0	0	55.704426	0	0	0	0	0	0	0	3.7866592	0	0	0	0	0	3.2717514	1.9041281	3.2138882	41.48278	0	0	0	0	0	0	4.0412846	0	0	8.294081	4.175564	0	0	0	2.3638258	5.748391	6.103835	0	0	0	0	3.332287	67.109116	0
early	Plate12_43454_Soil_Rerun_GH11_01_28086	0	0	0	0	3.7378213	3.7378213	0	0	0	0	19.7135	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3600006	4.0739737	0	0	0	0	0	0	0	0	0	0	0	0	67.78224	0	0	0	0	1.9032354	8.854216	1.5773392	0	0	0	3.5459747	28.220879	0
early	Plate13_62012_Soil_GH5_01_27573	0	0	10.473892	0	15.687237	24.282547	9.354137	0	4.3050747	0	44.22065	0	0	0	8.227016	0	0	0	0	0	0	0	0	0	10.06523	26.020792	0	30.394932	0	4.6852875	9.486826	0	3.8403482	0	0	0	0	9.531069	8.118076	0	0	0	0	6.9745274	24.239874	3.180645	0	0	0	7.4468436	57.57753	2.9929981
early	Plate17_55498_Soil_BB9_01_28369	0	0	4.0606527	0	4.4824314	5.232505	0	0	0	0	11.718919	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4046717	0	0	0	2.4198046	0	0	0	0	0	0	0	0	0	8.3627615	0	0	0	0	1.1691256	2.6450384	0	0	0	0	0	2.1723955	0
early	Plate13_25848_Soil_GD6_01_27517	0	0	4.592233	0	10.939125	10.939125	4.3976145	0	0	0	49.788418	3.4431782	0	0	20.913109	0	3.552239	0	3.412335	0	0	0	3.4153118	0	3.3924065	13.732863	4.664559	0	0	2.4947891	0	0	0	0	0	0	0	8.911375	88.289925	0	0	0	0	0	19.979717	4.156461	0	0	0	5.0578747	111.298065	4.3787985
early	Plate17_54528_Soil_BC3_01_28377	0	0	0	0	0	2.944193	0	0	0	0	13.006304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7463207	0	0	0	0	0	0	0	0	0	0	0	2.9950705	0
early	Plate15_61472_Soil_BC2_01_28120	0	0	0	0	0	9.352693	0	0	0	0	19.443983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4049644	1.7360344	0	0	0	0	0	0	0	0	0	0	3.8857722	22.7737	0	0	0	0	0	3.4459434	2.7435684	0	0	0	0	22.349667	0
early	Plate15_64944_Soil_BC11_01_28130	0	0	6.1121607	0	4.9948535	7.710765	0	0	0	0	22.925571	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7604742	0	0	0	0	0	0	0	0	0	0	0	0	0	6.214223	0	0	0	0	3.6438618	4.046259	1.9680419	0	0	0	3.9992094	13.436628	0
early	Plate11_64406_Soil_GD6_01_27638	0	0	8.276455	0	4.5139494	31.381565	9.880795	0	0	0	50.781837	0	0	0	8.22646	0	0	0	5.551602	0	0	0	6.146649	0	10.760443	24.424265	8.304781	6.90897	0	0	3.9771352	3.7589743	0	0	0	3.2476015	0	12.988264	37.310383	0	0	0	0	7.38422	7.9519844	2.3893719	0	0	0	5.397892	69.001495	0
