ATTRIBUTE_ADDGroup	filename	MS_482	MS_513	MS_1040	MS_786	MS_1945	MS_1595	MS_1496	MS_4153	MS_6091	MS_2871	MS_1053	MS_5008	MS_475	MS_4871	MS_9453	MS_5865	MS_8665	MS_6023	MS_7675	MS_9086	MS_5929	MS_9203	MS_9522	MS_6098	MS_7969	MS_9850	MS_8453	MS_5898	MS_8942	MS_9357	MS_5940	MS_8145	MS_8680	MS_8430	MS_8604	MS_6227	MS_7729	MS_9099	MS_7031	MS_9439	MS_9753	MS_6327	MS_8388	MS_8927	MS_6828	MS_9383	MS_8429	MS_8640	MS_5531	MS_7295	MS_8016	MS_8880
-	compound	Tyramine-C2:0	Putrescine-C6:0	Tyramine-C3:0	Cadaverine-C6:0	Leucine-C4:0	GABA-C6:0	Tyramine-C4:0	2-phenethylamine-C6:0	Amylamine-C9:0	Tyramine-C6:0	Tyrosine-C4:0	Leucine-C9:0	Histidine-C9:4	Putrescine-C14:0	Amylamine-C16:0	Putrescine-C16:0	2-phenethylamine-C14:0	Cadaverine-C16:0	Leucine-C14:0	2-phenethylamine-C15:0	Histamine-C16:0	Amylamine-C18:2	Amylamine-C18:1	Putrescine-C18:1	Alanine/Sarcosine-C18:1	Amylamine-C18:0	Valine-C16:0	Glutamic acid-C14:0	2-phenethylamine-C16:1	2-phenethylamine-C16:0	Spermidine-C16:0	Leucine-C16:1	Leucine-C16:0	Tyramine-C16:0	Valine-C18:1	Glutamic acid-C16:1	2-phenethylamine-C18:2	2-phenethylamine-C18:2	Glutamic acid-C16:0	2-phenethylamine-C18:1	2-phenethylamine-C18:0	Spermidine-C18:1	Leucine-C18:2	Leucine-C18:1	Glutamic acid-C17:1	Leucine-C18:0	Tyramine-C18:1	Phenylalanine-C16:0	Glutamic acid-C18:1	Glutamic acid-C18:1	Glutamic acid-C18:0	Phenylalanine-C18:1
-	p-value	1.06E-07	2.06E-03	1.01E-04	0.090006289	2.08E-05	0.00282311	1.13E-05	5.86E-20	3.35E-14	5.17E-05	4.74E-03	1.34E-03	7.93E-05	0.00021938	8.58E-29	6.49E-15	7.55E-21	9.92E-14	2.50E-06	2.87E-10	2.82E-10	1.51E-09	1.03E-41	1.23E-12	7.48E-05	5.19E-10	1.64E-05	3.86E-05	1.04E-13	2.21E-32	1.61E-10	1.46E-15	1.64E-11	8.47E-11	1.15E-10	7.11E-16	3.00E-11	5.57E-05	1.47E-12	3.26E-40	9.02E-21	1.96E-09	3.48E-04	7.08E-08	2.95E-05	1.75E-01	3.49E-13	5.85E-06	5.88E-06	2.72E-28	1.88E-06	4.07E-06
active	Plate11_25272_Soil_GE3_01_27649	0	0	14.801173	0	8.88508	8.180892	5.03435	0	0	0	25.494293	0	0	0	8.453991	0	0	0	4.914819	0	0	0	6.08191	0	7.300704	30.800287	4.6695995	0	0	2.5661888	3.2206059	0	0	0	0	0	0	3.4741673	132.71744	3.1081724	1.8093214	0	2.783477	6.211732	21.092365	0	0	0	0	10.887327	64.871956	2.8458881
active	Plate11_45540_Soil_GD8_01_27641	0	0	10.934446	0	12.186988	21.289965	4.4555774	0	0	0	10.440038	0	0	0	4.8667316	0	0	0	0	0	0	0	2.1228027	0	9.47693	24.151478	0	0	0	0	0	0	0	0	3.827272	0	0	9.121627	92.306114	0	0	0	0	2.6590466	27.07661	0	0	0	0	11.820535	65.555016	6.377472
active	Plate12_63792_Soil_GE6_01_28018	2.266797	0	3.8421035	0	3.7010865	16.883595	8.195724	0	0	3.3273292	36.386467	0	0	0	0	0	0	0	0	0	0	0	0	0	8.200928	0	0	3.5984325	5.273988	0	0	0	0	0	3.4056244	0	0	3.4775462	4.026203	0	0	0	0	3.2324529	3.3654337	0	0	0	0	4.2982125	27.713114	0
active	Plate12_43308_Soil_GE4_01_28016	0	0	0	0	3.580503	7.0949793	7.804804	0	0	0	9.230352	3.585577	0	0	2.6596894	0	0	0	0	0	0	0	0	0	3.9523256	4.54408	1.9640336	0	0	0	0	0	0	0	0	0	0	2.6428585	23.386684	0	0	0	0	3.9903884	3.804016	0	0	0	0	0	27.119587	0
active	Plate11_25798_Soil_GB11_01_27616	3.8004255	0	7.187042	0	5.988037	23.809704	3.7577043	0	0	7.3096633	61.96248	5.920887	9.50489	0	64.13801	0	0	0	6.3234434	3.4237504	0	9.837963	61.823135	0	7.7052116	32.80075	4.542389	3.7156594	3.4112334	16.805836	0	0	3.1949544	0	4.9699903	20.944769	5.10478	3.6976504	107.953835	11.212075	2.8862495	0	0	0	15.643529	2.3199134	3.690691	4.8499465	3.67095	54.37423	71.44748	4.2845435
active	Plate12_64426_Soil_GD11_01_28010	3.2469163	0	6.3041997	0	0	14.70652	9.900047	0	0	0	25.64424	0	3.3203363	0	0	0	0	0	0	0	0	0	0	0	5.544007	6.093232	0	0	0	0	0	0	0	0	0	0	0	5.936128	28.514002	0	0	0	0	0	0	0	0	0	0	0	38.54394	0
active	Plate12_64642_Soil_GD10_01_28009	0	0	0	0	3.2908368	6.95352	5.14832	0	0	0	10.90527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2737026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.9214	0
active	Plate11_54864_Soil_GC4_01_27622	7.294802	0	5.082941	0	6.3910723	35.157974	4.326432	0	0	0	16.670795	3.3005095	0	0	15.592678	0	0	0	0	0	0	0	11.221045	0	14.512915	27.550304	0	0	0	3.8324833	0	0	3.279625	0	4.6052275	0	3.338214	6.94726	45.173576	0	0	0	0	11.293325	9.623563	2.9662075	3.9118767	3.9272738	3.359509	19.257196	58.429546	4.667256
active	Plate11_25474_Soil_GB2_01_27606	0	0	15.023016	0	4.326432	25.325233	12.626515	0	0	5.534112	47.380013	5.081249	0	0	7.4705653	3.783989	0	0	9.120063	0	0	0	0	0	12.303006	30.22827	3.665245	7.904642	0	0	4.581611	3.8914948	4.2723646	0	0	5.516267	0	8.736223	127.85242	0	0	0	8.395607	12.269932	11.791019	10.128545	3.5894094	0	4.4147797	6.9710608	135.8366	4.2041883
active	Plate11_60552_Soil_GD3_01_27635	3.4377732	0	10.953429	0	6.080146	22.135456	13.576857	0	0	4.4666824	24.527077	4.490316	0	0	3.8769937	0	2.8644447	0	5.0592995	0	0	0	2.6704102	0	11.782107	26.162535	1.880413	0	0	0	3.6318455	11.994043	0	0	3.0486166	0	0	0	49.2245	2.237259	0	0	0	0	14.920373	2.1679406	0	0	0	5.4279685	44.550156	0
active	Plate10_64836_Soil_BF11_01_27790	4.5451565	0	5.4246645	0	5.3053617	18.406733	0	0	0	4.4948688	15.46588	4.2640233	0	0	2.8878021	0	0	0	0	0	3.3298855	0	0	0	6.041626	4.0010767	0	57.828587	0	0	0	0	0	2.7542396	0	0	0	10.459796	26.674465	0	0	0	3.0759466	0	8.56835	3.603138	0	0	0	3.6515486	96.09268	0
active	Plate11_55064_Soil_GC8_01_27627	3.4940324	0	17.382414	0	7.3684015	8.655918	9.954654	0	0	0	27.69995	0	0	0	4.234741	0	0	0	0	0	3.4152374	2.5223923	10.493799	0	17.099598	17.148438	3.9081395	0	0	3.5223174	0	0	0	3.2534766	3.2838607	5.4376197	3.6120558	3.4835172	71.85373	2.7955909	0	0	0	10.271313	12.718785	0	0	9.726175	0	5.349646	32.69068	2.659558
active	Plate11_25281_Soil_GD2_01_27634	0	0	14.24935	5.294404	5.7353706	92.10984	6.9343896	0	0	6.136098	73.950096	0	0	0	7.897084	0	0	0	3.8285851	0	0	0	9.230318	0	3.2320707	20.036575	4.510284	0	0	6.257886	0	2.9358006	4.610853	0	0	3.7866592	0	2.9316158	109.98604	0	0	0	4.044138	3.753451	35.40203	0	3.5433838	0	3.5500288	5.1356564	41.2795	3.577851
active	Plate12_64858_Soil_GD8_01_28007	0	0	7.633179	0	6.879869	5.68304	5.2355175	0	0	0	10.92477	0	0	0	0	0	0	0	0	0	0	0	0	0	6.3854814	0	3.7325954	4.989538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.7226305	0	0	0	0	0	25.105139	0
active	Plate11_43328_Soil_GH11_01_27702	0	0	3.997811	3.5598173	3.9493961	14.726452	5.22255	0	0	4.047735	13.921789	4.191906	0	0	3.0705957	0	0	0	3.3005095	0	0	0	0	0	5.8362103	11.031855	0	3.7867556	0	0	0	0	0	0	3.5089195	3.4310298	0	5.9795284	82.922615	0	0	0	0	4.6695156	14.220176	0	0	3.3488445	0	3.226322	55.905342	0
active	Plate12_64640_Soil_GA4_01_27962	0	0	5.04457	0	0	10.926331	6.5487523	0	0	0	18.03706	3.064393	0	0	0	0	0	0	0	0	0	0	0	0	5.5185184	3.4796882	2.2909966	16.995312	0	0	0	0	0	0	0	0	0	6.6673565	10.28046	0	0	0	0	6.1659355	13.630766	1.796638	0	0	0	3.9704247	39.861275	3.142584
active	Plate11_44066_Soil_GH1_01_27690	0	0	17.623629	0	4.762048	22.014572	6.246583	17.364086	5.6594696	3.3942027	39.732407	3.9964128	0	0	40.95513	0	3.6829815	0	7.756392	0	0	0	54.38968	0	5.8755116	41.015133	3.9395828	4.9132366	8.196055	9.605377	7.5871296	25.896475	6.1395006	3.438305	0	0	0	6.0666237	236.98691	8.929987	3.3101072	0	0	12.862228	21.677607	4.0712686	8.715525	0	3.827813	88.33217	227.01012	8.149866
active	Plate11_60538_Soil_GH8_01_27699	3.8150861	0	3.2757745	0	6.3304696	29.039371	12.547614	4.477632	0	0	62.32174	4.570279	0	0	9.772509	0	0	0	0	0	0	2.9312296	5.72136	0	6.5917397	25.60297	0	3.702447	0	11.288349	3.5751035	0	0	0	0	4.2139626	4.1743836	3.5942924	40.079178	0	0	0	3.8250926	0	10.599113	1.599555	0	0	3.269975	33.835796	58.03102	0
active	Plate11_25796_Soil_GD10_01_27643	0	0	4.897263	0	14.486444	12.219255	0	0	0	0	41.613644	3.9370363	0	0	19.944725	0	0	0	12.788023	0	0	3.0475712	3.2421227	0	9.34243	21.562723	6.709461	0	0	0	3.3760078	7.0549617	3.0055904	0	0	3.3559542	0	0	170.75108	0	0	0	0	3.6799216	7.447175	0	2.8209925	2.4526563	0	4.5644827	77.50511	2.9697647
active	Plate12_64892_Soil_GA2_01_27960	0	0	4.127076	0	3.2896602	5.8415623	0	0	0	0	23.743729	0	0	0	0	0	0	0	0	0	0	0	0	0	8.977871	6.1048427	2.8068328	13.248096	0	0	0	0	0	0	0	3.5947895	0	7.8027153	11.1464615	0	0	0	0	0	9.886379	0	0	0	0	0	93.84122	2.6480103
active	Plate11_64678_Soil_GD1_01_27633	4.2851686	0	13.166976	0	11.682274	17.719265	6.8540883	0	0	0	54.518883	0	0	0	11.997783	3.4838648	0	0	3.3358169	0	0	4.009941	12.730986	0	17.684008	20.06753	0	75.09131	6.643009	6.6596775	4.3347416	0	0	0	5.1447105	3.3547692	3.857659	5.2614527	50.664425	3.214736	0	0	0	4.557995	33.59298	0	0	0	0	8.280171	150.23642	3.4940314
active	Plate13_44030_Soil_GA4_01_27474	3.2252114	0	4.576008	3.703803	7.9016886	31.106642	3.4063025	4.3586125	3.790212	0	98.18049	0	0	0	15.237125	0	0	0	0	21.223713	0	0	14.485733	0	15.132278	23.230982	0	0	0	0	0	3.784838	3.928675	0	0	0	0	5.9006457	0	0	0	3.2194953	4.8662205	0	0	0	0	0	8.457705	5.536118	0	0
active	Plate12_54688_Soil_GG10_01_28070	0	0	3.5524964	0	9.331224	9.995214	4.1934443	0	0	0	28.019798	3.966219	0	0	2.5338936	0	0	0	0	0	0	0	0	0	0	4.888647	0	0	0	0	0	0	0	0	0	0	0	0	48.54387	0	0	0	2.4826531	0	4.2569447	0	0	0	3.409195	17.98453	18.702007	0
active	Plate13_45864_Soil_GB11_01_27496	3.6868043	0	12.625475	0	14.103766	52.439594	6.067297	0	3.7781205	3.48417	49.545933	5.951825	6.476778	0	6.239956	0	0	0	7.13783	0	0	0	0	0	5.592367	31.159231	5.935067	0	0	0	0	0	4.4766903	8.11203	0	7.605878	3.247181	7.5962467	169.29758	3.1865573	5.2566223	0	0	6.86277	32.941326	0	0	3.5581028	3.3792229	10.567089	75.22889	4.853655
active	Plate13_25776_Soil_GH7_01_27576	0	0	20.19861	0	13.324471	30.34229	11.226996	0	0	3.3628988	70.66316	3.2453313	0	0	8.197155	0	0	0	5.1755	0	3.4569483	4.2913313	0	0	3.438305	31.654778	7.329445	3.8196518	0	0	4.540325	9.758149	3.18501	3.2653353	5.009098	0	0	14.455607	273.00128	0	0	0	4.275475	11.440411	37.83761	0	0	7.565672	3.6672227	10.599079	114.4501	5.973291
active	Plate10_25364_Soil_BE1_01_27764	0	0	3.8954535	0	0	4.730226	3.4804826	0	0	0	29.930916	0	0	0	4.5932245	0	0	0	0	0	0	0	1.9412994	0	5.964432	6.1479955	0	0	0	0	2.0638323	0	0	0	0	0	0	0	51.98837	0	0	0	0	3.5572915	12.146277	0	0	0	0	0	27.076935	2.6400375
active	Plate13_55030_Soil_GD9_01_27521	0	0	9.612703	3.7658677	21.776217	27.91567	11.861125	3.6592722	0	0	23.50671	5.1645374	0	3.819161	20.696297	0	0	0	5.1665945	0	0	0	3.7469082	0	4.910507	28.269596	5.278946	4.0668964	6.350608	0	4.780657	0	3.3005428	0	3.6592722	0	8.290058	8.195329	143.23572	8.773641	0	0	3.8083463	4.1964045	33.702164	0	0	2.2151952	0	18.867859	120.360954	9.539894
active	Plate14_61128_Soil_BA10_01_27847	0	0	13.136404	0	13.693754	12.647952	9.5397	0	0	0	40.587536	0	5.1501474	0	0	0	0	0	0	0	0	0	0	0	11.649138	4.928734	3.7862198	0	0	2.6608086	0	0	3.094192	0	0	0	0	8.966747	57.631348	0	0	0	0	2.4263208	10.911852	2.9572048	0	4.408538	0	5.9169145	27.265907	0
active	Plate10_61704_Soil_BB1_01_27722	4.060632	0	4.1770744	0	10.884526	13.918477	5.797414	0	0	0	27.120605	3.8211122	0	0	12.364871	0	0	0	0	0	0	0	25.603516	0	5.8117833	7.2539186	3.2923136	4.7672205	0	0	3.6247866	0	0	0	4.2241693	5.155633	0	4.1530724	94.23311	2.5360265	0	3.2411838	0	0	9.6862335	2.1905518	0	0	5.607068	139.46922	77.46571	1.703757
active	Plate10_25778_Soil_BD10_01_27760	0	0	3.4008007	0	3.532505	11.450691	7.1255827	0	0	0	33.018944	0	0	0	0	0	0	0	3.787525	0	0	0	0	0	12.881857	4.528244	0	0	0	0	0	0	0	0	3.5501647	0	0	4.788886	117.55711	0	0	0	0	0	9.261723	0	0	5.628458	0	4.121214	90.811485	3.9715345
active	Plate13_64694_Soil_GH4_01_27572	0	0	14.357604	3.5686374	26.771374	49.624054	25.382229	3.9272814	8.126405	4.5451336	77.60711	7.0865755	0	0	12.068005	0	0	0	0	0	0	0	3.285232	0	8.867737	28.792053	3.3158484	34.85431	9.995947	0	3.505225	0	0	0	3.764724	4.2094383	6.2700987	5.703147	20.069178	0	0	3.2194953	10.2864895	4.2285347	17.30442	3.6000237	0	4.9819927	5.3881245	3.5719948	43.819954	5.8453174
active	Plate13_64856_Soil_GF1_01_27540	0	0	14.863972	0	13.049691	50.36021	5.6459713	0	0	8.499068	45.660046	0	0	0	6.048294	0	0	0	8.384124	0	0	0	7.631205	0	0	28.593328	11.377581	60.97267	0	0	0	0	5.1620636	0	3.2251654	0	4.629493	8.994095	66.235725	0	0	0	4.667773	7.1623993	37.597168	2.7498755	0	13.714294	0	4.723493	149.60785	0
active	Plate10_64822_Soil_BD3_01_27752	0	0	10.01696	4.589002	10.290972	9.668915	4.30125	0	0	3.232038	52.586563	0	0	0	0	0	0	0	0	0	0	0	0	0	5.166321	7.577139	0	60.756413	0	3.3539414	0	0	0	0	0	0	0	7.8892612	12.688515	0	0	0	3.1030831	0	46.80722	2.1646056	0	4.6463842	0	0	104.8188	0
active	Plate13_43870_Soil_GF6_01_27545	3.368848	0	7.8638916	3.6608062	6.0224	21.916817	5.8403788	0	3.3533354	4.232998	109.32346	0	3.612074	0	6.4378386	0	0	0	3.5872154	15.518404	0	0	6.203991	0	6.5376964	12.516399	3.2194953	0	0	0	0	5.350436	3.8885093	0	0	6.629284	0	4.280031	12.923345	0	0	0	8.905177	0	33.393444	0	0	0	4.647529	9.682084	4.1462746	0
active	Plate14_60718_Soil_BA4_01_27840	0	0	5.0597963	0	7.106479	40.247833	4.6866894	0	0	0	13.946213	0	0	0	0	0	0	0	3.485405	0	3.7012856	0	0	0	8.791649	0	3.983933	0	0	0	0	0	0	0	0	0	0	14.210257	39.08952	0	0	0	0	3.232984	18.725285	0	0	0	0	3.9729447	44.371025	0
active	Plate13_44064_Soil_GE7_01_27533	0	0	5.364321	3.6920962	17.196138	15.801624	4.4728985	0	3.2899952	3.2711017	49.952995	4.9559712	3.512685	0	47.189747	0	0	0	5.088558	0	0	4.4304533	76.985756	0	13.387953	61.155857	0	12.409433	3.311142	4.5275393	3.5446787	5.875051	7.534051	0	0	12.472998	0	17.402916	193.8324	3.4643083	3.0374603	0	3.219528	8.503967	28.427553	3.1406422	0	4.0185347	0	63.25599	299.28586	6.32598
active	Plate13_45884_Soil_GD1_01_27469	1875.6865	1398.9905	2222.9958	1572.0355	6100.617	214.40733	10022.875	6363.52	2621.3147	711.7747	218.407	42.499863	82.02899	110.80703	7579.0312	197.44467	391.0306	143.43947	332.98386	277.97702	40.620735	4797.768	19525.229	368.50098	1095.9971	1243.7335	549.9989	34.742683	402.54037	499.41727	546.75494	1058.7543	472.9492	126.38106	922.30414	43.219444	73.713905	408.4541	375.9528	1287.7449	60.97883	28.132072	617.8374	1506.2184	48.12369	21.01153	249.17575	237.81355	217.06357	187.2759	34.57048	259.4792
active	Plate10_25366_Soil_BB6_01_27727	0	0	0	0	3.5574853	6.6239405	0	0	0	0	21.839615	0	0	0	6.7451506	0	0	0	4.496658	0	3.444935	0	1.7986078	0	9.559362	3.5490966	0	4.4303393	0	0	0	0	0	0	3.6600804	5.7019615	0	3.8063338	411.0946	0	0	3.753705	0	4.4206166	7.433771	0	0	0	0	29.978027	119.55161	0
active	Plate10_43508_Soil_BD6_01_27755	0	0	6.109175	3.971336	5.4481754	19.317316	11.053745	3.990406	0	0	40.779575	0	0	0	0	0	0	0	0	0	0	1.6799927	0	0	5.0504217	3.7128105	0	0	0	0	0	0	3.4364958	0	0	7.334367	0	10.20343	57.6017	0	0	0	4.5779586	0	13.098848	0	0	0	0	29.301437	75.6528	4.5440006
active	Plate13_25580_Soil_GE10_01_27536	4.0377088	0	18.127575	3.4915624	5.78715	22.472485	10.119	4.068057	0	3.6750884	45.046177	4.7554693	3.438305	0	16.049469	0	0	0	4.017067	0	0	0	16.045849	0	15.198775	34.00612	4.577612	5.8321304	0	0	0	4.56385	0	0	0	5.2119865	0	10.827665	210.14513	2.46377	0	0	3.8678956	6.474475	13.461094	2.8647363	0	3.3965707	9.603183	4.847869	205.57385	4.6987476
active	Plate10_25560_Soil_BD11_01_27761	0	0	3.3429198	0	6.572754	11.331614	0	0	0	0	13.371651	0	0	0	4.0478253	0	0	0	0	0	0	0	0	0	4.491022	4.354494	2.3269172	0	8.583179	0	0	2.9923682	0	0	3.4990437	0	0	1.8754971	57.452442	0	0	0	3.2656178	5.8315916	4.7455034	2.0970707	0	0	0	3.231268	47.500328	0
active	Plate13_45526_Soil_GF5_01_27544	0	0	17.699657	0	7.753452	10.673433	14.785792	3.2711017	9.8675	0	55.14041	0	0	0	5.7329636	0	0	0	0	0	0	3.2349672	0	0	7.646962	25.384624	0	0	0	0	0	0	0	0	4.3239937	3.610036	4.746993	6.1870747	257.12732	0	0	0	3.6347342	7.85735	26.551466	3.7916565	0	3.790212	0	5.546048	122.71988	3.6177464
active	Plate10_25598_Soil_BC2_01_27737	12.832895	0	0	0	6.2178	20.959349	4.191967	0	0	0	12.641615	0	0	0	0	0	0	0	0	0	0	0	0	0	13.657633	5.860125	0	2.8601074	0	0	0	0	0	0	0	0	0	0	344.9365	0	0	0	0	0	31.805573	5.810335	0	0	0	0	2.5639665	2.630694
active	Plate10_25526_Soil_BB9_01_27731	0	0	0	4.0906296	4.553581	11.315905	5.135682	0	0	0	22.690449	2.4035068	3.1978202	0	0	0	0	0	0	0	0	0	0	0	5.1866446	11.175428	0	0	0	0	0	3.0625176	0	0	0	0	0	0	136.81972	0	0	0	0	0	13.228014	2.455387	0	2.9631162	0	4.1518393	79.78569	1.8078303
active	Plate10_25904_Soil_BB5_01_27726	3.688106	0	3.950932	6.5654345	3.713058	17.82106	12.765061	0	0	3.42319	33.68115	0	0	0	3.1629982	0	0	0	0	0	0	0	0	0	8.561361	2.837925	0	0	0	0	0	4.023366	3.6080475	0	2.8612924	0	0	5.020811	103.78525	0	0	4.052	3.8274121	7.1998816	7.121141	0	0	2.7612805	3.6815786	3.4200096	130.48366	0
active	Plate10_43706_Soil_BB2_01_27723	0	0	6.853675	0	15.606995	17.592007	5.5735345	0	0	0	94.30269	3.7380075	3.5112872	0	72.82125	0	0	0	4.2437935	0	0	0	87.73184	0	6.7616343	23.068819	3.3226728	5.8241	0	13.521564	2.97727	3.4304845	0	13.122435	3.4046555	5.7237663	0	6.295321	273.5589	30.274755	4.342844	5.1048317	0	9.676371	10.682289	3.592362	0	3.3239222	3.9607267	87.582054	164.97531	3.9510012
active	Plate10_64820_Soil_BB7_01_27729	3.2617455	0	7.2630906	0	12.352097	27.575058	10.18277	0	0	0	16.281473	0	0	0	2.4211826	0	0	0	3.923118	0	0	0	0	0	6.080177	8.947762	3.8753026	43.671646	0	0	0	3.6670697	3.1785464	0	0	0	0	13.035709	35.62638	0	0	0	0	6.955533	39.741325	2.035428	0	6.0650024	0	3.4765048	90.14568	2.551334
active	Plate13_45866_Soil_GH6_01_27574	2.943415	0	5.8437586	0	14.045185	22.537987	4.8575835	0	0	0	18.095448	0	0	0	4.4325857	0	0	0	4.5425873	0	0	0	0	0	5.6520104	24.059078	3.8843184	3.3984146	6.0884643	4.2679768	0	0	6.6411552	0	5.54932	4.4492292	0	8.551248	140.23059	0	3.4686584	0	0	11.187086	18.27532	0	0	0	5.463608	3.9227402	83.01426	4.6473513
active	Plate10_43724_Soil_BC3_01_27738	4.4066477	0	4.1594715	0	4.503	11.675991	9.44964	0	0	0	47.13299	3.3369935	0	0	8.012204	0	0	0	7.9466553	0	0	0	19.575634	0	7.790022	14.4408455	3.8774133	3.4814465	0	3.0756226	0	3.4789932	0	0	0	3.6049366	0	3.339313	131.8638	0	0	3.2388973	3.5922527	6.657582	26.570606	2.3989248	0	3.8339925	0	15.651077	75.16468	0
active	Plate10_25858_Soil_BD4_01_27753	0	0	4.805909	0	3.9356427	7.65829	0	0	0	0	25.239054	0	0	0	3.0073586	0	0	0	0	0	0	0	0	0	8.350739	8.357453	3.5212576	0	0	0	0	0	0	0	0	0	0	1.9308519	53.90871	0	0	0	0	0	16.273258	2.8549728	0	0	0	0	44.590477	3.7524862
active	Plate13_45830_Soil_GH3_01_27571	0	0	6.496486	0	17.068905	41.33278	4.82896	0	0	0	26.608635	3.3121586	0	0	20.41963	0	0	0	15.235308	4.705	0	0	5.981635	0	4.0634823	31.112106	0	4.7806225	6.480849	4.0668964	3.2721508	6.405609	5.4068565	5.0524926	0	6.5895042	0	5.386533	194.91962	0	0	0	0	6.0479207	26.124374	0	4.4745064	4.537058	4.172163	61.952545	155.5451	6.1165
active	Plate13_60572_Soil_GH1_01_27569	0	0	6.474508	0	20.631235	50.17677	9.304754	0	0	8.044482	15.312891	0	0	0	3.430153	0	0	0	3.9438286	0	0	3.6266713	0	0	7.7729645	16.081953	7.1000943	0	0	0	0	3.2418437	3.7493515	0	5.4012084	3.3629158	3.8033297	14.47653	94.27697	3.7386837	0	0	5.21514	4.6615953	10.903776	3.315423	0	3.2994096	0	10.998219	166.67505	0
active	Plate13_45850_Soil_GF2_01_27541	3.248753	0	20.001245	0	8.127141	21.902496	12.556006	0	3.7155938	3.8259008	43.698612	3.533721	0	0	6.777292	0	0	0	3.2350001	0	0	0	0	0	12.597063	37.066353	5.58902	4.3096123	0	3.7719727	0	3.284154	10.28691	4.570796	0	0	4.1536283	5.6729093	175.35258	0	0	0	4.5809126	8.125214	24.100237	3.3204103	0	4.0156403	6.3024635	12.386559	135.31613	5.098237
active	Plate10_43294_Soil_BC5_01_27740	0	0	5.618782	3.3334973	7.0314646	18.091629	0	0	3.2013416	0	21.413658	0	0	0	0	0	0	0	0	0	0	3.6916816	0	0	11.2338295	4.333637	0	0	0	0	0	7.9709635	0	0	7.532706	0	0	8.388784	62.417007	6.3004265	0	0	0	3.2070465	6.4655437	1.9093623	0	3.1076233	0	3.841549	85.09397	0
active	Plate13_43670_Soil_GA9_01_27480	0	0	15.588112	4.147662	18.434359	26.89003	9.4210415	4.408493	10.18683	3.6476684	145.89543	0	4.6695747	0	6.6316967	0	0	0	3.4496233	13.903275	0	0	18.146378	0	0	18.210745	3.812851	4.0918565	0	0	5.5028973	3.288827	0	0	0	0	0	0	4.2990103	0	0	4.0640507	5.333313	3.2453313	14.061798	0	0	0	11.657578	9.013271	5.5243855	0
active	Plate10_43490_Soil_BC1_01_27736	3.6631894	0	7.6828303	0	8.70359	10.086635	5.03388	0	0	0	5.916655	0	0	0	1.9141083	0	0	0	3.23893	0	0	0	0	0	0	2.8676414	0	0	0	0	0	0	0	0	0	0	0	3.880887	31.307804	0	0	4.001069	0	2.5232592	4.785714	4.4517193	0	0	0	0	30.105331	0
active	Plate10_25546_Soil_BA11_01_27719	0	0	3.856299	0	0	7.8056574	4.2569876	0	0	0	16.631573	0	0	0	0	0	0	0	3.674708	0	0	3.6369858	0	0	3.8914948	5.365038	0	4.8396826	0	0	0	0	3.4719849	0	0	0	3.1971467	3.797563	158.08345	0	0	0	4.0105276	3.0684233	17.538958	0	3.666597	0	0	3.5691516	76.19503	0
active	Plate10_43474_Soil_BD8_01_27758	0	0	3.8690286	0	4.3741198	4.3741198	3.6241167	0	0	0	23.977251	0	0	0	0	0	0	0	0	0	0	0	0	0	11.548311	6.6201515	2.788418	0	4.0534763	0	2.8678417	0	0	0	0	3.3099654	0	0	50.302513	0	0	3.278719	0	3.2564964	9.230809	4.0362015	0	0	0	0	54.421417	4.579644
active	Plate13_64440_Soil_GC2_01_27500	12.318286	0	47.386986	3.7613297	13.183909	77.38119	17.222717	4.0712686	13.738348	15.657594	59.279533	5.785097	4.3882627	0	7.9580827	0	0	0	4.314825	3.519988	3.990779	5.7870913	0	0	12.217392	11.950579	3.849928	13.3917465	9.30814	3.212636	0	3.9999847	0	4.094802	4.485306	0	4.777317	13.788664	59.700363	3.8898468	3.3334742	0	5.88383	7.391975	21.784367	3.9836454	4.671464	4.3080854	4.708338	13.123042	70.55631	5.2658615
active	Plate13_25544_Soil_GC9_01_27508	5.652008	0	16.499613	0	9.349346	34.470318	8.483982	0	0	3.7875056	70.50146	3.5274982	0	0	15.943998	0	3.8982239	0	4.6897306	0	3.727207	0	3.3756113	0	0	27.439882	9.844107	5.3119	0	0	0	8.181194	15.744069	0	0	4.5477076	3.8802874	10.353293	146.56036	3.1850529	4.9402	0	4.4164248	5.0814	49.543724	3.5172176	0	0	3.6318822	4.613101	111.22869	4.912285
active	Plate10_25294_Soil_BB10_01_27732	5.7016735	0	4.6843624	0	6.537195	24.416477	5.355302	0	0	0	41.416325	3.690691	0	0	0	0	0	0	0	0	0	0	0	0	9.1819725	15.018906	4.8891835	0	3.7563586	0	0	3.164686	0	0	3.3867133	2.7788374	0	3.6225271	92.79297	0	0	0	0	2.4092646	9.016385	2.7624607	0	3.397213	0	0	39.6002	3.4353714
