filename	MS_670	MS_1030	MS_6449	MS_717	MS_894	MS_453	MS_3590	MS_6872	MS_1191	MS_4169	MS_5010	MS_1341	MS_2942	MS_4813	MS_9355	MS_3517	MS_7760	MS_2118	MS_2112	MS_6466	MS_8239	MS_243	MS_1526	MS_1109	MS_2936	MS_5981	MS_5279	MS_4449	MS_7579	MS_9944	MS_13162	MS_8475	MS_5106	MS_8386	MS_8541	MS_877	MS_10867	MS_15189	MS_972	MS_9095	MS_9008	MS_10855	MS_5534	MS_12717	MS_4361	MS_12600	MS_14651	MS_18006	MS_5683	MS_4689	MS_20130	MS_13564	MS_15990	MS_5921	MS_13221	MS_18173	MS_15659	MS_16381	MS_23208	MS_23827	MS_18694	MS_20828	MS_23228	MS_22550	MS_23818	MS_31692	MS_24091	MS_25781	MS_29668	MS_26402	MS_32495	MS_22927	MS_24288	MS_29361	MS_19344	MS_23521	MS_31275	MS_32587	MS_28216	MS_32710	MS_20454	MS_31008	MS_32449	MS_18921	MS_24129	MS_31931	MS_19854	MS_23328	MS_32041	MS_28713	MS_30343	MS_23695	MS_32983	MS_23188	MS_31397	MS_27981	MS_30083	MS_30655	MS_32048	MS_37395
compound	Putrescine-C2:0	Cadaverine-C2:0	Cadaverine-C2:0	Histamine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Putrescine-C4:0	2-aminovaleric acid-C2:0	Histamine-C3:0	N-acetylputrescine-C2:0	N-acetylputrescine-C2:0	N-acetylputrescine-C2:0	Putrescine-C5:0	Putrescine-C5:0	Alanine/Sarcosine-C5:0	Aspartic acid-C2:0	Tyramine-C2:0	Histamine-C4:0	Histamine-C4:0	N-acetylcadaverine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Lysine-C2:0	Glutamic acid-C2:0	Threonine/homoserine-C4:0	Dopamine-C2:0	Histamine-C5:0	Histamine-C5:0	N-acetylcadaverine-C3:0	Cadaverine-C6:0	Leucine-C4:0	Methionine-C3:0	Spermidine-C5:0	Histamine-C6:0	Histamine-C6:0	3-methylhistidine-C2:0	Cadaverine-C7:0	Leucine-C5:0	Spermidine-C4:0	Spermidine-C4:0	Serotonin-C2:0	Methionine-C4:0	Tyrosine-C2:0	Cadaverine-C8:0	Lysine-C5:0	5-methoxytryptamine-C2:0	Phenylalanine-C4:0	Tyramine-C6:0	L-DOPA-C2:0	Histidine-C5:0	Leucine-C7:0	N-acetylcadaverine-C7:0	Cadaverine-C10:0	Arginine-C5:0	Tryptophan-C3:0	Leucine-C9:4	Histamine-C10:0	Methionine-C9:4	Tyramine-C10:1	Tyramine-C10:0	Histamine-C12:0	Putrescine-C14:0	Putrescine-C16:0	Histamine-C15:0	Cadaverine-C16:0	Leucine-C14:0	Histamine-C16:0	Putrescine-C18:0	Valine-C16:0	Cadaverine-C18:0	Leucine-C16:0	Histamine-C18:2	Histamine-C18:1	Valine-C18:2	Spermidine-C16:0	Lysine-C16:0	Methionine-C16:0	Leucine-C18:2	Leucine-C18:1	Leucine-C18:1	Arginine-C15:0	Tyramine-C18:2	Tyramine-C18:1	Spermidine-C18:2	Lysine-C18:2	N-acetylcadaverine-C18:1	Spermidine-C18:1	Lysine-C18:1	Methionine-C18:2	Phenylalanine-C18:3	Phenylalanine-C18:2	Arginine-C18:1	Serotonin-C18:1	Arginine-C18:0	Tryptophan-C16:0	Tyrosine-C18:2	Tyrosine-C18:1	Tryptophan-C18:2	Tryptophan-C18:1	Serotonin-C20:0
P2_G3_Sample_X3145946	0	6061252	98320.18	49888.996	12200000	8039868.5	117334.27	0	4044906.2	0	0	0	2506338.2	17566.443	0	0	458462.25	0	1421145.2	810768.44	1725244.2	0	0	0	0	27505.56	1247968	288305	306284	151477.12	0	0	0	0	42761.99	0	0	0	0	0	0	0	0	0	0	0	0	116587.17	0	0	0	18451.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460.91306	0	0	0	0	0	0	0	0	0	0
P1_C8_Sample_X3145594	0	2220566.2	162156.23	0	0	6903420.5	54802.797	32481.002	385686.12	0	0	0	6649041.5	44667.223	0	0	65919.76	33504.523	0	3381342.2	1868109.5	0	371395.16	0	0	58746.51	0	0	1183260.4	7304.8643	0	0	0	0	0	175573.05	0	0	0	0	60925.156	0	4307.6836	17390.96	41590.992	0	0	0	0	0	0	0	6502.5586	0	3068.974	19816.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4740.5737	0	0	0	0	0	0	0	0	0	0	21403.182	0	0	0	0	0	0	0	0
P3_C9_Sample_X3143677	0	3162151.5	53730.723	361693.06	0	3614501.2	41647.406	0	563910.75	0	0	0	941071.44	94434.08	0	0	0	0	347985.22	274914.88	471097.75	0	0	0	66329.66	0	500601.2	0	0	13153.442	0	0	0	0	0	0	8117.8794	0	0	0	0	0	0	5216.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2093.9124	242947.62	60048.473	1078463.4	0	868535.2	136350.42	86524.82	600938.56	21837.541	25260.307	340548.6	7076.1885	4544.0537	0	0	0	51447.586	0	32447.303	7343.148	0	10098.631	0	0	20063.852	177334.22	0	7261.673	155766.34	13193.809	0	33850.96	0	10118.794	0	0	0	0
P3_A12_Sample_X3148348	0	0	0	0	1822893.2	0	0	0	1152845.9	0	0	0	0	0	0	0	0	0	1839769.5	0	0	0	0	0	0	0	1226404.2	67275.04	0	9599.429	0	0	0	0	418015.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24307.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51401.246	0	0	0	0	0	13917.147	11205.314	0	0	0	0	0	0	8285.763	17298.02	0	0	0	0	0	0	0	4462.5923	0	0	0	0	0	0	0	6476.3335	0	0
P3_A6_Sample_x3147873	0	25500000	420924.8	0	2532930.8	32300000	132369.48	0	354185.34	1082405.6	0	0	2727996.8	71764.06	0	0	0	0	0	6967856	1377684	0	0	0	0	0	0	8953.199	899172.2	18032.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36616.598	0	0	0	0	0	0	2456.533	2702.235	32426.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9739.449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_D10_Sample_X3159933	0	2878203	42812.953	0	0	3861728	0	0	0	0	0	0	1415345.4	0	0	0	0	0	0	865681.94	486432.56	0	0	0	0	0	0	0	0	27471.168	0	0	0	0	0	0	0	0	501009.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4585.0244	0	0	0	0	0	0	0	0	0	0	6249.3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4_B1_Sample_X3158092	0	12600000	119900.71	121210.83	6461882.5	12800000	86859.664	0	6382155	0	0	0	1935330.4	58320.38	0	0	63630.51	0	1957125	1687058.6	1537784.8	1527144.1	0	0	0	0	1276000.9	12038.469	781704.56	8554.086	0	208489.94	6502.6694	0	22372.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22652.596	7299.592	34247.266	4278.9443	5660.13	0	3950.392	1087.4309	0	0	0	0	0	0	0	0	0	0	0	0	8588.901	0	0	0	0	0	0	11309.799	0	0	0	0	0	0	0	0	0	0	0	0	18726.111	0	0	0	0	0	0
P3_B1_Sample_x3157679	0	5240081.5	20978.783	0	0	5594433	0	0	0	99292.34	0	606322.4	0	0	0	0	0	0	0	73166.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9390.629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_A10_Sample_X3152879	0	0	0	222231.42	0	747501.94	0	0	0	0	0	0	0	0	0	0	0	0	145498.11	169919.39	0	0	0	0	48979.523	0	46653.176	0	0	0	0	0	0	0	7696.8887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18564.11	0	713478.4	0	0	0	0	0	0	0	0	60436.45	0	0	146864.58	0	0	14921.29	0	0	0	0	0	0	0	0	0	0
P3_G4_Sample_x3157227	0	1079271.6	0	0	0	1557124.9	0	0	977240.75	0	0	0	0	0	0	0	0	0	0	76704.664	234075.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4767.855	0	0	0	0	0	0	0	0	0	0
P1_A3_Sample_x3152819	0	15900000	194935.31	670961.1	28100000	31300000	186936.58	0	4907377	104499.13	0	0	2200087.2	52020.344	0	0	0	43715.508	1461135.2	2734416.8	1432682.2	0	0	0	0	31960.514	535633.6	39838.273	880732.9	0	0	0	744.14624	0	0	0	0	0	0	0	0	0	4404.2964	0	0	0	0	0	0	5677.3457	0	0	0	0	3836.5435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7508.7803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2_B6_Sample_x3149368	0	12300000	153961.38	1034357.3	18500000	19000000	204962.5	0	9452892	327477.72	0	0	16400000	504316.75	0	0	106095.21	83022.16	8644724	2115918	5499913	2107280.2	0	0	39325.93	45262.418	2819492.5	103353.08	999817.2	57903.492	0	0	1730.0135	0	124689.71	0	0	0	1834193.2	0	8279.572	0	12044.825	0	0	0	0	0	0	3151.8315	0	0	0	0	0	0	1322.7386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7119.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_D8_Sample_X3149693	0	23600000	843887.3	0	2016333.5	31200000	146974.2	97464.37	305949.94	7870531.5	0	0	1637583.1	1251659.1	0	0	0	0	0	11200000	973577.94	4560148.5	368051.53	0	65634.46	51064.785	0	0	2096223.2	17421.496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120146.33	0	0	0	0	24127.857	0	1584.6075	0	203697.02	3169.3894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14529.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_E9_Sample_X3149648	0	1625765	15393.331	357902.5	0	1688754.5	0	0	1026539.6	0	0	0	0	0	0	0	0	41076.97	0	451835.5	162524.39	4161274.5	49001.41	0	113543	38742.43	0	0	121552.57	2445.332	0	0	361.86615	0	0	0	0	0	333260.12	0	0	0	8166.639	0	0	10362.124	0	0	0	22146.799	0	0	0	12222.941	4720.048	0	0	0	0	0	0	1793.5647	0	11803.924	0	11415.207	0	0	179502.86	103410.555	0	35287.72	0	32382.215	0	379788.2	0	90038.05	29238.094	0	33131.15	42416.812	0	0	416648.7	360860.22	0	319970.12	0	58439.43	273902.5	904313.94	0	35814.32	29810.152	52653.883	58289.83	60604.13	37950.75	459.77875
P3_H9_Sample_X3148692	0	7571665.5	60620.047	0	12900000	15100000	88687.51	0	6346791	0	0	0	956781.4	60118.223	0	0	0	0	894424.94	520907.8	482427.7	0	0	0	40729.293	23050.172	287310.97	16808.875	311671.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1586.9382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4670.49	0	0	0	0	0	0	0	0	0	20682.543	0	66529.39	0	0	91943.04	0	4390.8135	0	0	0	0	0	0	0	0	0	0
P1_A7_Sample_x3149938	0	5440200.5	102604.93	382712.2	0	10000000	73852	0	0	0	0	0	2133515.8	43566.12	0	0	0	0	0	555401.3	900744.2	0	0	0	0	0	0	0	308750.84	111809.12	0	0	0	0	19553.814	0	67866.94	0	492270.1	4087.797	39640.465	0	0	36195.484	0	0	0	0	0	0	0	3671.1504	16293.654	0	0	0	846.8556	0	2462.7637	0	0	5337.118	17423.498	0	342087.6	13263.244	77387.016	0	68340.96	49208.105	0	23080.66	22228.46	0	53071.66	238894.08	17913.43	0	0	0	7635.5566	26786.697	7607.823	18842.865	313577.8	327251.7	28522.07	458035.3	0	4755.801	0	49780.75	5834.621	52036.32	30354.36	8834.661	5591.2466	0	0	3990.587
P2_D7_Sample_x3148590	0	9946465	33243.508	0	8150069.5	5033348	50486.477	0	1948451.8	188673.31	0	0	0	63421.957	0	0	0	0	213751.86	464998.97	139617	1437912.4	643783.6	0	0	33449.87	45674.965	0	292875.34	0	0	0	9117.1875	0	0	0	0	0	0	0	0	0	3023.293	0	0	0	0	0	0	0	0	0	0	0	2851.2803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31367.252	0	0	0	0	0	0	1243.1857	0	0	0	0	0	0	0	0	0	0	34873.24	0	15449.017	0	0	0	0	0	0
P4_G1_Sample_X3163074	0	2980919	16397.006	117774.7	0	2070932.1	0	0	1200044.5	0	0	887063.06	0	8801.429	0	0	0	0	0	348823.12	37409.21	0	598121.75	0	0	38367.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7638.122	0	12029.669	0	0	9053.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_E2_Sample_X3148175	0	3545649	26281.559	0	0	6031107	17269.844	0	455442.25	487056.72	0	0	0	0	0	0	0	0	130430.76	226157.16	136597.05	0	0	0	0	0	64793.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18252.412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4723.6816	0	0	0	0	0	0	0	0	0	0
P1_D7_Sample_X3148352	0	24300000	116483.38	1062840.2	27500000	22700000	402841.47	0	4587011.5	386761.7	0	0	5282600.5	429153	0	3895.4297	0	190214.19	5165674	742050.3	1299419.4	2684067	0	0	84812.74	26512.508	643183.6	33472.44	292535.06	22523.13	0	0	8144.6924	0	13991.839	133522.31	6960.031	0	0	0	0	0	20809.926	29080.389	0	0	0	0	0	18324.494	0	0	20039.885	0	11911.666	0	17661.686	0	0	0	11229.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2_D1_Sample_X3152871	0	1251493.6	0	0	0	2136445.8	0	0	0	0	0	0	0	0	0	0	0	0	0	64511.21	153865.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20384.906	0	0	8389.816	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_G5_Sample_x3139960	0	0	0	0	0	664585.56	0	0	0	0	0	0	0	0	0	0	0	0	215437.28	206100.08	81118.52	0	0	0	0	0	47843.887	0	147604.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1887.6212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2_E1_Sample_X3154344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3707.1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_H9_Sample_X3150329	0	7207953	32813.7	1194075.5	14600000	12700000	46908.37	26630.14	1544440.1	243372.58	0	0	2005143.6	532932.3	0	0	0	0	2093393.1	369561.47	470554.56	0	1718662	0	0	55960.89	333588.38	0	0	0	0	0	5563.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7918.4995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11914.117	0	0	0	0	0	0	0	0	4654.55	0	26210.404	0	0	0	0	0	0	0	0
P2_F6_Sample_X3168487	0	0	0	112229.99	0	0	0	0	0	0	0	0	0	0	0	0	0	58399.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7566.912	0	0	0	0	0	10800.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43916.836	9404.974	0	0	0	0	0	0	263569.66	0	1403.355	0	0	0	0	0	52569.996	0	0	0	0
P3_E6_Sample_X3165529	0	18100000	88287.28	229375.39	3584267.8	18600000	108311.78	0	1536367.4	0	0	0	1011405.2	0	0	0	66158.38	0	0	689036	3145955	0	455664.25	0	0	0	59097.152	0	416319.06	93200.06	0	0	0	0	1566.7657	0	0	0	0	0	0	0	0	0	0	5954.109	0	0	0	0	0	0	0	0	1573.3584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5148.1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2_G7_Sample_X3167024	0	0	0	0	0	0	0	0	0	0	0	0	769599.44	0	0	0	120704.78	28593.96	0	51612.383	385760.25	0	0	0	0	16359.795	0	0	0	34636.21	0	0	0	0	0	453167.7	5215.129	0	0	0	263100.84	0	0	0	0	0	0	0	0	23499.656	0	0	0	0	7078.6567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2063.272	0	0	0	0	0	0	0	0	0	0
P4_C3_Sample_X3165906	0	9697544	78732.92	0	0	8414514	73848.05	0	449410.12	0	0	0	929783.9	0	0	0	0	0	0	946275.8	644936.8	0	201463.94	0	0	0	51300.336	0	623066.56	0	0	0	0	11728.098	0	0	0	0	0	0	0	0	0	0	44331.45	0	0	0	0	0	0	3158.169	0	123020.45	2852.4185	0	0	4523.9663	0	0	0	0	47483.062	0	396340.84	8478.277	0	0	0	133003.05	0	0	0	0	0	101885.09	89235.484	0	0	0	0	41550.125	26152.893	36746.094	43361.953	0	34908.51	103207.16	501900.66	2238.1958	0	0	0	0	0	0	0	0	0	0
P2_G5_Sample_X3166616	0	36300000	472607.3	94068.56	1184643.5	76100000	429519	0	809090.2	419383.22	118904.09	0	9459490	15043.611	0	0	109793.4	0	1361416.8	3998038.8	2965822.8	0	0	0	26781.35	33390.69	500659.88	0	2097911.8	10234.018	0	0	0	0	0	0	0	0	0	0	0	0	3008.1353	0	0	0	0	0	0	0	0	5437.946	6148.7544	0	3614.3923	10380.7705	0	0	3162.4695	8930.485	938.539	3552.712	30067.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7780.2837	16709.312	48793.527	0	0	0	0	56473.17	0	0	0	0	0	0	0	0	0	0	0	0
P4_C6_Sample_X3160537	0	0	0	137937.23	0	0	0	0	0	0	0	0	0	0	0	0	68600.195	45086.785	0	40765.746	0	0	179029.53	0	0	23015.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41056.03	0	0	0	0	0	0	0	0	0	0	0	863.8482	0	0	0	30804.291	0	0	0	4219.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6507.166	0	0	0	0	0	0	0	0	0	0
P4_F5_Sample_X3167400	0	0	0	0	0	0	0	29409.025	355561.38	0	0	0	0	14271.318	0	0	57979.336	0	0	0	0	2269758.5	371174.28	0	167532.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9263.246	0	0	0	43024.625	0	0	0	0	0	0	0	0	0	0	1127.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2922.3308	28892.629	0	0	0	0	0	0	0	4354.906	0	0	0	0	0	0	0	0	0	0
P4_A1_Sample_X3160366	0	0	0	153142.06	0	0	0	0	0	0	0	0	0	10921.174	0	0	0	0	0	54623.523	267857	0	0	0	0	0	0	0	0	0	0	0	0	2161.3003	0	0	0	22769.58	0	0	0	0	0	6620.8047	0	0	0	0	0	2750.2676	0	0	9070.101	0	2305.2034	11984.593	0	0	0	0	624.62	1054.3573	0	0	0	11522.281	0	0	0	0	0	0	0	0	0	97240.58	0	0	0	0	76174.43	22777.18	0	0	0	0	0	0	0	3076.751	0	42599.24	0	179097.73	0	0	0	7022.3286	0	0
P3_E4_Sample_X3159973	0	2382652.5	70298.21	295217.72	0	4300964	0	0	0	0	0	0	4624541	15208.506	0	8131.668	0	5497.3047	0	1111942.4	1717974.8	0	0	0	31263.074	0	0	0	294256.22	51973.965	0	0	0	0	0	0	7469.3813	0	0	0	0	0	5350.6963	2710.4287	0	0	0	0	0	20355.6	0	0	2336.1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40392.68	47677.082	0	0	0	0	0	0	0	0	0	27601.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P2_A3_Sample_x3164137	0	0	0	116782.44	0	0	0	0	0	0	0	0	0	0	0	0	86271.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5536.1724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2136.4402	0	0	0	0	0	0	0	0	0	0
P3_D2_Sample_X3162461	0	17800000	136890.25	0	8501750	15700000	86594.2	0	2696559.8	0	0	0	1983699.1	52339.055	0	0	0	0	1545651.1	1554623.4	1088154.6	0	0	0	0	0	815865.8	0	675510.2	61943.836	0	0	24111.934	0	89504.984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11702.967	7058.273	0	0	0	1879.5208	0	0	0	20763.873	2458.6665	60524.1	28365.676	518173.4	0	186480.38	0	0	62935.71	0	129168.13	90007.53	0	0	0	0	0	0	0	0	278747.22	190421.89	0	0	641392.3	0	0	0	2283.1394	0	36013.45	0	0	0	0	0	0	0	0
P1_G10_Sample_X3159113	0	0	13675.748	0	2433916.2	0	0	0	1316399.5	0	0	0	806090.6	0	0	0	0	0	1744319.8	193358.92	254001.36	0	0	0	0	0	386419.75	13756.897	0	0	0	0	0	0	17149.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676.0808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50922.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3423.1414	0	0	0	0	0	0	0	0	0	0
P4_E7_Sample_X3157495	0	0	19629.787	232328.1	0	0	0	0	432157.53	0	0	0	861808.6	0	0	0	136644.47	9930.605	0	337797.1	574471.2	2226913.5	0	0	36482.22	28263.928	0	0	0	33102.938	0	0	0	0	0	0	5743.9287	0	2385440.5	578.0798	0	0	0	0	0	0	0	0	0	11905.16	0	0	3415.8743	0	0	0	0	0	0	0	0	129351.03	0	0	151357.42	2641.9097	0	0	0	142229.7	0	43489.336	15180.668	0	15320.781	0	20479.902	0	0	0	5327.8066	0	0	21652.016	61665.16	169871.55	21227.451	99901.52	247570.27	2776.624	0	0	0	0	0	0	0	0	0	0
P3_H8_Sample_x3157719	0	0	0	158864.66	1139771.4	0	0	0	0	0	0	0	0	0	0	0	0	0	891191.3	59080	0	0	0	0	0	0	1074951.6	71686.54	0	0	0	0	0	0	72825.89	0	0	0	0	0	0	0	0	8259.467	0	10912.595	0	0	0	0	0	0	0	0	0	0	1685.4633	0	0	0	0	1536.2122	0	50169.914	0	45387.79	199204.16	0	0	52358.777	0	159295.08	396092.44	12385.064	0	0	0	89252.68	0	0	15717.354	93615.49	44115.797	0	0	207742.34	0	0	0	19353.8	113106.27	127200.46	0	250914.7	0	0	18119.508	0	0	0
P1_B12_Sample_X3164179	0	3233927.8	40516.38	0	0	5440658.5	0	0	0	0	0	0	941319.94	0	0	0	0	0	0	551095.94	197624.61	2537151.5	0	0	0	46605.16	0	0	265004.16	0	0	0	0	0	0	0	0	0	374178.7	0	33442.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_G9_Sample_x3164537	0	1817337.1	48984.535	0	0	1811669.8	0	0	362606.16	633874.94	0	0	0	144751.61	0	0	0	0	0	227341.61	0	1489055.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3732.8076	0	0	0	0	0	0	1116.8735	0	0	0	0	0	0	0	0	0	59414.52	3337.2915	10357.009	0	107101.8	0	109664.625	0	0	0	0	0	0	202354.84	0	0	234526.9	0	3372.3975	0	0	0	15131.594	0	0	8987.122	0	0	0
P4_H5_Sample_X3157111	0	1254853.4	0	0	0	1046755	0	0	0	0	0	0	0	0	0	0	0	0	0	45020.67	39335.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4_F1_Sample_x3148381	0	3159741.2	218987.44	1485651.9	8389438	6073010	22091.947	0	3727867.8	324557.4	0	0	1247462.2	58516.254	0	0	130687.37	39125.246	1395358.1	653484.5	387087.2	0	1703506.5	152929.72	159504.4	59263.184	219350.02	11986.94	298016.72	0	0	0	4255.701	0	0	213982.48	0	0	0	0	0	0	2491.987	0	0	0	0	0	0	10160.995	0	0	0	0	10328.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5446.627	0	0	0	0	0	0	0	0	1462.8	0	0	0	0	0	0	0	0	0	0
P2_F7_Sample_x3171534	0	534145.6	22014.596	236512.38	0	852162.56	0	0	875924.75	0	0	0	3160097.2	20145.098	0	0	155541.97	48172.62	1258138	311425.1	2896532	0	418771.47	0	0	0	728459.25	199186.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11123.178	0	0	0	0	0	0	9565.764	0	0	0	0	0	0	0	0	0	0	672.39325	0	0	8183.2227	0	0	36087.848	0	0	0	0	0	9666.319	0	0	0	0	0	0	0	2106.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
