filename	MS_670	MS_1030	MS_6449	MS_717	MS_894	MS_453	MS_3590	MS_6872	MS_1191	MS_4169	MS_5010	MS_1341	MS_2942	MS_4813	MS_9355	MS_3517	MS_7760	MS_2118	MS_2112	MS_6466	MS_8239	MS_243	MS_1526	MS_1109	MS_2936	MS_5981	MS_5279	MS_4449	MS_7579	MS_9944	MS_13162	MS_8475	MS_5106	MS_8386	MS_8541	MS_877	MS_10867	MS_15189	MS_972	MS_9095	MS_9008	MS_10855	MS_5534	MS_12717	MS_4361	MS_12600	MS_14651	MS_18006	MS_5683	MS_4689	MS_20130	MS_13564	MS_15990	MS_5921	MS_13221	MS_18173	MS_15659	MS_16381	MS_23208	MS_23827	MS_18694	MS_20828	MS_23228	MS_22550	MS_23818	MS_31692	MS_24091	MS_25781	MS_29668	MS_26402	MS_32495	MS_22927	MS_24288	MS_29361	MS_19344	MS_23521	MS_31275	MS_32587	MS_28216	MS_32710	MS_20454	MS_31008	MS_32449	MS_18921	MS_24129	MS_31931	MS_19854	MS_23328	MS_32041	MS_28713	MS_30343	MS_23695	MS_32983	MS_23188	MS_31397	MS_27981	MS_30083	MS_30655	MS_32048	MS_37395
compound	Putrescine-C2:0	Cadaverine-C2:0	Cadaverine-C2:0	Histamine-C2:0	Histamine-C2:0	Cadaverine-C3:0	Putrescine-C4:0	2-aminovaleric acid-C2:0	Histamine-C3:0	N-acetylputrescine-C2:0	N-acetylputrescine-C2:0	N-acetylputrescine-C2:0	Putrescine-C5:0	Putrescine-C5:0	Alanine/Sarcosine-C5:0	Aspartic acid-C2:0	Tyramine-C2:0	Histamine-C4:0	Histamine-C4:0	N-acetylcadaverine-C2:0	Cadaverine-C5:0	Spermidine-C2:0	Lysine-C2:0	Glutamic acid-C2:0	Threonine/homoserine-C4:0	Dopamine-C2:0	Histamine-C5:0	Histamine-C5:0	N-acetylcadaverine-C3:0	Cadaverine-C6:0	Leucine-C4:0	Methionine-C3:0	Spermidine-C5:0	Histamine-C6:0	Histamine-C6:0	3-methylhistidine-C2:0	Cadaverine-C7:0	Leucine-C5:0	Spermidine-C4:0	Spermidine-C4:0	Serotonin-C2:0	Methionine-C4:0	Tyrosine-C2:0	Cadaverine-C8:0	Lysine-C5:0	5-methoxytryptamine-C2:0	Phenylalanine-C4:0	Tyramine-C6:0	L-DOPA-C2:0	Histidine-C5:0	Leucine-C7:0	N-acetylcadaverine-C7:0	Cadaverine-C10:0	Arginine-C5:0	Tryptophan-C3:0	Leucine-C9:4	Histamine-C10:0	Methionine-C9:4	Tyramine-C10:1	Tyramine-C10:0	Histamine-C12:0	Putrescine-C14:0	Putrescine-C16:0	Histamine-C15:0	Cadaverine-C16:0	Leucine-C14:0	Histamine-C16:0	Putrescine-C18:0	Valine-C16:0	Cadaverine-C18:0	Leucine-C16:0	Histamine-C18:2	Histamine-C18:1	Valine-C18:2	Spermidine-C16:0	Lysine-C16:0	Methionine-C16:0	Leucine-C18:2	Leucine-C18:1	Leucine-C18:1	Arginine-C15:0	Tyramine-C18:2	Tyramine-C18:1	Spermidine-C18:2	Lysine-C18:2	N-acetylcadaverine-C18:1	Spermidine-C18:1	Lysine-C18:1	Methionine-C18:2	Phenylalanine-C18:3	Phenylalanine-C18:2	Arginine-C18:1	Serotonin-C18:1	Arginine-C18:0	Tryptophan-C16:0	Tyrosine-C18:2	Tyrosine-C18:1	Tryptophan-C18:2	Tryptophan-C18:1	Serotonin-C20:0
P4_G2_Sample_X3167390	0	0	0	0	0	0	0	19831.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829903.56	0	0	0	0	0	0	0	128348.016	0	0	0	0	0	0	122117.586	505026.34	231800.42	0	0	0	0	0	0	0	0	0	11504.012	50395.598	2656.558	0	38971.227	0	13406.999	0	0	0	0	0	2448.4556	0	20041.73	0	14911.953	0	0	0	0	42553.98	56657.953	0	47635.992	57517.027	0	16417.936	0	169399.81	50310.855	18421.61	84963.78	20579.002	19636.506	0	0	38244.46	0	132184.98	5873.9775	0	60327.95	0	30539.156	34688.46	0	14161.24	8516.562	29699.002	0
P1_F3_Sample_X3168692	0	2327521.2	0	140007.48	0	5462258.5	68744.125	0	0	0	0	758225.1	0	47035.254	333613.78	0	0	0	0	47741.62	138021.22	0	0	0	38418.87	0	24721.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27708.834	0	0	0	0	0	6492.162	0	27538.62	0	0	0	0	64736.76	37207.973	8778.457	0	0	0	0	0	0	0	0	2497.2146	0	0	0	0	0	0	0	0	0	0
P3_E8_Sample_X3162159	0	1209145	17249.559	221646.67	1264453.4	1747572.1	0	0	1026979.5	0	0	0	0	0	0	0	0	0	113689.79	291741.88	0	0	0	0	0	39976.84	31331.738	0	119971.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2971.2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45915.58	0	0	0	0	0	0	0	0	0	0
P1_C7_Sample_X3163019	0	0	0	623700.94	0	0	0	0	357946.9	0	0	0	0	0	0	0	65117.582	13127.737	0	42669.38	0	0	0	0	0	0	0	0	0	0	0	0	3870.691	0	0	0	0	0	0	0	0	0	5708.0576	0	0	0	0	0	0	33574.203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1124.8784	0	0	0	0	0	0	0	0	0	0
P3_C11_Sample_X3167975	10600000	19800000	192801.56	95140.1	0	24200000	47590.598	0	0	1096538	0	0	1814632.1	943990.4	0	0	0	43813.34	0	1246999	848826.25	2391285.2	0	0	0	0	0	0	614443.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_B8_Sample_X3168404	22000000	2221275.8	32568.645	0	0	3908017.5	30743.338	0	0	0	0	0	5950040.5	18791.154	0	0	239773.17	0	0	568016.9	3488101	0	73505.805	0	0	0	0	0	193767.28	55388.445	0	0	0	0	0	0	0	0	0	0	0	0	5401.9487	0	36508.652	0	91061.96	0	0	12295.4795	0	0	1385.2192	0	2488.418	19389.496	0	0	0	0	0	0	0	0	0	7670.374	0	0	0	0	0	0	0	24246.35	0	0	0	0	0	0	16677.502	24525.475	0	0	90634.46	0	0	190166.67	0	0	0	38056.285	0	0	0	0	30408.84	0	0	0
P1_C11_Sample_x3167358	0	616302.94	0	0	0	1865312.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235879.12	0	36440.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3817.9668	0	0	0	0	0	0	0	14166.239	0	0	0	0	0	0	0	52521.406	23363.578	0	0	0	0	0	0	2103.2085	0	0	0	0	0	11404.607	0	0	0	0
P4_B8_Sample_x3157268	0	1703951.6	35734.01	206926.81	0	2145185	0	0	0	0	0	0	1432380.5	0	0	0	0	102319.22	950480.75	519925.5	837143	1848528.1	0	0	0	0	366683.3	105191.9	152033.52	36841.543	0	0	1647.6826	0	62318.562	0	16713.357	0	0	0	0	0	0	47527.29	0	0	0	0	0	9271.088	0	15300.3125	15395.457	0	0	0	4662.1787	0	2421.4634	0	17630.049	15181.485	93777.875	96667.38	1094146.4	4868.8237	768051.75	0	0	346355.8	0	216617.73	567458.4	14617.398	38042.23	197139.53	0	138401.28	0	0	13570.493	87974.85	51767.957	31974.771	241732	0	17198.56	339782	0	22259.898	119284.234	274446.2	0	240454.05	0	0	11494.379	12192.171	59008.867	101.06282
P4_C7_Sample_x3164702	0	0	0	0	0	0	0	0	0	603813.5	0	0	0	13053.407	0	0	0	0	0	57828.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26224.541	0	0	0	0	0	0	0	0
P4_F7_Sample_X3158629	0	14000000	141746.81	0	5553979	14400000	44503.117	0	1695931	202675.86	0	0	2304370	116327.94	0	0	0	0	693305.3	1107138.9	504348.84	2397325	641223	0	0	0	91172.64	0	308461.44	0	0	0	9809.268	0	0	209156.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36932.17	0	0	0	48111.184	0	0	67449.56	0	2742.4424	0	31900.54	0	35785.64	0	0	0	0	0	0
P3_H4_Sample_X3157364	0	19400000	44485.883	0	2008755.6	11800000	47186.73	0	570284.94	305565.5	0	0	3960150.5	1279712	0	0	77970.164	19547.686	189736.58	843044.9	3200449.5	3019863.8	246167.95	0	0	355066	112063.99	0	0	301676.1	0	0	0	0	10372.676	0	6389.691	0	0	0	0	0	0	56154.72	59151.31	0	0	0	0	15161.02	0	0	33831.523	21349.457	24003.531	23368.432	793.9158	0	0	50407.15	9948.115	177958.48	322261.22	16479.434	619002.5	334850.28	92783.6	65328.633	646841.7	116085.766	41885.137	11666.15	19642.264	389635.3	0	0	23629.926	258530.88	47917.35	28020.504	6325.3833	285859.2	84646.836	9664.314	0	0	0	0	0	82131.31	199776.08	232186.28	0	14540.535	212067.64	78026.625	113396.586	571137.4	271487.34	0
P3_G1_Sample_x3158948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212161.75	121905	0	0	0	0	0	0	0	0	6234.9307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2502.5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603.7524	0	0	0	0	0	0	0	0	0	0
P4_G6_Sample_x3160411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4_H7_Sample_X3161574	0	656236.4	0	147565.89	0	911604.56	0	0	0	0	0	0	0	0	0	0	0	44770.242	0	86331.23	50640.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2111.0288	0	0	23996.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18098.932	0	6218.0137	0	7621.0044	0	0	0	0	0	0	0	0	0	84227.48	0	0	0	0	11948.234	0	13763.815	0	37660.074	0	0	118307.484	0	4472.371	0	48632.97	0	96243.87	0	0	0	6924.832	0	0
P1_F7_Sample_X3159373	0	0	29533.695	0	0	0	0	0	0	404489.6	0	0	0	0	0	0	0	0	0	654100.56	80000.734	0	0	0	45917.07	49996.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62499.938	0	0	0	0	0	0	0	0	0	0	0	0	0	69306.82	0	0	0	0	0	0	0	0	0	0	0
P4_A2_Sample_X3168483	0	0	0	118800.53	0	0	0	0	418425.25	0	0	0	0	0	0	0	0	36474.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1735.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5871.71	0	0	0	0	0	0	0	0	0	0	35176.668	0	0	0	0	0	0	0	0	0	0	0	208879.66	9769.385	0	0	0	0	0	0	0	0	0	0
P2_D9_Sample_X3159042	0	0	0	890362.6	2139468.2	0	0	0	459425.34	0	0	0	0	0	0	0	0	0	0	56026.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234211.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660.4298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	658.4993	0	0	0	0	0	0	0	0	0	0
P2_H11_Sample_X3157058	0	2649509	72069.26	454395.75	2519094.2	4300997.5	19666.389	14828.267	3460335.5	181467.73	0	0	3264471.8	23851.14	0	0	79723.74	10961.141	3366062	1451209.4	1877948.6	0	245616.95	0	197769.75	0	1886143	147182.23	334555.97	190435.42	0	0	0	2890.2266	392185.8	0	22976.457	0	0	0	0	0	0	3428.7583	0	0	0	0	0	7757.208	0	0	0	0	6623.265	14856.279	3240.438	0	0	0	4703.957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_G2_Sample_x3156238	0	3371827	315800.72	1286525.8	0	18500000	54280.86	0	0	135882.5	0	0	4795271.5	28635.195	0	0	320289.47	50249.56	0	6611233	2949416.2	0	52037.992	0	138704.69	177537.33	0	0	2105579	113486.54	0	0	14032.459	0	0	0	34137.5	0	0	0	40927.47	0	17792.596	0	0	0	0	0	0	125660.59	0	0	0	0	5640.5625	0	0	0	0	0	0	0	0	0	0	11418.329	0	0	0	42139.33	0	0	0	46760.47	0	0	0	269439	0	71438.234	19258.709	0	0	0	54007.668	0	0	0	0	1767.6652	0	0	0	0	0	37105.45	27839.594	31337.324	56024.875	0
P1_A6_Sample_X3156373	0	6333792.5	53647.555	357592.88	0	8367894.5	42584.71	0	680179.94	115385.44	0	0	0	37894.004	0	51084.36	143259.92	0	0	0	38655.51	3227697	269244.06	0	91537.945	72368.88	0	0	0	0	0	0	0	0	9981.399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4560.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12327.756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_D12_Sample_x3156721	0	0	0	0	0	0	0	54976.68	0	0	0	357343.47	0	0	0	0	0	0	0	38595.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116685.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16714.246	0	0	0	60201.12	0	0	0	0	2879.7002	0	18491.484	0	0	0	0	0	15706.633	0	0
P1_B9_Sample_X3157394	0	718822.4	25037.947	227880.53	0	1550097.5	0	0	750915.4	0	0	0	1146589.5	0	0	0	0	0	708459.06	257180.73	429708.47	0	0	0	0	0	192261.55	0	111433.266	0	0	0	0	0	3609.2983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63072.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529.96747	0	0	0	0	0	0	0	0	0	0
P1_F4_Sample_x3156177	0	987519.5	0	0	0	760213	0	0	0	113121.22	0	0	0	54291.2	0	0	0	0	0	50465.402	0	0	497021.4	0	89660.29	0	0	0	0	0	0	0	0	52978.555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13992.069	0	0	0	0	0	2913.7417	0	0	0	0	0	0	0	0	0	0	0	10939.219	0	0	0	97628.03	0	21342.715	0	0	0	0	34986.88	0	0	0	0	4042.723	0	23610.178	0	0	0	24150.387	40770.754	8514.974	0	0
P4_H3_Sample_X3161550	0	6242428.5	61167.367	0	0	7499980.5	51194.82	0	0	0	0	0	735126.75	40112.07	0	0	0	0	0	463612.56	528761.06	0	0	0	0	0	0	0	206752.9	3407.5215	0	0	1106.2217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10255.523	0	0	0	0	0	0	0	0	0	35148.48	0	0	0	0	0	0	0	0	0	59508.305	56386.6	0	0	0	0	0	0	5695.117	0	0	0	56666.984	0	0	0	0	0	0
P3_E5_Sample_X3155219	0	0	0	404777.28	0	0	0	29732.049	0	0	0	0	0	6330.203	0	3297.8625	128783.22	113989.67	80445.58	53548.906	120486.89	0	267943.06	0	74422.23	43628.68	239485.03	0	0	0	0	0	944.11096	2849.8975	0	0	0	56122.29	0	0	0	0	27079.133	0	114672.55	0	43280.77	0	0	6279.665	0	0	0	33885.977	0	0	0	0	0	0	0	0	0	0	0	19094.756	0	0	0	0	0	0	0	19678.1	0	0	0	0	0	0	9121.571	110267.39	0	0	0	0	0	0	0	35473.96	188052.17	0	0	0	0	0	0	0	0	0
P3_H5_Sample_x3156091	0	0	0	97271.74	0	831845.9	0	0	0	0	0	0	0	0	0	0	0	0	0	97188.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29942.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589.08167	0	0	0	0	0	0	0	7182.346	0	0	0	0	0	0	0	0	0	0	0	0	0	51970.473	0	0	0	0	0	0	0	0	0	3173.9006	0	0	0	0	0	0	19779.441	7834.813	0	63.809715
P3_F7_Sample_X3150003	0	0	0	0	0	0	0	20104.465	0	0	0	0	0	0	0	0	77523	0	0	54428.28	0	1767498.6	871614.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282356.97	0	0	0	0	0	42903.18	0	0	0	0	0	0	1908.0503	0	0	0	25314.074	0	6576.8433	0	0	0	94531.6	0	38295.562	0	18653.893	24248.88	0	47622.734	0	57706.438	21305.379	2841.4707	127919.61	0	0	34231.22	363765.8	0	124135.77	26076.34	53094.566	0	17412.047	164589.19	0	20118.36	0	0	26960.906	103948.984	71938.38	0	13118.141	23938.71	10029.343	41755.684	41136.625	52443.188	0
P1_E4_Sample_X3156040	0	4906727	70674.29	0	1185516.8	12600000	31323.816	0	712430.3	0	0	0	1136261.4	26218.016	0	0	54211.574	0	94297.19	496490.38	512559.03	0	46213.387	0	0	32491.305	36298.508	0	273107.88	37615.117	0	0	0	0	0	0	14690.104	0	0	0	9231.601	0	0	0	0	0	0	0	0	28389.293	0	2484.8777	4559.057	0	0	0	0	0	4004.0505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_H6_Sample_x3154669	0	0	0	181563.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331438.53	0	0	0	0	0	0	0	0	0	1954.744	0	0	0	0	0	0	0	0	0	14702.743	0	0	0	0	0	0	11689.399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13040.789	0	0	0	0	0	0	0	0	0	0	0	0	0	102773.266	0	0	0	0	0	0	0	112052.32	0	0	0	0	0	0	0	0	0	15019.205	0	0
P3_B5_Sample_x3154992	0	0	0	134740.62	0	0	0	0	1070416.8	0	0	0	0	0	0	0	0	0	0	55371.13	58532.848	0	0	0	0	37657.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13488.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83661.5	0	33524.492	0	0	0	0	0	0
P1_G6_Sample_X3152549	0	0	0	0	0	1082272.9	0	0	0	0	0	0	0	0	0	0	48412.89	32854.1	155613.77	0	51745.36	0	0	0	31892.889	0	38005.613	0	0	0	0	0	0	16464.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14601.671	0	0	0	0	0	0	7115.1167	0	0	0	10385.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987.2505	0	0	0	0	0	0	0	0	0	0
P4_G8_Sample_x3156417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P4_D7_Sample_x3161091	0	0	0	194819.62	0	0	0	0	338846.12	0	0	0	0	0	0	0	71280.82	9122.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3683.71	0	0	0	0	0	0	0	0	5607.093	0	0	0	0	0	0	0	813.5966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47309.023	0	0	0	0	0	0	0	4841.8726	74797.83	0	0	0	0	0	0	13962.5625	0	0
P3_D9_Sample_X3157299	0	42900000	2065601.1	1022027.25	7533978	86500000	113672.69	66281.28	5036795	134045.23	79161.195	0	139000000	1065636.9	131870.5	0	232871.4	130526.98	13500000	39100000	45800000	1974030.1	2163990	0	4502.9297	234857.66	4291392	2253202.2	10100000	352849.75	186342.2	0	1205.2335	0	94067.9	0	14168.663	113513.2	760001	0	21383.793	0	7440.747	17998.264	366022.53	0	91913.055	0	0	23543.361	0	43530.492	36917.53	154794.9	0	22651.727	12419.855	0	0	0	1799.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4662.6455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_B7_Sample_x3161751	0	0	0	175679.69	0	362711.62	0	0	0	0	0	0	0	0	0	0	0	29282.242	0	47002.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9606.674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142236.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31535.59	11316.077	0	0	0	0	0	0	1837.3708	0	0	0	0	0	0	0	0	0	0
P1_C12_Sample_X3158004	20300000	0	22879.934	133215.14	0	649972.8	0	0	624070.06	0	0	0	1467739.5	0	0	0	0	0	254559.73	376200.6	917955.7	0	0	0	36186.492	0	115597.77	0	0	5769.0703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2126.4153	0	0	0	0	0	0	0	0	0	0	0	3885.3828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284.9976	0	0	0	0	0	0	0	0	0	0
P3_B6_Sample_x3158722	0	0	0	125847.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P3_H6_Sample_X3159447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660.7052	0	0	0	0	0	0	0	0	0	0
P4_B5_Sample_X3164880	0	1295076.2	39250.043	0	0	1563278	0	0	0	0	0	0	2096845.6	0	0	0	0	0	0	569421.4	1451672.2	0	0	0	0	0	0	0	181651.98	6541.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3148.3005	11106.181	0	2525.8843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_H10_Sample_X3172079	0	8597489	49283.543	653269.5	3219561.8	12200000	24663.883	0	1117900.6	716002.06	0	0	3132413.8	196221.1	0	0	0	31964.094	314240.38	1150653.2	1924068.9	2582038.2	515773.03	0	0	34396.637	106567.96	0	620444.5	2889.0881	0	0	1293.2263	0	8945.716	0	0	0	0	0	0	0	14581.911	0	0	0	0	0	0	16995.848	0	0	0	0	3509.4067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	990.2841	0	0	0	0	0	16435.656	0	0	0	0
P1_G9_Sample_X3170393	0	2657878.2	0	0	0	1731799.1	0	0	0	131760.56	0	0	0	88062.33	0	0	0	0	0	39876.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72349.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48393.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_E8_Sample_X3165226	0	11800000	126390.234	332727.22	1316114.4	32000000	244122.12	0	1252742.4	116852.83	0	0	11900000	162840.16	0	0	56455.24	12103.586	594845.25	1525520.9	3718516	0	438800.44	0	0	0	202887.3	17756.438	367670.72	74586.13	0	0	0	78275.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17515.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71986.1	6266.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P1_C2_Sample_X3167050	0	6978340	50151.684	149198.69	5773361.5	11200000	30134.924	0	5377435.5	0	0	0	3285044.5	34188.902	0	0	0	0	4096387.2	843159.2	1970558.5	1571741.5	0	0	0	0	1868590	88765.55	306519.38	11863.059	0	0	0	0	43280.97	0	0	0	735604.2	0	38457.547	0	5973.3735	0	44599.64	13834.863	0	0	0	0	0	0	3263.513	0	0	9652.747	0	0	0	0	0	0	72747.87	63360.996	0	0	208865.12	0	0	0	0	30493.58	119253.61	0	0	0	0	0	0	0	0	0	0	0	76815.84	0	0	81651.44	0	0	0	0	0	0	0	0	0	0	0	0
P2_A6_Sample_X3165523	9278076	27400000	119933.65	222836.94	23600000	23900000	392590.34	0	21700000	197823.03	0	0	2242599.8	776562.7	0	0	144769.33	17767.248	4711826.5	557574.94	1768480	1676025.8	296319.6	0	0	38680.195	2521532.5	101145.86	301705.5	0	0	130990.266	3068.3225	0	26040.125	0	0	0	0	0	0	0	0	5732.6826	0	0	0	0	0	0	0	0	0	0	121529.445	0	0	0	2791.8105	2881.1763	0	0	0	0	0	0	0	0	0	0	0	26396.09	0	18509.836	0	0	0	0	0	0	3341.4104	52528.973	12697.6	0	0	0	0	0	0	0	0	23348.16	0	0	0	0	0	22818.146	0	0
P1_H3_Sample_X3167950	0	19600000	133927.23	473216.94	7337077	44500000	242463.34	0	5921423.5	115497.82	0	0	3188168.5	188682.58	0	0	85540.61	0	2747192.2	1189127.8	2464563.8	0	486170.03	0	0	0	857327.9	9128.393	439738.9	18314.156	0	0	0	0	23731.678	0	0	0	0	0	6864.1963	0	0	0	0	0	0	0	0	0	0	0	0	0	4895.1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8311.906	0	0	0	0	0	0	0	0	768.86487	0	0	0	0	0	0	0	0	0	0
